Time,Bx,By,Bz,status
2016-08-22T16:11:06.915374,1065426,1065426,1065426,0,
2016-08-22T16:11:06.923187,1065427,1065427,1065427,0,
2016-08-22T16:11:06.930999,1065428,1065428,1065428,0,
2016-08-22T16:11:06.938811,1065429,1065429,1065429,0,
2016-08-22T16:11:06.946624,1065430,1065430,1065430,0,
2016-08-22T16:11:06.954437,1065431,1065431,1065431,0,
2016-08-22T16:11:06.962249,1065432,1065432,1065432,0,
2016-08-22T16:11:06.970061,1065433,1065433,1065433,0,
2016-08-22T16:11:06.977874,1065434,1065434,1065434,0,
2016-08-22T16:11:06.985687,1065435,1065435,1065435,0,
2016-08-22T16:11:06.993499,1065436,1065436,1065436,0,
2016-08-22T16:11:07.001311,1065437,1065437,1065437,0,
2016-08-22T16:11:07.009124,1065438,1065438,1065438,0,
2016-08-22T16:11:07.016937,1065439,1065439,1065439,0,
2016-08-22T16:11:07.024749,1065440,1065440,1065440,0,
2016-08-22T16:11:07.032561,1065441,1065441,1065441,0,
2016-08-22T16:11:07.040374,1065442,1065442,1065442,0,
2016-08-22T16:11:07.048187,1065443,1065443,1065443,0,
2016-08-22T16:11:07.055999,1065444,1065444,1065444,0,
2016-08-22T16:11:07.063811,1065445,1065445,1065445,0,
2016-08-22T16:11:07.071624,1065446,1065446,1065446,0,
2016-08-22T16:11:07.079437,1065447,1065447,1065447,0,
2016-08-22T16:11:07.087249,1065448,1065448,1065448,0,
2016-08-22T16:11:07.095061,1065449,1065449,1065449,0,
2016-08-22T16:11:07.102874,1065450,1065450,1065450,0,
2016-08-22T16:11:07.110687,1065451,1065451,1065451,0,
2016-08-22T16:11:07.118499,1065452,1065452,1065452,0,
2016-08-22T16:11:07.126311,1065453,1065453,1065453,0,
2016-08-22T16:11:07.134124,1065454,1065454,1065454,0,
2016-08-22T16:11:07.141937,1065455,1065455,1065455,0,
2016-08-22T16:11:07.149749,1065456,1065456,1065456,0,
2016-08-22T16:11:07.157561,1065457,1065457,1065457,0,
2016-08-22T16:11:07.165374,1065458,1065458,1065458,0,
2016-08-22T16:11:07.173187,1065459,1065459,1065459,0,
2016-08-22T16:11:07.180999,1065460,1065460,1065460,0,
2016-08-22T16:11:07.188811,1065461,1065461,1065461,0,
2016-08-22T16:11:07.196624,1065462,1065462,1065462,0,
2016-08-22T16:11:07.204437,1065463,1065463,1065463,0,
2016-08-22T16:11:07.212249,1065464,1065464,1065464,0,
2016-08-22T16:11:07.220061,1065465,1065465,1065465,0,
2016-08-22T16:11:07.227874,1065466,1065466,1065466,0,
2016-08-22T16:11:07.235687,1065467,1065467,1065467,0,
2016-08-22T16:11:07.243499,1065468,1065468,1065468,0,
2016-08-22T16:11:07.251311,1065469,1065469,1065469,0,
2016-08-22T16:11:07.259124,1065470,1065470,1065470,0,
2016-08-22T16:11:07.266937,1065471,1065471,1065471,0,
2016-08-22T16:11:07.274749,1065472,1065472,1065472,0,
2016-08-22T16:11:07.282561,1065473,1065473,1065473,0,
2016-08-22T16:11:07.290374,1065474,1065474,1065474,0,
2016-08-22T16:11:07.298187,1065475,1065475,1065475,0,
2016-08-22T16:11:07.305999,1065476,1065476,1065476,0,
2016-08-22T16:11:07.313811,1065477,1065477,1065477,0,
2016-08-22T16:11:07.321624,1065478,1065478,1065478,0,
2016-08-22T16:11:07.329437,1065479,1065479,1065479,0,
2016-08-22T16:11:07.337249,1065480,1065480,1065480,0,
2016-08-22T16:11:07.345061,1065481,1065481,1065481,0,
2016-08-22T16:11:07.352874,1065482,1065482,1065482,0,
2016-08-22T16:11:07.360687,1065483,1065483,1065483,0,
2016-08-22T16:11:07.368499,1065484,1065484,1065484,0,
2016-08-22T16:11:07.376311,1065485,1065485,1065485,0,
2016-08-22T16:11:07.384124,1065486,1065486,1065486,0,
2016-08-22T16:11:07.391937,1065487,1065487,1065487,0,
2016-08-22T16:11:07.399749,1065488,1065488,1065488,0,
2016-08-22T16:11:07.407561,1065489,1065489,1065489,0,
2016-08-22T16:11:07.415374,1065490,1065490,1065490,0,
2016-08-22T16:11:07.423187,1065491,1065491,1065491,0,
2016-08-22T16:11:07.430999,1065492,1065492,1065492,0,
2016-08-22T16:11:07.438811,1065493,1065493,1065493,0,
2016-08-22T16:11:07.446624,1065494,1065494,1065494,0,
2016-08-22T16:11:07.454437,1065495,1065495,1065495,0,
2016-08-22T16:11:07.462249,1065496,1065496,1065496,0,
2016-08-22T16:11:07.470061,1065497,1065497,1065497,0,
2016-08-22T16:11:07.477874,1065498,1065498,1065498,0,
2016-08-22T16:11:07.485687,1065499,1065499,1065499,0,
2016-08-22T16:11:07.493499,1065500,1065500,1065500,0,
2016-08-22T16:11:07.501311,1065501,1065501,1065501,0,
2016-08-22T16:11:07.509124,1065502,1065502,1065502,0,
2016-08-22T16:11:07.516937,1065503,1065503,1065503,0,
2016-08-22T16:11:07.524749,1065504,1065504,1065504,0,
2016-08-22T16:11:07.532561,1065505,1065505,1065505,0,
2016-08-22T16:11:07.540374,1065506,1065506,1065506,0,
2016-08-22T16:11:07.548187,1065507,1065507,1065507,0,
2016-08-22T16:11:07.555999,1065508,1065508,1065508,0,
2016-08-22T16:11:07.563811,1065509,1065509,1065509,0,
2016-08-22T16:11:07.571624,1065510,1065510,1065510,0,
2016-08-22T16:11:07.579437,1065511,1065511,1065511,0,
2016-08-22T16:11:07.587249,1065512,1065512,1065512,0,
2016-08-22T16:11:07.595061,1065513,1065513,1065513,0,
2016-08-22T16:11:07.602874,1065514,1065514,1065514,0,
2016-08-22T16:11:07.610687,1065515,1065515,1065515,0,
2016-08-22T16:11:07.618499,1065516,1065516,1065516,0,
2016-08-22T16:11:07.626311,1065517,1065517,1065517,0,
2016-08-22T16:11:07.634124,1065518,1065518,1065518,0,
2016-08-22T16:11:07.641937,1065519,1065519,1065519,0,
2016-08-22T16:11:07.649749,1065520,1065520,1065520,0,
2016-08-22T16:11:07.657561,1065521,1065521,1065521,0,
2016-08-22T16:11:07.665374,1065522,1065522,1065522,0,
2016-08-22T16:11:07.673187,1065523,1065523,1065523,0,
2016-08-22T16:11:07.680999,1065524,1065524,1065524,0,
2016-08-22T16:11:07.688811,1065525,1065525,1065525,0,
2016-08-22T16:11:07.696624,1065526,1065526,1065526,0,
2016-08-22T16:11:07.704437,1065527,1065527,1065527,0,
2016-08-22T16:11:07.712249,1065528,1065528,1065528,0,
2016-08-22T16:11:07.720061,1065529,1065529,1065529,0,
2016-08-22T16:11:07.727874,1065530,1065530,1065530,0,
2016-08-22T16:11:07.735687,1065531,1065531,1065531,0,
2016-08-22T16:11:07.743499,1065532,1065532,1065532,0,
2016-08-22T16:11:07.751311,1065533,1065533,1065533,0,
2016-08-22T16:11:07.759124,1065534,1065534,1065534,0,
2016-08-22T16:11:07.766937,1065535,1065535,1065535,0,
2016-08-22T16:11:07.774749,1065536,1065536,1065536,0,
2016-08-22T16:11:07.782561,1065537,1065537,1065537,0,
2016-08-22T16:11:07.790374,1065538,1065538,1065538,0,
2016-08-22T16:11:07.798187,1065539,1065539,1065539,0,
2016-08-22T16:11:07.805999,1065540,1065540,1065540,0,
2016-08-22T16:11:07.813811,1065541,1065541,1065541,0,
2016-08-22T16:11:07.821624,1065542,1065542,1065542,0,
2016-08-22T16:11:07.829437,1065543,1065543,1065543,0,
2016-08-22T16:11:07.837249,1065544,1065544,1065544,0,
2016-08-22T16:11:07.845061,1065545,1065545,1065545,0,
2016-08-22T16:11:07.852874,1065546,1065546,1065546,0,
2016-08-22T16:11:07.860687,1065547,1065547,1065547,0,
2016-08-22T16:11:07.868499,1065548,1065548,1065548,0,
2016-08-22T16:11:07.876311,1065549,1065549,1065549,0,
2016-08-22T16:11:07.884124,1065550,1065550,1065550,0,
2016-08-22T16:11:07.891937,1065551,1065551,1065551,0,
2016-08-22T16:11:07.899749,1065552,1065552,1065552,0,
2016-08-22T16:11:07.907561,1065553,1065553,1065553,0,
2016-08-22T16:11:07.915374,1065554,1065554,1065554,0,
2016-08-22T16:11:07.923187,1065555,1065555,1065555,0,
2016-08-22T16:11:07.930999,1065556,1065556,1065556,0,
2016-08-22T16:11:07.938811,1065557,1065557,1065557,0,
2016-08-22T16:11:07.946624,1065558,1065558,1065558,0,
2016-08-22T16:11:07.954437,1065559,1065559,1065559,0,
2016-08-22T16:11:07.962249,1065560,1065560,1065560,0,
2016-08-22T16:11:07.970061,1065561,1065561,1065561,0,
2016-08-22T16:11:07.977874,1065562,1065562,1065562,0,
2016-08-22T16:11:07.985687,1065563,1065563,1065563,0,
2016-08-22T16:11:07.993499,1065564,1065564,1065564,0,
2016-08-22T16:11:08.001311,1065565,1065565,1065565,0,
2016-08-22T16:11:08.009124,1065566,1065566,1065566,0,
2016-08-22T16:11:08.016937,1065567,1065567,1065567,0,
2016-08-22T16:11:08.024749,1065568,1065568,1065568,0,
2016-08-22T16:11:08.032561,1065569,1065569,1065569,0,
2016-08-22T16:11:08.040374,1065570,1065570,1065570,0,
2016-08-22T16:11:08.048187,1065571,1065571,1065571,0,
2016-08-22T16:11:08.055999,1065572,1065572,1065572,0,
2016-08-22T16:11:08.063811,1065573,1065573,1065573,0,
2016-08-22T16:11:08.071624,1065574,1065574,1065574,0,
2016-08-22T16:11:08.079437,1065575,1065575,1065575,0,
2016-08-22T16:11:08.087249,1065576,1065576,1065576,0,
2016-08-22T16:11:08.095061,1065577,1065577,1065577,0,
2016-08-22T16:11:08.102874,1065578,1065578,1065578,0,
2016-08-22T16:11:08.110687,1065579,1065579,1065579,0,
2016-08-22T16:11:08.118499,1065580,1065580,1065580,0,
2016-08-22T16:11:08.126311,1065581,1065581,1065581,0,
2016-08-22T16:11:08.134124,1065582,1065582,1065582,0,
2016-08-22T16:11:08.141937,1065583,1065583,1065583,0,
2016-08-22T16:11:08.149749,1065584,1065584,1065584,0,
2016-08-22T16:11:08.157561,1065585,1065585,1065585,0,
2016-08-22T16:11:08.165374,1065586,1065586,1065586,0,
2016-08-22T16:11:08.173187,1065587,1065587,1065587,0,
2016-08-22T16:11:08.180999,1065588,1065588,1065588,0,
2016-08-22T16:11:08.188811,1065589,1065589,1065589,0,
2016-08-22T16:11:08.196624,1065590,1065590,1065590,0,
2016-08-22T16:11:08.204437,1065591,1065591,1065591,0,
2016-08-22T16:11:08.212249,1065592,1065592,1065592,0,
2016-08-22T16:11:08.220061,1065593,1065593,1065593,0,
2016-08-22T16:11:08.227874,1065594,1065594,1065594,0,
2016-08-22T16:11:08.235687,1065595,1065595,1065595,0,
2016-08-22T16:11:08.243499,1065596,1065596,1065596,0,
2016-08-22T16:11:08.251311,1065597,1065597,1065597,0,
2016-08-22T16:11:08.259124,1065598,1065598,1065598,0,
2016-08-22T16:11:08.266937,1065599,1065599,1065599,0,
2016-08-22T16:11:08.274749,1065600,1065600,1065600,0,
2016-08-22T16:11:08.282561,1065601,1065601,1065601,0,
2016-08-22T16:11:08.290374,1065602,1065602,1065602,0,
2016-08-22T16:11:08.298187,1065603,1065603,1065603,0,
2016-08-22T16:11:08.305999,1065604,1065604,1065604,0,
2016-08-22T16:11:08.313811,1065605,1065605,1065605,0,
2016-08-22T16:11:08.321624,1065606,1065606,1065606,0,
2016-08-22T16:11:08.329437,1065607,1065607,1065607,0,
2016-08-22T16:11:08.337249,1065608,1065608,1065608,0,
2016-08-22T16:11:08.345061,1065609,1065609,1065609,0,
2016-08-22T16:11:08.352874,1065610,1065610,1065610,0,
2016-08-22T16:11:08.360687,1065611,1065611,1065611,0,
2016-08-22T16:11:08.368499,1065612,1065612,1065612,0,
2016-08-22T16:11:08.376311,1065613,1065613,1065613,0,
2016-08-22T16:11:08.384124,1065614,1065614,1065614,0,
2016-08-22T16:11:08.391937,1065615,1065615,1065615,0,
2016-08-22T16:11:08.399749,1065616,1065616,1065616,0,
2016-08-22T16:11:08.407561,1065617,1065617,1065617,0,
2016-08-22T16:11:08.415374,1065618,1065618,1065618,0,
2016-08-22T16:11:08.423187,1065619,1065619,1065619,0,
2016-08-22T16:11:08.430999,1065620,1065620,1065620,0,
2016-08-22T16:11:08.438811,1065621,1065621,1065621,0,
2016-08-22T16:11:08.446624,1065622,1065622,1065622,0,
2016-08-22T16:11:08.454437,1065623,1065623,1065623,0,
2016-08-22T16:11:08.462249,1065624,1065624,1065624,0,
2016-08-22T16:11:08.470061,1065625,1065625,1065625,0,
2016-08-22T16:11:08.477874,1065626,1065626,1065626,0,
2016-08-22T16:11:08.485687,1065627,1065627,1065627,0,
2016-08-22T16:11:08.493499,1065628,1065628,1065628,0,
2016-08-22T16:11:08.501311,1065629,1065629,1065629,0,
2016-08-22T16:11:08.509124,1065630,1065630,1065630,0,
2016-08-22T16:11:08.516937,1065631,1065631,1065631,0,
2016-08-22T16:11:08.524749,1065632,1065632,1065632,0,
2016-08-22T16:11:08.532561,1065633,1065633,1065633,0,
2016-08-22T16:11:08.540374,1065634,1065634,1065634,0,
2016-08-22T16:11:08.548187,1065635,1065635,1065635,0,
2016-08-22T16:11:08.555999,1065636,1065636,1065636,0,
2016-08-22T16:11:08.563811,1065637,1065637,1065637,0,
2016-08-22T16:11:08.571624,1065638,1065638,1065638,0,
2016-08-22T16:11:08.579437,1065639,1065639,1065639,0,
2016-08-22T16:11:08.587249,1065640,1065640,1065640,0,
2016-08-22T16:11:08.595061,1065641,1065641,1065641,0,
2016-08-22T16:11:08.602874,1065642,1065642,1065642,0,
2016-08-22T16:11:08.610687,1065643,1065643,1065643,0,
2016-08-22T16:11:08.618499,1065644,1065644,1065644,0,
2016-08-22T16:11:08.626311,1065645,1065645,1065645,0,
2016-08-22T16:11:08.634124,1065646,1065646,1065646,0,
2016-08-22T16:11:08.641937,1065647,1065647,1065647,0,
2016-08-22T16:11:08.649749,1065648,1065648,1065648,0,
2016-08-22T16:11:08.657561,1065649,1065649,1065649,0,
2016-08-22T16:11:08.665374,1065650,1065650,1065650,0,
2016-08-22T16:11:08.673187,1065651,1065651,1065651,0,
2016-08-22T16:11:08.680999,1065652,1065652,1065652,0,
2016-08-22T16:11:08.688811,1065653,1065653,1065653,0,
2016-08-22T16:11:08.696624,1065654,1065654,1065654,0,
2016-08-22T16:11:08.704437,1065655,1065655,1065655,0,
2016-08-22T16:11:08.712249,1065656,1065656,1065656,0,
2016-08-22T16:11:08.720061,1065657,1065657,1065657,0,
2016-08-22T16:11:08.727874,1065658,1065658,1065658,0,
2016-08-22T16:11:08.735687,1065659,1065659,1065659,0,
2016-08-22T16:11:08.743499,1065660,1065660,1065660,0,
2016-08-22T16:11:08.751311,1065661,1065661,1065661,0,
2016-08-22T16:11:08.759124,1065662,1065662,1065662,0,
2016-08-22T16:11:08.766937,1065663,1065663,1065663,0,
2016-08-22T16:11:08.774749,1065664,1065664,1065664,0,
2016-08-22T16:11:08.782561,1065665,1065665,1065665,0,
2016-08-22T16:11:08.790374,1065666,1065666,1065666,0,
2016-08-22T16:11:08.798187,1065667,1065667,1065667,0,
2016-08-22T16:11:08.805999,1065668,1065668,1065668,0,
2016-08-22T16:11:08.813811,1065669,1065669,1065669,0,
2016-08-22T16:11:08.821624,1065670,1065670,1065670,0,
2016-08-22T16:11:08.829437,1065671,1065671,1065671,0,
2016-08-22T16:11:08.837249,1065672,1065672,1065672,0,
2016-08-22T16:11:08.845061,1065673,1065673,1065673,0,
2016-08-22T16:11:08.852874,1065674,1065674,1065674,0,
2016-08-22T16:11:08.860687,1065675,1065675,1065675,0,
2016-08-22T16:11:08.868499,1065676,1065676,1065676,0,
2016-08-22T16:11:08.876311,1065677,1065677,1065677,0,
2016-08-22T16:11:08.884124,1065678,1065678,1065678,0,
2016-08-22T16:11:08.891937,1065679,1065679,1065679,0,
2016-08-22T16:11:08.899749,1065680,1065680,1065680,0,
2016-08-22T16:11:08.907561,1065681,1065681,1065681,0,
2016-08-22T16:11:08.915374,1065682,1065682,1065682,0,
2016-08-22T16:11:08.923187,1065683,1065683,1065683,0,
2016-08-22T16:11:08.930999,1065684,1065684,1065684,0,
2016-08-22T16:11:08.938811,1065685,1065685,1065685,0,
2016-08-22T16:11:08.946624,1065686,1065686,1065686,0,
2016-08-22T16:11:08.954437,1065687,1065687,1065687,0,
2016-08-22T16:11:08.962249,1065688,1065688,1065688,0,
2016-08-22T16:11:08.970061,1065689,1065689,1065689,0,
2016-08-22T16:11:08.977874,1065690,1065690,1065690,0,
2016-08-22T16:11:08.985687,1065691,1065691,1065691,0,
2016-08-22T16:11:08.993499,1065692,1065692,1065692,0,
2016-08-22T16:11:09.001311,1065693,1065693,1065693,0,
2016-08-22T16:11:09.009124,1065694,1065694,1065694,0,
2016-08-22T16:11:09.016937,1065695,1065695,1065695,0,
2016-08-22T16:11:09.024749,1065696,1065696,1065696,0,
2016-08-22T16:11:09.032561,1065697,1065697,1065697,0,
2016-08-22T16:11:09.040374,1065698,1065698,1065698,0,
2016-08-22T16:11:09.048187,1065699,1065699,1065699,0,
2016-08-22T16:11:09.055999,1065700,1065700,1065700,0,
2016-08-22T16:11:09.063811,1065701,1065701,1065701,0,
2016-08-22T16:11:09.071624,1065702,1065702,1065702,0,
2016-08-22T16:11:09.079437,1065703,1065703,1065703,0,
2016-08-22T16:11:09.087249,1065704,1065704,1065704,0,
2016-08-22T16:11:09.095061,1065705,1065705,1065705,0,
2016-08-22T16:11:09.102874,1065706,1065706,1065706,0,
2016-08-22T16:11:09.110687,1065707,1065707,1065707,0,
2016-08-22T16:11:09.118499,1065708,1065708,1065708,0,
2016-08-22T16:11:09.126311,1065709,1065709,1065709,0,
2016-08-22T16:11:09.134124,1065710,1065710,1065710,0,
2016-08-22T16:11:09.141937,1065711,1065711,1065711,0,
2016-08-22T16:11:09.149749,1065712,1065712,1065712,0,
2016-08-22T16:11:09.157561,1065713,1065713,1065713,0,
2016-08-22T16:11:09.165374,1065714,1065714,1065714,0,
2016-08-22T16:11:09.173187,1065715,1065715,1065715,0,
2016-08-22T16:11:09.180999,1065716,1065716,1065716,0,
2016-08-22T16:11:09.188811,1065717,1065717,1065717,0,
2016-08-22T16:11:09.196624,1065718,1065718,1065718,0,
2016-08-22T16:11:09.204437,1065719,1065719,1065719,0,
2016-08-22T16:11:09.212249,1065720,1065720,1065720,0,
2016-08-22T16:11:09.220061,1065721,1065721,1065721,0,
2016-08-22T16:11:09.227874,1065722,1065722,1065722,0,
2016-08-22T16:11:09.235687,1065723,1065723,1065723,0,
2016-08-22T16:11:09.243499,1065724,1065724,1065724,0,
2016-08-22T16:11:09.251311,1065725,1065725,1065725,0,
2016-08-22T16:11:09.259124,1065726,1065726,1065726,0,
2016-08-22T16:11:09.266937,1065727,1065727,1065727,0,
2016-08-22T16:11:09.274749,1065728,1065728,1065728,0,
2016-08-22T16:11:09.282561,1065729,1065729,1065729,0,
2016-08-22T16:11:09.290374,1065730,1065730,1065730,0,
2016-08-22T16:11:09.298187,1065731,1065731,1065731,0,
2016-08-22T16:11:09.305999,1065732,1065732,1065732,0,
2016-08-22T16:11:09.313811,1065733,1065733,1065733,0,
2016-08-22T16:11:09.321624,1065734,1065734,1065734,0,
2016-08-22T16:11:09.329437,1065735,1065735,1065735,0,
2016-08-22T16:11:09.337249,1065736,1065736,1065736,0,
2016-08-22T16:11:09.345061,1065737,1065737,1065737,0,
2016-08-22T16:11:09.352874,1065738,1065738,1065738,0,
2016-08-22T16:11:09.360687,1065739,1065739,1065739,0,
2016-08-22T16:11:09.368499,1065740,1065740,1065740,0,
2016-08-22T16:11:09.376311,1065741,1065741,1065741,0,
2016-08-22T16:11:09.384124,1065742,1065742,1065742,0,
2016-08-22T16:11:09.391937,1065743,1065743,1065743,0,
2016-08-22T16:11:09.399749,1065744,1065744,1065744,0,
2016-08-22T16:11:09.407561,1065745,1065745,1065745,0,
2016-08-22T16:11:09.415374,1065746,1065746,1065746,0,
2016-08-22T16:11:09.423187,1065747,1065747,1065747,0,
2016-08-22T16:11:09.430999,1065748,1065748,1065748,0,
2016-08-22T16:11:09.438811,1065749,1065749,1065749,0,
2016-08-22T16:11:09.446624,1065750,1065750,1065750,0,
2016-08-22T16:11:09.454437,1065751,1065751,1065751,0,
2016-08-22T16:11:09.462249,1065752,1065752,1065752,0,
2016-08-22T16:11:09.470061,1065753,1065753,1065753,0,
2016-08-22T16:11:09.477874,1065754,1065754,1065754,0,
2016-08-22T16:11:09.485687,1065755,1065755,1065755,0,
2016-08-22T16:11:09.493499,1065756,1065756,1065756,0,
2016-08-22T16:11:09.501311,1065757,1065757,1065757,0,
2016-08-22T16:11:09.509124,1065758,1065758,1065758,0,
2016-08-22T16:11:09.516937,1065759,1065759,1065759,0,
2016-08-22T16:11:09.524749,1065760,1065760,1065760,0,
2016-08-22T16:11:09.532561,1065761,1065761,1065761,0,
2016-08-22T16:11:09.540374,1065762,1065762,1065762,0,
2016-08-22T16:11:09.548187,1065763,1065763,1065763,0,
2016-08-22T16:11:09.555999,1065764,1065764,1065764,0,
2016-08-22T16:11:09.563811,1065765,1065765,1065765,0,
2016-08-22T16:11:09.571624,1065766,1065766,1065766,0,
2016-08-22T16:11:09.579437,1065767,1065767,1065767,0,
2016-08-22T16:11:09.587249,1065768,1065768,1065768,0,
2016-08-22T16:11:09.595061,1065769,1065769,1065769,0,
2016-08-22T16:11:09.602874,1065770,1065770,1065770,0,
2016-08-22T16:11:09.610687,1065771,1065771,1065771,0,
2016-08-22T16:11:09.618499,1065772,1065772,1065772,0,
2016-08-22T16:11:09.626311,1065773,1065773,1065773,0,
2016-08-22T16:11:09.634124,1065774,1065774,1065774,0,
2016-08-22T16:11:09.641937,1065775,1065775,1065775,0,
2016-08-22T16:11:09.649749,1065776,1065776,1065776,0,
2016-08-22T16:11:09.657561,1065777,1065777,1065777,0,
2016-08-22T16:11:09.665374,1065778,1065778,1065778,0,
2016-08-22T16:11:09.673187,1065779,1065779,1065779,0,
2016-08-22T16:11:09.680999,1065780,1065780,1065780,0,
2016-08-22T16:11:09.688811,1065781,1065781,1065781,0,
2016-08-22T16:11:09.696624,1065782,1065782,1065782,0,
2016-08-22T16:11:09.704437,1065783,1065783,1065783,0,
2016-08-22T16:11:09.712249,1065784,1065784,1065784,0,
2016-08-22T16:11:09.720061,1065785,1065785,1065785,0,
2016-08-22T16:11:09.727874,1065786,1065786,1065786,0,
2016-08-22T16:11:09.735687,1065787,1065787,1065787,0,
2016-08-22T16:11:09.743499,1065788,1065788,1065788,0,
