Time,Sensor_Laser,Laser_Micro,Zeeman,Sci_Data_ID,Sci_Data,Timestamp
20160817T174742.149496,149,149,149,149,30869,30869
20160817T174742.157309,150,150,150,150,30870,30870
20160817T174742.165122,151,151,151,151,30871,30871
20160817T174742.172934,152,152,152,152,30872,30872
20160817T174742.180746,153,153,153,153,30873,30873
20160817T174742.188559,154,154,154,154,30874,30874
20160817T174742.196372,155,155,155,155,30875,30875
20160817T174742.204184,156,156,156,156,30876,30876
20160817T174742.211996,157,157,157,157,30877,30877
20160817T174742.219809,158,158,158,158,30878,30878
20160817T174742.227622,159,159,159,159,30879,30879
20160817T174742.235434,160,160,160,160,30880,30880
20160817T174742.243246,161,161,161,161,30881,30881
20160817T174742.251059,162,162,162,162,30882,30882
20160817T174742.258872,163,163,163,163,30883,30883
20160817T174742.266684,164,164,164,164,30884,30884
20160817T174742.274496,165,165,165,165,30885,30885
20160817T174742.282309,166,166,166,166,30886,30886
20160817T174742.290122,167,167,167,167,30887,30887
20160817T174742.297934,168,168,168,168,30888,30888
20160817T174742.305746,169,169,169,169,30889,30889
20160817T174742.313559,170,170,170,170,30890,30890
20160817T174742.321372,171,171,171,171,30891,30891
20160817T174742.329184,172,172,172,172,30892,30892
20160817T174742.336996,173,173,173,173,30893,30893
20160817T174742.344809,174,174,174,174,30894,30894
20160817T174742.352622,175,175,175,175,30895,30895
20160817T174742.360434,176,176,176,176,30896,30896
20160817T174742.368246,177,177,177,177,30897,30897
20160817T174742.376059,178,178,178,178,30898,30898
20160817T174742.383872,179,179,179,179,30899,30899
20160817T174742.391684,180,180,180,180,30900,30900
20160817T174742.399496,181,181,181,181,30901,30901
20160817T174742.407309,182,182,182,182,30902,30902
20160817T174742.415122,183,183,183,183,30903,30903
20160817T174742.422934,184,184,184,184,30904,30904
20160817T174742.430746,185,185,185,185,30905,30905
20160817T174742.438559,186,186,186,186,30906,30906
20160817T174742.446372,187,187,187,187,30907,30907
20160817T174742.454184,188,188,188,188,30908,30908
20160817T174742.461996,189,189,189,189,30909,30909
20160817T174742.469809,190,190,190,190,30910,30910
20160817T174742.477622,191,191,191,191,30911,30911
20160817T174742.485434,192,192,192,192,30912,30912
20160817T174742.493246,193,193,193,193,30913,30913
20160817T174742.501059,194,194,194,194,30914,30914
20160817T174742.508872,195,195,195,195,30915,30915
20160817T174742.516684,196,196,196,196,30916,30916
20160817T174742.524496,197,197,197,197,30917,30917
20160817T174742.532309,198,198,198,198,30918,30918
20160817T174742.540122,199,199,199,199,30919,30919
20160817T174742.547934,200,200,200,200,30920,30920
20160817T174742.555746,201,201,201,201,30921,30921
20160817T174742.563559,202,202,202,202,30922,30922
20160817T174742.571372,203,203,203,203,30923,30923
20160817T174742.579184,204,204,204,204,30924,30924
20160817T174742.586996,205,205,205,205,30925,30925
20160817T174742.594809,206,206,206,206,30926,30926
20160817T174742.602622,207,207,207,207,30927,30927
20160817T174742.610434,208,208,208,208,30928,30928
20160817T174742.618246,209,209,209,209,30929,30929
20160817T174742.626059,210,210,210,210,30930,30930
20160817T174742.633872,211,211,211,211,30931,30931
20160817T174742.641684,212,212,212,212,30932,30932
20160817T174742.649496,213,213,213,213,30933,30933
20160817T174742.657309,214,214,214,214,30934,30934
20160817T174742.665122,215,215,215,215,30935,30935
20160817T174742.672934,216,216,216,216,30936,30936
20160817T174742.680746,217,217,217,217,30937,30937
20160817T174742.688559,218,218,218,218,30938,30938
20160817T174742.696372,219,219,219,219,30939,30939
20160817T174742.704184,220,220,220,220,30940,30940
20160817T174742.711996,221,221,221,221,30941,30941
20160817T174742.719809,222,222,222,222,30942,30942
20160817T174742.727622,223,223,223,223,30943,30943
20160817T174742.735434,224,224,224,224,30944,30944
20160817T174742.743246,225,225,225,225,30945,30945
20160817T174742.751059,226,226,226,226,30946,30946
20160817T174742.758872,227,227,227,227,30947,30947
20160817T174742.766684,228,228,228,228,30948,30948
20160817T174742.774496,229,229,229,229,30949,30949
20160817T174742.782309,230,230,230,230,30950,30950
20160817T174742.790122,231,231,231,231,30951,30951
20160817T174742.797934,232,232,232,232,30952,30952
20160817T174742.805746,233,233,233,233,30953,30953
20160817T174742.813559,234,234,234,234,30954,30954
20160817T174742.821372,235,235,235,235,30955,30955
20160817T174742.829184,236,236,236,236,30956,30956
20160817T174742.836996,237,237,237,237,30957,30957
20160817T174742.844809,238,238,238,238,30958,30958
20160817T174742.852622,239,239,239,239,30959,30959
20160817T174742.860434,240,240,240,240,30960,30960
20160817T174742.868246,241,241,241,241,30961,30961
20160817T174742.876059,242,242,242,242,30962,30962
20160817T174742.883872,243,243,243,243,30963,30963
20160817T174742.891684,244,244,244,244,30964,30964
20160817T174742.899496,245,245,245,245,30965,30965
20160817T174742.907309,246,246,246,246,30966,30966
20160817T174742.915122,247,247,247,247,30967,30967
20160817T174742.922934,248,248,248,248,30968,30968
20160817T174742.930746,249,249,249,249,30969,30969
20160817T174742.938559,250,250,250,250,30970,30970
20160817T174742.946372,251,251,251,251,30971,30971
20160817T174742.954184,252,252,252,252,30972,30972
20160817T174742.961996,253,253,253,253,30973,30973
20160817T174742.969809,254,254,254,254,30974,30974
20160817T174742.977622,255,255,255,255,30975,30975
20160817T174742.985434,0,0,0,0,30976,30976
20160817T174742.993246,1,1,1,1,30977,30977
20160817T174743.001059,2,2,2,2,30978,30978
20160817T174743.008872,3,3,3,3,30979,30979
20160817T174743.016684,4,4,4,4,30980,30980
20160817T174743.024496,5,5,5,5,30981,30981
