Time,Bx,By,Bz,status
2016-08-22T12:09:41.569172,136675,136675,136675,0,
2016-08-22T12:09:41.569172,136676,136676,136676,0,
2016-08-22T12:09:41.584797,136677,136677,136677,0,
2016-08-22T12:09:41.584797,136678,136678,136678,0,
2016-08-22T12:09:41.600422,136679,136679,136679,0,
2016-08-22T12:09:41.600422,136680,136680,136680,0,
2016-08-22T12:09:41.616047,136681,136681,136681,0,
2016-08-22T12:09:41.616047,136682,136682,136682,0,
2016-08-22T12:09:41.631672,136683,136683,136683,0,
2016-08-22T12:09:41.631672,136684,136684,136684,0,
2016-08-22T12:09:41.647297,136685,136685,136685,0,
2016-08-22T12:09:41.647297,136686,136686,136686,0,
2016-08-22T12:09:41.662922,136687,136687,136687,0,
2016-08-22T12:09:41.662922,136688,136688,136688,0,
2016-08-22T12:09:41.678547,136689,136689,136689,0,
2016-08-22T12:09:41.678547,136690,136690,136690,0,
2016-08-22T12:09:41.694172,136691,136691,136691,0,
2016-08-22T12:09:41.694172,136692,136692,136692,0,
2016-08-22T12:09:41.709797,136693,136693,136693,0,
2016-08-22T12:09:41.709797,136694,136694,136694,0,
2016-08-22T12:09:41.725422,136695,136695,136695,0,
2016-08-22T12:09:41.725422,136696,136696,136696,0,
2016-08-22T12:09:41.741047,136697,136697,136697,0,
2016-08-22T12:09:41.741047,136698,136698,136698,0,
2016-08-22T12:09:41.756672,136699,136699,136699,0,
2016-08-22T12:09:41.756672,136700,136700,136700,0,
2016-08-22T12:09:41.772297,136701,136701,136701,0,
2016-08-22T12:09:41.772297,136702,136702,136702,0,
2016-08-22T12:09:41.787922,136703,136703,136703,0,
2016-08-22T12:09:41.787922,136704,136704,136704,0,
2016-08-22T12:09:41.803547,136705,136705,136705,0,
2016-08-22T12:09:41.803547,136706,136706,136706,0,
2016-08-22T12:09:41.819172,136707,136707,136707,0,
2016-08-22T12:09:41.819172,136708,136708,136708,0,
2016-08-22T12:09:41.834797,136709,136709,136709,0,
2016-08-22T12:09:41.834797,136710,136710,136710,0,
2016-08-22T12:09:41.850422,136711,136711,136711,0,
2016-08-22T12:09:41.850422,136712,136712,136712,0,
2016-08-22T12:09:41.866047,136713,136713,136713,0,
2016-08-22T12:09:41.866047,136714,136714,136714,0,
2016-08-22T12:09:41.881672,136715,136715,136715,0,
2016-08-22T12:09:41.881672,136716,136716,136716,0,
2016-08-22T12:09:41.897297,136717,136717,136717,0,
2016-08-22T12:09:41.897297,136718,136718,136718,0,
2016-08-22T12:09:41.912922,136719,136719,136719,0,
2016-08-22T12:09:41.912922,136720,136720,136720,0,
2016-08-22T12:09:41.928547,136721,136721,136721,0,
2016-08-22T12:09:41.928547,136722,136722,136722,0,
2016-08-22T12:09:41.944172,136723,136723,136723,0,
2016-08-22T12:09:41.944172,136724,136724,136724,0,
2016-08-22T12:09:41.959797,136725,136725,136725,0,
2016-08-22T12:09:41.959797,136726,136726,136726,0,
2016-08-22T12:09:41.975422,136727,136727,136727,0,
2016-08-22T12:09:41.975422,136728,136728,136728,0,
2016-08-22T12:09:41.991047,136729,136729,136729,0,
2016-08-22T12:09:41.991047,136730,136730,136730,0,
2016-08-22T12:09:42.006672,136731,136731,136731,0,
2016-08-22T12:09:42.006672,136732,136732,136732,0,
2016-08-22T12:09:42.022297,136733,136733,136733,0,
2016-08-22T12:09:42.022297,136734,136734,136734,0,
2016-08-22T12:09:42.037922,136735,136735,136735,0,
2016-08-22T12:09:42.037922,136736,136736,136736,0,
2016-08-22T12:09:42.053547,136737,136737,136737,0,
2016-08-22T12:09:42.053547,136738,136738,136738,0,
2016-08-22T12:09:42.069172,136739,136739,136739,0,
2016-08-22T12:09:42.069172,136740,136740,136740,0,
2016-08-22T12:09:42.084797,136741,136741,136741,0,
2016-08-22T12:09:42.084797,136742,136742,136742,0,
2016-08-22T12:09:42.100422,136743,136743,136743,0,
2016-08-22T12:09:42.100422,136744,136744,136744,0,
2016-08-22T12:09:42.116047,136745,136745,136745,0,
2016-08-22T12:09:42.116047,136746,136746,136746,0,
2016-08-22T12:09:42.131672,136747,136747,136747,0,
2016-08-22T12:09:42.131672,136748,136748,136748,0,
2016-08-22T12:09:42.147297,136749,136749,136749,0,
2016-08-22T12:09:42.147297,136750,136750,136750,0,
2016-08-22T12:09:42.162922,136751,136751,136751,0,
2016-08-22T12:09:42.162922,136752,136752,136752,0,
2016-08-22T12:09:42.178547,136753,136753,136753,0,
2016-08-22T12:09:42.178547,136754,136754,136754,0,
2016-08-22T12:09:42.194172,136755,136755,136755,0,
2016-08-22T12:09:42.194172,136756,136756,136756,0,
2016-08-22T12:09:42.209797,136757,136757,136757,0,
2016-08-22T12:09:42.209797,136758,136758,136758,0,
2016-08-22T12:09:42.225422,136759,136759,136759,0,
2016-08-22T12:09:42.225422,136760,136760,136760,0,
2016-08-22T12:09:42.241047,136761,136761,136761,0,
2016-08-22T12:09:42.241047,136762,136762,136762,0,
2016-08-22T12:09:42.256672,136763,136763,136763,0,
2016-08-22T12:09:42.256672,136764,136764,136764,0,
2016-08-22T12:09:42.272297,136765,136765,136765,0,
2016-08-22T12:09:42.272297,136766,136766,136766,0,
2016-08-22T12:09:42.287922,136767,136767,136767,0,
2016-08-22T12:09:42.287922,136768,136768,136768,0,
2016-08-22T12:09:42.303547,136769,136769,136769,0,
2016-08-22T12:09:42.303547,136770,136770,136770,0,
2016-08-22T12:09:42.319172,136771,136771,136771,0,
2016-08-22T12:09:42.319172,136772,136772,136772,0,
2016-08-22T12:09:42.334797,136773,136773,136773,0,
2016-08-22T12:09:42.334797,136774,136774,136774,0,
2016-08-22T12:09:42.350422,136775,136775,136775,0,
2016-08-22T12:09:42.350422,136776,136776,136776,0,
2016-08-22T12:09:42.366047,136777,136777,136777,0,
2016-08-22T12:09:42.366047,136778,136778,136778,0,
2016-08-22T12:09:42.381672,136779,136779,136779,0,
2016-08-22T12:09:42.381672,136780,136780,136780,0,
2016-08-22T12:09:42.397297,136781,136781,136781,0,
2016-08-22T12:09:42.397297,136782,136782,136782,0,
2016-08-22T12:09:42.412922,136783,136783,136783,0,
2016-08-22T12:09:42.412922,136784,136784,136784,0,
2016-08-22T12:09:42.428547,136785,136785,136785,0,
2016-08-22T12:09:42.428547,136786,136786,136786,0,
2016-08-22T12:09:42.444172,136787,136787,136787,0,
2016-08-22T12:09:42.444172,136788,136788,136788,0,
2016-08-22T12:09:42.459797,136789,136789,136789,0,
2016-08-22T12:09:42.459797,136790,136790,136790,0,
2016-08-22T12:09:42.475422,136791,136791,136791,0,
2016-08-22T12:09:42.475422,136792,136792,136792,0,
2016-08-22T12:09:42.491047,136793,136793,136793,0,
2016-08-22T12:09:42.491047,136794,136794,136794,0,
2016-08-22T12:09:42.506672,136795,136795,136795,0,
2016-08-22T12:09:42.506672,136796,136796,136796,0,
2016-08-22T12:09:42.522297,136797,136797,136797,0,
2016-08-22T12:09:42.522297,136798,136798,136798,0,
2016-08-22T12:09:42.537922,136799,136799,136799,0,
2016-08-22T12:09:42.537922,136800,136800,136800,0,
2016-08-22T12:09:42.553547,136801,136801,136801,0,
2016-08-22T12:09:42.553547,136802,136802,136802,0,
2016-08-22T12:09:42.569172,136803,136803,136803,0,
2016-08-22T12:09:42.569172,136804,136804,136804,0,
2016-08-22T12:09:42.584797,136805,136805,136805,0,
2016-08-22T12:09:42.584797,136806,136806,136806,0,
2016-08-22T12:09:42.600422,136807,136807,136807,0,
2016-08-22T12:09:42.600422,136808,136808,136808,0,
2016-08-22T12:09:42.616047,136809,136809,136809,0,
2016-08-22T12:09:42.616047,136810,136810,136810,0,
2016-08-22T12:09:42.631672,136811,136811,136811,0,
2016-08-22T12:09:42.631672,136812,136812,136812,0,
2016-08-22T12:09:42.647297,136813,136813,136813,0,
2016-08-22T12:09:42.647297,136814,136814,136814,0,
2016-08-22T12:09:42.662922,136815,136815,136815,0,
2016-08-22T12:09:42.662922,136816,136816,136816,0,
2016-08-22T12:09:42.678547,136817,136817,136817,0,
2016-08-22T12:09:42.678547,136818,136818,136818,0,
2016-08-22T12:09:42.694172,136819,136819,136819,0,
2016-08-22T12:09:42.694172,136820,136820,136820,0,
2016-08-22T12:09:42.709797,136821,136821,136821,0,
2016-08-22T12:09:42.709797,136822,136822,136822,0,
2016-08-22T12:09:42.725422,136823,136823,136823,0,
2016-08-22T12:09:42.725422,136824,136824,136824,0,
2016-08-22T12:09:42.741047,136825,136825,136825,0,
2016-08-22T12:09:42.741047,136826,136826,136826,0,
2016-08-22T12:09:42.756672,136827,136827,136827,0,
2016-08-22T12:09:42.756672,136828,136828,136828,0,
2016-08-22T12:09:42.772297,136829,136829,136829,0,
2016-08-22T12:09:42.772297,136830,136830,136830,0,
2016-08-22T12:09:42.787922,136831,136831,136831,0,
2016-08-22T12:09:42.787922,136832,136832,136832,0,
2016-08-22T12:09:42.803547,136833,136833,136833,0,
2016-08-22T12:09:42.803547,136834,136834,136834,0,
2016-08-22T12:09:42.819172,136835,136835,136835,0,
2016-08-22T12:09:42.819172,136836,136836,136836,0,
2016-08-22T12:09:42.834797,136837,136837,136837,0,
2016-08-22T12:09:42.834797,136838,136838,136838,0,
2016-08-22T12:09:42.850422,136839,136839,136839,0,
2016-08-22T12:09:42.850422,136840,136840,136840,0,
2016-08-22T12:09:42.866047,136841,136841,136841,0,
2016-08-22T12:09:42.866047,136842,136842,136842,0,
2016-08-22T12:09:42.881672,136843,136843,136843,0,
2016-08-22T12:09:42.881672,136844,136844,136844,0,
2016-08-22T12:09:42.897297,136845,136845,136845,0,
2016-08-22T12:09:42.897297,136846,136846,136846,0,
2016-08-22T12:09:42.912922,136847,136847,136847,0,
2016-08-22T12:09:42.912922,136848,136848,136848,0,
2016-08-22T12:09:42.928547,136849,136849,136849,0,
2016-08-22T12:09:42.928547,136850,136850,136850,0,
2016-08-22T12:09:42.944172,136851,136851,136851,0,
2016-08-22T12:09:42.944172,136852,136852,136852,0,
2016-08-22T12:09:42.959797,136853,136853,136853,0,
2016-08-22T12:09:42.959797,136854,136854,136854,0,
2016-08-22T12:09:42.975422,136855,136855,136855,0,
2016-08-22T12:09:42.975422,136856,136856,136856,0,
2016-08-22T12:09:42.991047,136857,136857,136857,0,
2016-08-22T12:09:42.991047,136858,136858,136858,0,
2016-08-22T12:09:43.006672,136859,136859,136859,0,
2016-08-22T12:09:43.006672,136860,136860,136860,0,
2016-08-22T12:09:43.022297,136861,136861,136861,0,
2016-08-22T12:09:43.022297,136862,136862,136862,0,
2016-08-22T12:09:43.037922,136863,136863,136863,0,
2016-08-22T12:09:43.037922,136864,136864,136864,0,
2016-08-22T12:09:43.053547,136865,136865,136865,0,
2016-08-22T12:09:43.053547,136866,136866,136866,0,
2016-08-22T12:09:43.069172,136867,136867,136867,0,
2016-08-22T12:09:43.069172,136868,136868,136868,0,
2016-08-22T12:09:43.084797,136869,136869,136869,0,
2016-08-22T12:09:43.084797,136870,136870,136870,0,
2016-08-22T12:09:43.100422,136871,136871,136871,0,
2016-08-22T12:09:43.100422,136872,136872,136872,0,
2016-08-22T12:09:43.116047,136873,136873,136873,0,
2016-08-22T12:09:43.116047,136874,136874,136874,0,
2016-08-22T12:09:43.131672,136875,136875,136875,0,
2016-08-22T12:09:43.131672,136876,136876,136876,0,
2016-08-22T12:09:43.147297,136877,136877,136877,0,
2016-08-22T12:09:43.147297,136878,136878,136878,0,
2016-08-22T12:09:43.162922,136879,136879,136879,0,
2016-08-22T12:09:43.162922,136880,136880,136880,0,
2016-08-22T12:09:43.178547,136881,136881,136881,0,
2016-08-22T12:09:43.178547,136882,136882,136882,0,
2016-08-22T12:09:43.194172,136883,136883,136883,0,
2016-08-22T12:09:43.194172,136884,136884,136884,0,
2016-08-22T12:09:43.209797,136885,136885,136885,0,
2016-08-22T12:09:43.209797,136886,136886,136886,0,
2016-08-22T12:09:43.225422,136887,136887,136887,0,
2016-08-22T12:09:43.225422,136888,136888,136888,0,
2016-08-22T12:09:43.241047,136889,136889,136889,0,
2016-08-22T12:09:43.241047,136890,136890,136890,0,
2016-08-22T12:09:43.256672,136891,136891,136891,0,
2016-08-22T12:09:43.256672,136892,136892,136892,0,
2016-08-22T12:09:43.272297,136893,136893,136893,0,
2016-08-22T12:09:43.272297,136894,136894,136894,0,
2016-08-22T12:09:43.287922,136895,136895,136895,0,
2016-08-22T12:09:43.287922,136896,136896,136896,0,
2016-08-22T12:09:43.303547,136897,136897,136897,0,
2016-08-22T12:09:43.303547,136898,136898,136898,0,
2016-08-22T12:09:43.319172,136899,136899,136899,0,
2016-08-22T12:09:43.319172,136900,136900,136900,0,
2016-08-22T12:09:43.334797,136901,136901,136901,0,
2016-08-22T12:09:43.334797,136902,136902,136902,0,
2016-08-22T12:09:43.350422,136903,136903,136903,0,
2016-08-22T12:09:43.350422,136904,136904,136904,0,
2016-08-22T12:09:43.366047,136905,136905,136905,0,
2016-08-22T12:09:43.366047,136906,136906,136906,0,
2016-08-22T12:09:43.381672,136907,136907,136907,0,
2016-08-22T12:09:43.381672,136908,136908,136908,0,
2016-08-22T12:09:43.397297,136909,136909,136909,0,
2016-08-22T12:09:43.397297,136910,136910,136910,0,
2016-08-22T12:09:43.412922,136911,136911,136911,0,
2016-08-22T12:09:43.412922,136912,136912,136912,0,
2016-08-22T12:09:43.428547,136913,136913,136913,0,
2016-08-22T12:09:43.428547,136914,136914,136914,0,
2016-08-22T12:09:43.444172,136915,136915,136915,0,
2016-08-22T12:09:43.444172,136916,136916,136916,0,
2016-08-22T12:09:43.459797,136917,136917,136917,0,
2016-08-22T12:09:43.459797,136918,136918,136918,0,
2016-08-22T12:09:43.475422,136919,136919,136919,0,
2016-08-22T12:09:43.475422,136920,136920,136920,0,
2016-08-22T12:09:43.491047,136921,136921,136921,0,
2016-08-22T12:09:43.491047,136922,136922,136922,0,
2016-08-22T12:09:43.506672,136923,136923,136923,0,
2016-08-22T12:09:43.506672,136924,136924,136924,0,
2016-08-22T12:09:43.522297,136925,136925,136925,0,
2016-08-22T12:09:43.522297,136926,136926,136926,0,
2016-08-22T12:09:43.537922,136927,136927,136927,0,
2016-08-22T12:09:43.537922,136928,136928,136928,0,
2016-08-22T12:09:43.553547,136929,136929,136929,0,
2016-08-22T12:09:43.553547,136930,136930,136930,0,
2016-08-22T12:09:43.569172,136931,136931,136931,0,
2016-08-22T12:09:43.569172,136932,136932,136932,0,
2016-08-22T12:09:43.584797,136933,136933,136933,0,
2016-08-22T12:09:43.584797,136934,136934,136934,0,
2016-08-22T12:09:43.600422,136935,136935,136935,0,
2016-08-22T12:09:43.600422,136936,136936,136936,0,
2016-08-22T12:09:43.616047,136937,136937,136937,0,
2016-08-22T12:09:43.616047,136938,136938,136938,0,
2016-08-22T12:09:43.631672,136939,136939,136939,0,
2016-08-22T12:09:43.631672,136940,136940,136940,0,
2016-08-22T12:09:43.647297,136941,136941,136941,0,
2016-08-22T12:09:43.647297,136942,136942,136942,0,
2016-08-22T12:09:43.662922,136943,136943,136943,0,
2016-08-22T12:09:43.662922,136944,136944,136944,0,
2016-08-22T12:09:43.678547,136945,136945,136945,0,
2016-08-22T12:09:43.678547,136946,136946,136946,0,
2016-08-22T12:09:43.694172,136947,136947,136947,0,
2016-08-22T12:09:43.694172,136948,136948,136948,0,
2016-08-22T12:09:43.709797,136949,136949,136949,0,
2016-08-22T12:09:43.709797,136950,136950,136950,0,
2016-08-22T12:09:43.725422,136951,136951,136951,0,
2016-08-22T12:09:43.725422,136952,136952,136952,0,
2016-08-22T12:09:43.741047,136953,136953,136953,0,
2016-08-22T12:09:43.741047,136954,136954,136954,0,
2016-08-22T12:09:43.756672,136955,136955,136955,0,
2016-08-22T12:09:43.756672,136956,136956,136956,0,
2016-08-22T12:09:43.772297,136957,136957,136957,0,
2016-08-22T12:09:43.772297,136958,136958,136958,0,
2016-08-22T12:09:43.787922,136959,136959,136959,0,
2016-08-22T12:09:43.787922,136960,136960,136960,0,
2016-08-22T12:09:43.803547,136961,136961,136961,0,
2016-08-22T12:09:43.803547,136962,136962,136962,0,
2016-08-22T12:09:43.819172,136963,136963,136963,0,
2016-08-22T12:09:43.819172,136964,136964,136964,0,
2016-08-22T12:09:43.834797,136965,136965,136965,0,
2016-08-22T12:09:43.834797,136966,136966,136966,0,
2016-08-22T12:09:43.850422,136967,136967,136967,0,
2016-08-22T12:09:43.850422,136968,136968,136968,0,
2016-08-22T12:09:43.866047,136969,136969,136969,0,
2016-08-22T12:09:43.866047,136970,136970,136970,0,
2016-08-22T12:09:43.881672,136971,136971,136971,0,
2016-08-22T12:09:43.881672,136972,136972,136972,0,
2016-08-22T12:09:43.897297,136973,136973,136973,0,
2016-08-22T12:09:43.897297,136974,136974,136974,0,
2016-08-22T12:09:43.912922,136975,136975,136975,0,
2016-08-22T12:09:43.912922,136976,136976,136976,0,
2016-08-22T12:09:43.928547,136977,136977,136977,0,
2016-08-22T12:09:43.928547,136978,136978,136978,0,
2016-08-22T12:09:43.944172,136979,136979,136979,0,
2016-08-22T12:09:43.944172,136980,136980,136980,0,
2016-08-22T12:09:43.959797,136981,136981,136981,0,
2016-08-22T12:09:43.959797,136982,136982,136982,0,
2016-08-22T12:09:43.975422,136983,136983,136983,0,
2016-08-22T12:09:43.975422,136984,136984,136984,0,
2016-08-22T12:09:43.991047,136985,136985,136985,0,
2016-08-22T12:09:43.991047,136986,136986,136986,0,
2016-08-22T12:09:44.006672,136987,136987,136987,0,
2016-08-22T12:09:44.006672,136988,136988,136988,0,
2016-08-22T12:09:44.022297,136989,136989,136989,0,
2016-08-22T12:09:44.022297,136990,136990,136990,0,
2016-08-22T12:09:44.037922,136991,136991,136991,0,
2016-08-22T12:09:44.037922,136992,136992,136992,0,
2016-08-22T12:09:44.053547,136993,136993,136993,0,
2016-08-22T12:09:44.053547,136994,136994,136994,0,
2016-08-22T12:09:44.069172,136995,136995,136995,0,
2016-08-22T12:09:44.069172,136996,136996,136996,0,
2016-08-22T12:09:44.084797,136997,136997,136997,0,
2016-08-22T12:09:44.084797,136998,136998,136998,0,
2016-08-22T12:09:44.100422,136999,136999,136999,0,
2016-08-22T12:09:44.100422,137000,137000,137000,0,
2016-08-22T12:09:44.116047,137001,137001,137001,0,
2016-08-22T12:09:44.116047,137002,137002,137002,0,
2016-08-22T12:09:44.131672,137003,137003,137003,0,
2016-08-22T12:09:44.131672,137004,137004,137004,0,
2016-08-22T12:09:44.147297,137005,137005,137005,0,
2016-08-22T12:09:44.147297,137006,137006,137006,0,
2016-08-22T12:09:44.162922,137007,137007,137007,0,
2016-08-22T12:09:44.162922,137008,137008,137008,0,
2016-08-22T12:09:44.178547,137009,137009,137009,0,
2016-08-22T12:09:44.178547,137010,137010,137010,0,
2016-08-22T12:09:44.194172,137011,137011,137011,0,
2016-08-22T12:09:44.194172,137012,137012,137012,0,
2016-08-22T12:09:44.209797,137013,137013,137013,0,
2016-08-22T12:09:44.209797,137014,137014,137014,0,
2016-08-22T12:09:44.225422,137015,137015,137015,0,
2016-08-22T12:09:44.225422,137016,137016,137016,0,
2016-08-22T12:09:44.241047,137017,137017,137017,0,
2016-08-22T12:09:44.241047,137018,137018,137018,0,
2016-08-22T12:09:44.256672,137019,137019,137019,0,
2016-08-22T12:09:44.256672,137020,137020,137020,0,
2016-08-22T12:09:44.272297,137021,137021,137021,0,
2016-08-22T12:09:44.272297,137022,137022,137022,0,
2016-08-22T12:09:44.287922,137023,137023,137023,0,
2016-08-22T12:09:44.287922,137024,137024,137024,0,
2016-08-22T12:09:44.303547,137025,137025,137025,0,
2016-08-22T12:09:44.303547,137026,137026,137026,0,
2016-08-22T12:09:44.319172,137027,137027,137027,0,
2016-08-22T12:09:44.319172,137028,137028,137028,0,
2016-08-22T12:09:44.334797,137029,137029,137029,0,
2016-08-22T12:09:44.334797,137030,137030,137030,0,
2016-08-22T12:09:44.350422,137031,137031,137031,0,
2016-08-22T12:09:44.350422,137032,137032,137032,0,
2016-08-22T12:09:44.366047,137033,137033,137033,0,
2016-08-22T12:09:44.366047,137034,137034,137034,0,
2016-08-22T12:09:44.381672,137035,137035,137035,0,
2016-08-22T12:09:44.381672,137036,137036,137036,0,
2016-08-22T12:09:44.397297,137037,137037,137037,0,
2016-08-22T12:09:44.397297,137038,137038,137038,0,
2016-08-22T12:09:44.412922,137039,137039,137039,0,
2016-08-22T12:09:44.412922,137040,137040,137040,0,
2016-08-22T12:09:44.428547,137041,137041,137041,0,
2016-08-22T12:09:44.428547,137042,137042,137042,0,
2016-08-22T12:09:44.444172,137043,137043,137043,0,
2016-08-22T12:09:44.444172,137044,137044,137044,0,
2016-08-22T12:09:44.459797,137045,137045,137045,0,
2016-08-22T12:09:44.459797,137046,137046,137046,0,
2016-08-22T12:09:44.475422,137047,137047,137047,0,
2016-08-22T12:09:44.475422,137048,137048,137048,0,
2016-08-22T12:09:44.491047,137049,137049,137049,0,
2016-08-22T12:09:44.491047,137050,137050,137050,0,
2016-08-22T12:09:44.506672,137051,137051,137051,0,
2016-08-22T12:09:44.506672,137052,137052,137052,0,
2016-08-22T12:09:44.522297,137053,137053,137053,0,
2016-08-22T12:09:44.522297,137054,137054,137054,0,
2016-08-22T12:09:44.537922,137055,137055,137055,0,
2016-08-22T12:09:44.537922,137056,137056,137056,0,
2016-08-22T12:09:44.553547,137057,137057,137057,0,
2016-08-22T12:09:44.553547,137058,137058,137058,0,
2016-08-22T12:09:44.569172,137059,137059,137059,0,
2016-08-22T12:09:44.569172,137060,137060,137060,0,
2016-08-22T12:09:44.584797,137061,137061,137061,0,
2016-08-22T12:09:44.584797,137062,137062,137062,0,
2016-08-22T12:09:44.600422,137063,137063,137063,0,
2016-08-22T12:09:44.600422,137064,137064,137064,0,
2016-08-22T12:09:44.616047,137065,137065,137065,0,
2016-08-22T12:09:44.616047,137066,137066,137066,0,
2016-08-22T12:09:44.631672,137067,137067,137067,0,
2016-08-22T12:09:44.631672,137068,137068,137068,0,
2016-08-22T12:09:44.647297,137069,137069,137069,0,
2016-08-22T12:09:44.647297,137070,137070,137070,0,
2016-08-22T12:09:44.662922,137071,137071,137071,0,
2016-08-22T12:09:44.662922,137072,137072,137072,0,
2016-08-22T12:09:44.678547,137073,137073,137073,0,
2016-08-22T12:09:44.678547,137074,137074,137074,0,
2016-08-22T12:09:44.694172,137075,137075,137075,0,
2016-08-22T12:09:44.694172,137076,137076,137076,0,
2016-08-22T12:09:44.709797,137077,137077,137077,0,
2016-08-22T12:09:44.709797,137078,137078,137078,0,
2016-08-22T12:09:44.725422,137079,137079,137079,0,
2016-08-22T12:09:44.725422,137080,137080,137080,0,
2016-08-22T12:09:44.741047,137081,137081,137081,0,
2016-08-22T12:09:44.741047,137082,137082,137082,0,
2016-08-22T12:09:44.756672,137083,137083,137083,0,
2016-08-22T12:09:44.756672,137084,137084,137084,0,
2016-08-22T12:09:44.772297,137085,137085,137085,0,
2016-08-22T12:09:44.772297,137086,137086,137086,0,
2016-08-22T12:09:44.787922,137087,137087,137087,0,
2016-08-22T12:09:44.787922,137088,137088,137088,0,
2016-08-22T12:09:44.803547,137089,137089,137089,0,
2016-08-22T12:09:44.803547,137090,137090,137090,0,
2016-08-22T12:09:44.819172,137091,137091,137091,0,
2016-08-22T12:09:44.819172,137092,137092,137092,0,
2016-08-22T12:09:44.834797,137093,137093,137093,0,
2016-08-22T12:09:44.834797,137094,137094,137094,0,
2016-08-22T12:09:44.850422,137095,137095,137095,0,
2016-08-22T12:09:44.850422,137096,137096,137096,0,
2016-08-22T12:09:44.866047,137097,137097,137097,0,
2016-08-22T12:09:44.866047,137098,137098,137098,0,
2016-08-22T12:09:44.881672,137099,137099,137099,0,
2016-08-22T12:09:44.881672,137100,137100,137100,0,
2016-08-22T12:09:44.897297,137101,137101,137101,0,
2016-08-22T12:09:44.897297,137102,137102,137102,0,
2016-08-22T12:09:44.912922,137103,137103,137103,0,
2016-08-22T12:09:44.912922,137104,137104,137104,0,
2016-08-22T12:09:44.928547,137105,137105,137105,0,
2016-08-22T12:09:44.928547,137106,137106,137106,0,
2016-08-22T12:09:44.944172,137107,137107,137107,0,
2016-08-22T12:09:44.944172,137108,137108,137108,0,
2016-08-22T12:09:44.959797,137109,137109,137109,0,
2016-08-22T12:09:44.959797,137110,137110,137110,0,
2016-08-22T12:09:44.975422,137111,137111,137111,0,
2016-08-22T12:09:44.975422,137112,137112,137112,0,
2016-08-22T12:09:44.991047,137113,137113,137113,0,
2016-08-22T12:09:44.991047,137114,137114,137114,0,
2016-08-22T12:09:45.006672,137115,137115,137115,0,
2016-08-22T12:09:45.006672,137116,137116,137116,0,
2016-08-22T12:09:45.022297,137117,137117,137117,0,
2016-08-22T12:09:45.022297,137118,137118,137118,0,
2016-08-22T12:09:45.037922,137119,137119,137119,0,
2016-08-22T12:09:45.037922,137120,137120,137120,0,
2016-08-22T12:09:45.053547,137121,137121,137121,0,
2016-08-22T12:09:45.053547,137122,137122,137122,0,
2016-08-22T12:09:45.069172,137123,137123,137123,0,
2016-08-22T12:09:45.069172,137124,137124,137124,0,
2016-08-22T12:09:45.084797,137125,137125,137125,0,
2016-08-22T12:09:45.084797,137126,137126,137126,0,
2016-08-22T12:09:45.100422,137127,137127,137127,0,
2016-08-22T12:09:45.100422,137128,137128,137128,0,
2016-08-22T12:09:45.116047,137129,137129,137129,0,
2016-08-22T12:09:45.116047,137130,137130,137130,0,
2016-08-22T12:09:45.131672,137131,137131,137131,0,
2016-08-22T12:09:45.131672,137132,137132,137132,0,
2016-08-22T12:09:45.147297,137133,137133,137133,0,
2016-08-22T12:09:45.147297,137134,137134,137134,0,
