Time,Bx,By,Bz,status
2016-08-22T13:34:57.457956,479247,479247,479247,0,
2016-08-22T13:34:57.465769,479248,479248,479248,0,
2016-08-22T13:34:57.473582,479249,479249,479249,0,
2016-08-22T13:34:57.481394,479250,479250,479250,0,
2016-08-22T13:34:57.489206,479251,479251,479251,0,
2016-08-22T13:34:57.497019,1250067,1250067,1250067,19,
2016-08-22T13:34:57.504832,1973790,1973790,1973790,30,
2016-08-22T13:34:57.512644,479254,479254,479254,0,
2016-08-22T13:34:57.520456,479255,479255,479255,0,
2016-08-22T13:34:57.528269,479256,479256,479256,0,
2016-08-22T13:34:57.536082,479257,479257,479257,0,
2016-08-22T13:34:57.543894,479258,479258,479258,0,
2016-08-22T13:34:57.551706,479259,479259,479259,0,
2016-08-22T13:34:57.559519,479260,479260,479260,0,
2016-08-22T13:34:57.567332,479261,479261,479261,0,
2016-08-22T13:34:57.575144,1907997,1907997,1907997,29,
2016-08-22T13:34:57.582956,2631720,2631720,2631720,40,
2016-08-22T13:34:57.590769,479264,479264,479264,0,
2016-08-22T13:34:57.598582,479265,479265,479265,0,
2016-08-22T13:34:57.606394,479266,479266,479266,0,
2016-08-22T13:34:57.614206,479267,479267,479267,0,
2016-08-22T13:34:57.622019,479268,479268,479268,0,
2016-08-22T13:34:57.629832,479269,479269,479269,0,
2016-08-22T13:34:57.637644,479270,479270,479270,0,
2016-08-22T13:34:57.645456,479271,479271,479271,0,
2016-08-22T13:34:57.653269,2565927,2565927,2565927,39,
2016-08-22T13:34:57.661082,3289650,3289650,3289650,50,
2016-08-22T13:34:57.668894,479274,479274,479274,0,
2016-08-22T13:34:57.676706,479275,479275,479275,0,
2016-08-22T13:34:57.684519,479276,479276,479276,0,
2016-08-22T13:34:57.692332,479277,479277,479277,0,
2016-08-22T13:34:57.700144,479278,479278,479278,0,
2016-08-22T13:34:57.707956,479279,479279,479279,0,
2016-08-22T13:34:57.715769,479280,479280,479280,0,
2016-08-22T13:34:57.723582,479281,479281,479281,0,
2016-08-22T13:34:57.731394,3223857,3223857,3223857,49,
2016-08-22T13:34:57.739206,3947580,3947580,3947580,60,
2016-08-22T13:34:57.747019,479284,479284,479284,0,
2016-08-22T13:34:57.754832,479285,479285,479285,0,
2016-08-22T13:34:57.762644,479286,479286,479286,0,
2016-08-22T13:34:57.770456,479287,479287,479287,0,
2016-08-22T13:34:57.778269,479288,479288,479288,0,
2016-08-22T13:34:57.786082,479289,479289,479289,0,
2016-08-22T13:34:57.793894,479290,479290,479290,0,
2016-08-22T13:34:57.801706,479291,479291,479291,0,
2016-08-22T13:34:57.809519,3881787,3881787,3881787,59,
2016-08-22T13:34:57.817332,4605510,4605510,4605510,70,
2016-08-22T13:34:57.825144,479294,479294,479294,0,
2016-08-22T13:34:57.832956,479295,479295,479295,0,
2016-08-22T13:34:57.840769,479296,479296,479296,0,
2016-08-22T13:34:57.848582,479297,479297,479297,0,
2016-08-22T13:34:57.856394,479298,479298,479298,0,
2016-08-22T13:34:57.864206,479299,479299,479299,0,
2016-08-22T13:34:57.872019,479300,479300,479300,0,
2016-08-22T13:34:57.879832,479301,479301,479301,0,
2016-08-22T13:34:57.887644,4539717,4539717,4539717,69,
2016-08-22T13:34:57.895456,5263440,5263440,5263440,80,
2016-08-22T13:34:57.903269,479304,479304,479304,0,
2016-08-22T13:34:57.911082,479305,479305,479305,0,
2016-08-22T13:34:57.918894,479306,479306,479306,0,
2016-08-22T13:34:57.926706,479307,479307,479307,0,
2016-08-22T13:34:57.934519,479308,479308,479308,0,
2016-08-22T13:34:57.942332,479309,479309,479309,0,
2016-08-22T13:34:57.950144,479310,479310,479310,0,
2016-08-22T13:34:57.957956,479311,479311,479311,0,
2016-08-22T13:34:57.965769,5197647,5197647,5197647,79,
2016-08-22T13:34:57.973582,5921370,5921370,5921370,90,
2016-08-22T13:34:57.981394,479314,479314,479314,0,
2016-08-22T13:34:57.989206,479315,479315,479315,0,
2016-08-22T13:34:57.997019,479316,479316,479316,0,
2016-08-22T13:34:58.004832,479317,479317,479317,0,
2016-08-22T13:34:58.012644,479318,479318,479318,0,
2016-08-22T13:34:58.020456,479319,479319,479319,0,
2016-08-22T13:34:58.028269,479320,479320,479320,0,
2016-08-22T13:34:58.036082,479321,479321,479321,0,
2016-08-22T13:34:58.043894,5855577,5855577,5855577,89,
2016-08-22T13:34:58.051706,6579300,6579300,6579300,100,
2016-08-22T13:34:58.059519,479324,479324,479324,0,
2016-08-22T13:34:58.067332,479325,479325,479325,0,
2016-08-22T13:34:58.075144,479326,479326,479326,0,
2016-08-22T13:34:58.082956,479327,479327,479327,0,
2016-08-22T13:34:58.090769,479328,479328,479328,0,
2016-08-22T13:34:58.098582,479329,479329,479329,0,
2016-08-22T13:34:58.106394,479330,479330,479330,0,
2016-08-22T13:34:58.114206,479331,479331,479331,0,
2016-08-22T13:34:58.122019,6513507,6513507,6513507,99,
2016-08-22T13:34:58.129832,7237230,7237230,7237230,110,
2016-08-22T13:34:58.137644,479334,479334,479334,0,
2016-08-22T13:34:58.145456,479335,479335,479335,0,
2016-08-22T13:34:58.153269,479336,479336,479336,0,
2016-08-22T13:34:58.161082,479337,479337,479337,0,
2016-08-22T13:34:58.168894,479338,479338,479338,0,
2016-08-22T13:34:58.176706,479339,479339,479339,0,
2016-08-22T13:34:58.184519,479340,479340,479340,0,
2016-08-22T13:34:58.192332,479341,479341,479341,0,
2016-08-22T13:34:58.200144,7171437,7171437,7171437,109,
2016-08-22T13:34:58.207956,7895160,7895160,7895160,120,
2016-08-22T13:34:58.215769,479344,479344,479344,0,
2016-08-22T13:34:58.223582,479345,479345,479345,0,
2016-08-22T13:34:58.231394,479346,479346,479346,0,
2016-08-22T13:34:58.239206,479347,479347,479347,0,
2016-08-22T13:34:58.247019,479348,479348,479348,0,
2016-08-22T13:34:58.254832,479349,479349,479349,0,
2016-08-22T13:34:58.262644,479350,479350,479350,0,
2016-08-22T13:34:58.270456,479351,479351,479351,0,
2016-08-22T13:34:58.278269,7829367,7829367,7829367,119,
2016-08-22T13:34:58.286082,-8224126,-8224126,-8224126,130,
2016-08-22T13:34:58.293894,479354,479354,479354,0,
2016-08-22T13:34:58.301706,479355,479355,479355,0,
2016-08-22T13:34:58.309519,479356,479356,479356,0,
2016-08-22T13:34:58.317332,479357,479357,479357,0,
2016-08-22T13:34:58.325144,479358,479358,479358,0,
2016-08-22T13:34:58.332956,479359,479359,479359,0,
2016-08-22T13:34:58.340769,479360,479360,479360,0,
2016-08-22T13:34:58.348582,479361,479361,479361,0,
2016-08-22T13:34:58.356394,-8289919,-8289919,-8289919,129,
2016-08-22T13:34:58.364206,-7566196,-7566196,-7566196,140,
2016-08-22T13:34:58.372019,479364,479364,479364,0,
2016-08-22T13:34:58.379832,479365,479365,479365,0,
2016-08-22T13:34:58.387644,479366,479366,479366,0,
2016-08-22T13:34:58.395456,479367,479367,479367,0,
2016-08-22T13:34:58.403269,479368,479368,479368,0,
2016-08-22T13:34:58.411082,479369,479369,479369,0,
2016-08-22T13:34:58.418894,479370,479370,479370,0,
2016-08-22T13:34:58.426706,479371,479371,479371,0,
