Time,Bx,By,Bz,status
2016-08-22T13:03:18.958397,418643,418643,418643,0,
2016-08-22T13:03:18.966210,418644,418644,418644,0,
2016-08-22T13:03:18.974022,418645,418645,418645,0,
2016-08-22T13:03:18.981834,418646,418646,418646,0,
2016-08-22T13:03:18.989647,418647,418647,418647,0,
2016-08-22T13:03:18.997460,418648,418648,418648,0,
2016-08-22T13:03:19.005272,418649,418649,418649,0,
2016-08-22T13:03:19.013084,418650,418650,418650,0,
2016-08-22T13:03:19.020897,418651,418651,418651,0,
2016-08-22T13:03:19.028710,418652,418652,418652,0,
2016-08-22T13:03:19.036522,418653,418653,418653,0,
2016-08-22T13:03:19.044334,418654,418654,418654,0,
2016-08-22T13:03:19.052147,418655,418655,418655,0,
2016-08-22T13:03:19.059960,418656,418656,418656,0,
2016-08-22T13:03:19.067772,418657,418657,418657,0,
2016-08-22T13:03:19.075584,418658,418658,418658,0,
2016-08-22T13:03:19.083397,418659,418659,418659,0,
2016-08-22T13:03:19.091210,418660,418660,418660,0,
2016-08-22T13:03:19.099022,418661,418661,418661,0,
2016-08-22T13:03:19.106834,418662,418662,418662,0,
2016-08-22T13:03:19.114647,418663,418663,418663,0,
2016-08-22T13:03:19.122460,418664,418664,418664,0,
2016-08-22T13:03:19.130272,418665,418665,418665,0,
2016-08-22T13:03:19.138084,418666,418666,418666,0,
2016-08-22T13:03:19.145897,418667,418667,418667,0,
2016-08-22T13:03:19.153710,418668,418668,418668,0,
2016-08-22T13:03:19.161522,418669,418669,418669,0,
2016-08-22T13:03:19.169334,418670,418670,418670,0,
2016-08-22T13:03:19.177147,418671,418671,418671,0,
2016-08-22T13:03:19.184960,418672,418672,418672,0,
2016-08-22T13:03:19.192772,418673,418673,418673,0,
2016-08-22T13:03:19.200584,418674,418674,418674,0,
2016-08-22T13:03:19.208397,418675,418675,418675,0,
2016-08-22T13:03:19.216210,418676,418676,418676,0,
2016-08-22T13:03:19.224022,418677,418677,418677,0,
2016-08-22T13:03:19.231834,418678,418678,418678,0,
2016-08-22T13:03:19.239647,418669,418669,418669,0,
2016-08-22T13:03:19.247460,418679,418679,418679,0,
2016-08-22T13:03:19.255272,418681,418681,418681,0,
2016-08-22T13:03:19.263084,418682,418682,418682,0,
2016-08-22T13:03:19.270897,418683,418683,418683,0,
2016-08-22T13:03:19.278710,418684,418684,418684,0,
2016-08-22T13:03:19.286522,418685,418685,418685,0,
2016-08-22T13:03:19.294334,418686,418686,418686,0,
2016-08-22T13:03:19.302147,418687,418687,418687,0,
2016-08-22T13:03:19.309960,418688,418688,418688,0,
2016-08-22T13:03:19.317772,418689,418689,418689,0,
2016-08-22T13:03:19.325584,418690,418690,418690,0,
2016-08-22T13:03:19.333397,418691,418691,418691,0,
2016-08-22T13:03:19.341210,418692,418692,418692,0,
2016-08-22T13:03:19.349022,418693,418693,418693,0,
2016-08-22T13:03:19.356834,418694,418694,418694,0,
2016-08-22T13:03:19.364647,418695,418695,418695,0,
2016-08-22T13:03:19.372460,418696,418696,418696,0,
2016-08-22T13:03:19.380272,418697,418697,418697,0,
2016-08-22T13:03:19.388084,418698,418698,418698,0,
2016-08-22T13:03:19.395897,418699,418699,418699,0,
2016-08-22T13:03:19.403710,418700,418700,418700,0,
2016-08-22T13:03:19.411522,418701,418701,418701,0,
2016-08-22T13:03:19.419334,418702,418702,418702,0,
2016-08-22T13:03:19.427147,418703,418703,418703,0,
2016-08-22T13:03:19.434960,418704,418704,418704,0,
2016-08-22T13:03:19.442772,418705,418705,418705,0,
2016-08-22T13:03:19.450584,418706,418706,418706,0,
2016-08-22T13:03:19.458397,418707,418707,418707,0,
2016-08-22T13:03:19.466210,418708,418708,418708,0,
2016-08-22T13:03:19.474022,418709,418709,418709,0,
2016-08-22T13:03:19.481834,418710,418710,418710,0,
2016-08-22T13:03:19.489647,418711,418711,418711,0,
2016-08-22T13:03:19.497460,418712,418712,418712,0,
2016-08-22T13:03:19.505272,418713,418713,418713,0,
2016-08-22T13:03:19.513084,418714,418714,418714,0,
2016-08-22T13:03:19.520897,418715,418715,418715,0,
2016-08-22T13:03:19.528710,418716,418716,418716,0,
2016-08-22T13:03:19.536522,418717,418717,418717,0,
2016-08-22T13:03:19.544334,418718,418718,418718,0,
2016-08-22T13:03:19.552147,418719,418719,418719,0,
2016-08-22T13:03:19.559960,418720,418720,418720,0,
2016-08-22T13:03:19.567772,418721,418721,418721,0,
2016-08-22T13:03:19.575584,418722,418722,418722,0,
2016-08-22T13:03:19.583397,418723,418723,418723,0,
2016-08-22T13:03:19.591210,418724,418724,418724,0,
2016-08-22T13:03:19.599022,418725,418725,418725,0,
2016-08-22T13:03:19.606834,418726,418726,418726,0,
2016-08-22T13:03:19.614647,418727,418727,418727,0,
2016-08-22T13:03:19.622460,418728,418728,418728,0,
2016-08-22T13:03:19.630272,418729,418729,418729,0,
2016-08-22T13:03:19.638084,418730,418730,418730,0,
2016-08-22T13:03:19.645897,418731,418731,418731,0,
2016-08-22T13:03:19.653710,418732,418732,418732,0,
2016-08-22T13:03:19.661522,418733,418733,418733,0,
2016-08-22T13:03:19.669334,418734,418734,418734,0,
2016-08-22T13:03:19.677147,418735,418735,418735,0,
2016-08-22T13:03:19.684960,418736,418736,418736,0,
2016-08-22T13:03:19.692772,418737,418737,418737,0,
2016-08-22T13:03:19.700584,418738,418738,418738,0,
2016-08-22T13:03:19.708397,418739,418739,418739,0,
2016-08-22T13:03:19.716210,418740,418740,418740,0,
2016-08-22T13:03:19.724022,418741,418741,418741,0,
2016-08-22T13:03:19.731834,418742,418742,418742,0,
2016-08-22T13:03:19.739647,418743,418743,418743,0,
2016-08-22T13:03:19.747460,418744,418744,418744,0,
2016-08-22T13:03:19.755272,418745,418745,418745,0,
2016-08-22T13:03:19.763084,418746,418746,418746,0,
2016-08-22T13:03:19.770897,418747,418747,418747,0,
2016-08-22T13:03:19.778710,418748,418748,418748,0,
2016-08-22T13:03:19.786522,418749,418749,418749,0,
2016-08-22T13:03:19.794334,418750,418750,418750,0,
2016-08-22T13:03:19.802147,418751,418751,418751,0,
2016-08-22T13:03:19.809960,418752,418752,418752,0,
2016-08-22T13:03:19.817772,418753,418753,418753,0,
2016-08-22T13:03:19.825584,418754,418754,418754,0,
2016-08-22T13:03:19.833397,418755,418755,418755,0,
2016-08-22T13:03:19.841210,418756,418756,418756,0,
2016-08-22T13:03:19.849022,418757,418757,418757,0,
2016-08-22T13:03:19.856834,418758,418758,418758,0,
2016-08-22T13:03:19.864647,418759,418759,418759,0,
2016-08-22T13:03:19.872460,418760,418760,418760,0,
2016-08-22T13:03:19.880272,418761,418761,418761,0,
2016-08-22T13:03:19.888084,418762,418762,418762,0,
2016-08-22T13:03:19.895897,418763,418763,418763,0,
2016-08-22T13:03:19.903710,418764,418764,418764,0,
2016-08-22T13:03:19.911522,418765,418765,418765,0,
2016-08-22T13:03:19.919334,418766,418766,418766,0,
2016-08-22T13:03:19.927147,418767,418767,418767,0,
2016-08-22T13:03:19.934960,418768,418768,418768,0,
2016-08-22T13:03:19.942772,418769,418769,418769,0,
2016-08-22T13:03:19.950584,418770,418770,418770,0,
2016-08-22T13:03:19.958397,418771,418771,418771,0,
2016-08-22T13:03:19.966210,418772,418772,418772,0,
2016-08-22T13:03:19.974022,418773,418773,418773,0,
2016-08-22T13:03:19.981834,418774,418774,418774,0,
2016-08-22T13:03:19.989647,418775,418775,418775,0,
2016-08-22T13:03:19.997460,418776,418776,418776,0,
2016-08-22T13:03:20.005272,418777,418777,418777,0,
2016-08-22T13:03:20.013084,418778,418778,418778,0,
2016-08-22T13:03:20.020897,418779,418779,418779,0,
2016-08-22T13:03:20.028710,418780,418780,418780,0,
2016-08-22T13:03:20.036522,418781,418781,418781,0,
2016-08-22T13:03:20.044334,418782,418782,418782,0,
2016-08-22T13:03:20.052147,418783,418783,418783,0,
2016-08-22T13:03:20.059960,418784,418784,418784,0,
2016-08-22T13:03:20.067772,418785,418785,418785,0,
2016-08-22T13:03:20.075584,418786,418786,418786,0,
2016-08-22T13:03:20.083397,418787,418787,418787,0,
2016-08-22T13:03:20.091210,418788,418788,418788,0,
2016-08-22T13:03:20.099022,418789,418789,418789,0,
2016-08-22T13:03:20.106834,418790,418790,418790,0,
2016-08-22T13:03:20.114647,418791,418791,418791,0,
2016-08-22T13:03:20.122460,418792,418792,418792,0,
2016-08-22T13:03:20.130272,418793,418793,418793,0,
2016-08-22T13:03:20.138084,418794,418794,418794,0,
2016-08-22T13:03:20.145897,418795,418795,418795,0,
2016-08-22T13:03:20.153710,418796,418796,418796,0,
2016-08-22T13:03:20.161522,418797,418797,418797,0,
2016-08-22T13:03:20.169334,418798,418798,418798,0,
2016-08-22T13:03:20.177147,418799,418799,418799,0,
2016-08-22T13:03:20.184960,418800,418800,418800,0,
2016-08-22T13:03:20.192772,418801,418801,418801,0,
2016-08-22T13:03:20.200584,418802,418802,418802,0,
2016-08-22T13:03:20.208397,418803,418803,418803,0,
2016-08-22T13:03:20.216210,418804,418804,418804,0,
2016-08-22T13:03:20.224022,418805,418805,418805,0,
2016-08-22T13:03:20.231834,418806,418806,418806,0,
2016-08-22T13:03:20.239647,418807,418807,418807,0,
2016-08-22T13:03:20.247460,418808,418808,418808,0,
2016-08-22T13:03:20.255272,418809,418809,418809,0,
2016-08-22T13:03:20.263084,418810,418810,418810,0,
2016-08-22T13:03:20.270897,418811,418811,418811,0,
2016-08-22T13:03:20.278710,418812,418812,418812,0,
2016-08-22T13:03:20.286522,418813,418813,418813,0,
2016-08-22T13:03:20.294334,418814,418814,418814,0,
2016-08-22T13:03:20.302147,418815,418815,418815,0,
2016-08-22T13:03:20.309960,418816,418816,418816,0,
2016-08-22T13:03:20.317772,418817,418817,418817,0,
2016-08-22T13:03:20.325584,418818,418818,418818,0,
2016-08-22T13:03:20.333397,418819,418819,418819,0,
2016-08-22T13:03:20.341210,418820,418820,418820,0,
2016-08-22T13:03:20.349022,418821,418821,418821,0,
2016-08-22T13:03:20.356834,418822,418822,418822,0,
2016-08-22T13:03:20.364647,418823,418823,418823,0,
2016-08-22T13:03:20.372460,418824,418824,418824,0,
2016-08-22T13:03:20.380272,418825,418825,418825,0,
2016-08-22T13:03:20.388084,418826,418826,418826,0,
2016-08-22T13:03:20.395897,418827,418827,418827,0,
2016-08-22T13:03:20.403710,418828,418828,418828,0,
2016-08-22T13:03:20.411522,418829,418829,418829,0,
2016-08-22T13:03:20.419334,418830,418830,418830,0,
2016-08-22T13:03:20.427147,418831,418831,418831,0,
2016-08-22T13:03:20.434960,418832,418832,418832,0,
2016-08-22T13:03:20.442772,418833,418833,418833,0,
2016-08-22T13:03:20.450584,418834,418834,418834,0,
2016-08-22T13:03:20.458397,418835,418835,418835,0,
2016-08-22T13:03:20.466210,418836,418836,418836,0,
2016-08-22T13:03:20.474022,418837,418837,418837,0,
2016-08-22T13:03:20.481834,418838,418838,418838,0,
2016-08-22T13:03:20.489647,418839,418839,418839,0,
2016-08-22T13:03:20.497460,418840,418840,418840,0,
2016-08-22T13:03:20.505272,418841,418841,418841,0,
2016-08-22T13:03:20.513084,418842,418842,418842,0,
2016-08-22T13:03:20.520897,418843,418843,418843,0,
2016-08-22T13:03:20.528710,418844,418844,418844,0,
2016-08-22T13:03:20.536522,418845,418845,418845,0,
2016-08-22T13:03:20.544334,418846,418846,418846,0,
2016-08-22T13:03:20.552147,418847,418847,418847,0,
2016-08-22T13:03:20.559960,418848,418848,418848,0,
2016-08-22T13:03:20.567772,418849,418849,418849,0,
2016-08-22T13:03:20.575584,418850,418850,418850,0,
2016-08-22T13:03:20.583397,418851,418851,418851,0,
2016-08-22T13:03:20.591210,418852,418852,418852,0,
2016-08-22T13:03:20.599022,418853,418853,418853,0,
2016-08-22T13:03:20.606834,418854,418854,418854,0,
2016-08-22T13:03:20.614647,418855,418855,418855,0,
2016-08-22T13:03:20.622460,418856,418856,418856,0,
2016-08-22T13:03:20.630272,418857,418857,418857,0,
2016-08-22T13:03:20.638084,418858,418858,418858,0,
2016-08-22T13:03:20.645897,418859,418859,418859,0,
2016-08-22T13:03:20.653710,418860,418860,418860,0,
2016-08-22T13:03:20.661522,418861,418861,418861,0,
2016-08-22T13:03:20.669334,418862,418862,418862,0,
2016-08-22T13:03:20.677147,418863,418863,418863,0,
2016-08-22T13:03:20.684960,418864,418864,418864,0,
2016-08-22T13:03:20.692772,418865,418865,418865,0,
2016-08-22T13:03:20.700584,418866,418866,418866,0,
2016-08-22T13:03:20.708397,418867,418867,418867,0,
2016-08-22T13:03:20.716210,418868,418868,418868,0,
2016-08-22T13:03:20.724022,418869,418869,418869,0,
2016-08-22T13:03:20.731834,418870,418870,418870,0,
2016-08-22T13:03:20.739647,418871,418871,418871,0,
2016-08-22T13:03:20.747460,418872,418872,418872,0,
2016-08-22T13:03:20.755272,418873,418873,418873,0,
2016-08-22T13:03:20.763084,418874,418874,418874,0,
2016-08-22T13:03:20.770897,418875,418875,418875,0,
2016-08-22T13:03:20.778710,418876,418876,418876,0,
2016-08-22T13:03:20.786522,418877,418877,418877,0,
2016-08-22T13:03:20.794334,418878,418878,418878,0,
2016-08-22T13:03:20.802147,418879,418879,418879,0,
2016-08-22T13:03:20.809960,418880,418880,418880,0,
2016-08-22T13:03:20.817772,418881,418881,418881,0,
2016-08-22T13:03:20.825584,418882,418882,418882,0,
2016-08-22T13:03:20.833397,418883,418883,418883,0,
2016-08-22T13:03:20.841210,418884,418884,418884,0,
2016-08-22T13:03:20.849022,418885,418885,418885,0,
2016-08-22T13:03:20.856834,418886,418886,418886,0,
2016-08-22T13:03:20.864647,418887,418887,418887,0,
2016-08-22T13:03:20.872460,418888,418888,418888,0,
2016-08-22T13:03:20.880272,418889,418889,418889,0,
2016-08-22T13:03:20.888084,418890,418890,418890,0,
2016-08-22T13:03:20.895897,418891,418891,418891,0,
2016-08-22T13:03:20.903710,418892,418892,418892,0,
2016-08-22T13:03:20.911522,418893,418893,418893,0,
2016-08-22T13:03:20.919334,418894,418894,418894,0,
2016-08-22T13:03:20.927147,418895,418895,418895,0,
2016-08-22T13:03:20.934960,418896,418896,418896,0,
2016-08-22T13:03:20.942772,418897,418897,418897,0,
2016-08-22T13:03:20.950584,418898,418898,418898,0,
2016-08-22T13:03:20.958397,418899,418899,418899,0,
2016-08-22T13:03:20.966210,418900,418900,418900,0,
2016-08-22T13:03:20.974022,418901,418901,418901,0,
2016-08-22T13:03:20.981834,418902,418902,418902,0,
2016-08-22T13:03:20.989647,418903,418903,418903,0,
2016-08-22T13:03:20.997460,418904,418904,418904,0,
2016-08-22T13:03:21.005272,418905,418905,418905,0,
2016-08-22T13:03:21.013084,418906,418906,418906,0,
2016-08-22T13:03:21.020897,418907,418907,418907,0,
2016-08-22T13:03:21.028710,418908,418908,418908,0,
2016-08-22T13:03:21.036522,418909,418909,418909,0,
2016-08-22T13:03:21.044334,418910,418910,418910,0,
2016-08-22T13:03:21.052147,418911,418911,418911,0,
2016-08-22T13:03:21.059960,418912,418912,418912,0,
2016-08-22T13:03:21.067772,418913,418913,418913,0,
2016-08-22T13:03:21.075584,418914,418914,418914,0,
2016-08-22T13:03:21.083397,418915,418915,418915,0,
2016-08-22T13:03:21.091210,418916,418916,418916,0,
2016-08-22T13:03:21.099022,418917,418917,418917,0,
2016-08-22T13:03:21.106834,418918,418918,418918,0,
2016-08-22T13:03:21.114647,418919,418919,418919,0,
2016-08-22T13:03:21.122460,418920,418920,418920,0,
2016-08-22T13:03:21.130272,418921,418921,418921,0,
2016-08-22T13:03:21.138084,418922,418922,418922,0,
2016-08-22T13:03:21.145897,418923,418923,418923,0,
2016-08-22T13:03:21.153710,418924,418924,418924,0,
2016-08-22T13:03:21.161522,418925,418925,418925,0,
2016-08-22T13:03:21.169334,418926,418926,418926,0,
2016-08-22T13:03:21.177147,418927,418927,418927,0,
2016-08-22T13:03:21.184960,418928,418928,418928,0,
2016-08-22T13:03:21.192772,418929,418929,418929,0,
2016-08-22T13:03:21.200584,418930,418930,418930,0,
2016-08-22T13:03:21.208397,418931,418931,418931,0,
2016-08-22T13:03:21.216210,418932,418932,418932,0,
2016-08-22T13:03:21.224022,418933,418933,418933,0,
2016-08-22T13:03:21.231834,418934,418934,418934,0,
2016-08-22T13:03:21.239647,418935,418935,418935,0,
2016-08-22T13:03:21.247460,418936,418936,418936,0,
2016-08-22T13:03:21.255272,418937,418937,418937,0,
2016-08-22T13:03:21.263084,418938,418938,418938,0,
2016-08-22T13:03:21.270897,418939,418939,418939,0,
2016-08-22T13:03:21.278710,418940,418940,418940,0,
2016-08-22T13:03:21.286522,418941,418941,418941,0,
2016-08-22T13:03:21.294334,418942,418942,418942,0,
2016-08-22T13:03:21.302147,418943,418943,418943,0,
2016-08-22T13:03:21.309960,418944,418944,418944,0,
2016-08-22T13:03:21.317772,418945,418945,418945,0,
2016-08-22T13:03:21.325584,418946,418946,418946,0,
2016-08-22T13:03:21.333397,418947,418947,418947,0,
2016-08-22T13:03:21.341210,418948,418948,418948,0,
2016-08-22T13:03:21.349022,418949,418949,418949,0,
2016-08-22T13:03:21.356834,418950,418950,418950,0,
2016-08-22T13:03:21.364647,418951,418951,418951,0,
2016-08-22T13:03:21.372460,418952,418952,418952,0,
2016-08-22T13:03:21.380272,418953,418953,418953,0,
2016-08-22T13:03:21.388084,418954,418954,418954,0,
2016-08-22T13:03:21.395897,418955,418955,418955,0,
2016-08-22T13:03:21.403710,418956,418956,418956,0,
2016-08-22T13:03:21.411522,418957,418957,418957,0,
2016-08-22T13:03:21.419334,418958,418958,418958,0,
2016-08-22T13:03:21.427147,418959,418959,418959,0,
2016-08-22T13:03:21.434960,418960,418960,418960,0,
2016-08-22T13:03:21.442772,418961,418961,418961,0,
2016-08-22T13:03:21.450584,418962,418962,418962,0,
2016-08-22T13:03:21.458397,418963,418963,418963,0,
2016-08-22T13:03:21.466210,418964,418964,418964,0,
2016-08-22T13:03:21.474022,418965,418965,418965,0,
2016-08-22T13:03:21.481834,418966,418966,418966,0,
2016-08-22T13:03:21.489647,418967,418967,418967,0,
2016-08-22T13:03:21.497460,418968,418968,418968,0,
2016-08-22T13:03:21.505272,418969,418969,418969,0,
2016-08-22T13:03:21.513084,418970,418970,418970,0,
2016-08-22T13:03:21.520897,418971,418971,418971,0,
2016-08-22T13:03:21.528710,418972,418972,418972,0,
2016-08-22T13:03:21.536522,418973,418973,418973,0,
2016-08-22T13:03:21.544334,418974,418974,418974,0,
2016-08-22T13:03:21.552147,418975,418975,418975,0,
2016-08-22T13:03:21.559960,418976,418976,418976,0,
2016-08-22T13:03:21.567772,418977,418977,418977,0,
2016-08-22T13:03:21.575584,418978,418978,418978,0,
2016-08-22T13:03:21.583397,418979,418979,418979,0,
2016-08-22T13:03:21.591210,418980,418980,418980,0,
2016-08-22T13:03:21.599022,418981,418981,418981,0,
2016-08-22T13:03:21.606834,418982,418982,418982,0,
2016-08-22T13:03:21.614647,418983,418983,418983,0,
2016-08-22T13:03:21.622460,418984,418984,418984,0,
2016-08-22T13:03:21.630272,418985,418985,418985,0,
2016-08-22T13:03:21.638084,418986,418986,418986,0,
2016-08-22T13:03:21.645897,418987,418987,418987,0,
2016-08-22T13:03:21.653710,418988,418988,418988,0,
2016-08-22T13:03:21.661522,418989,418989,418989,0,
2016-08-22T13:03:21.669334,418990,418990,418990,0,
2016-08-22T13:03:21.677147,418991,418991,418991,0,
2016-08-22T13:03:21.684960,418992,418992,418992,0,
2016-08-22T13:03:21.692772,418993,418993,418993,0,
2016-08-22T13:03:21.700584,418994,418994,418994,0,
2016-08-22T13:03:21.708397,418995,418995,418995,0,
2016-08-22T13:03:21.716210,418996,418996,418996,0,
2016-08-22T13:03:21.724022,418997,418997,418997,0,
2016-08-22T13:03:21.731834,418998,418998,418998,0,
2016-08-22T13:03:21.739647,418999,418999,418999,0,
2016-08-22T13:03:21.747460,419000,419000,419000,0,
2016-08-22T13:03:21.755272,419001,419001,419001,0,
2016-08-22T13:03:21.763084,419002,419002,419002,0,
2016-08-22T13:03:21.770897,419003,419003,419003,0,
2016-08-22T13:03:21.778710,419004,419004,419004,0,
2016-08-22T13:03:21.786522,419005,419005,419005,0,
2016-08-22T13:03:21.794334,419006,419006,419006,0,
2016-08-22T13:03:21.802147,419007,419007,419007,0,
2016-08-22T13:03:21.809960,419008,419008,419008,0,
2016-08-22T13:03:21.817772,419009,419009,419009,0,
2016-08-22T13:03:21.825584,419010,419010,419010,0,
2016-08-22T13:03:21.833397,419011,419011,419011,0,
2016-08-22T13:03:21.841210,419012,419012,419012,0,
2016-08-22T13:03:21.849022,419013,419013,419013,0,
2016-08-22T13:03:21.856834,419014,419014,419014,0,
2016-08-22T13:03:21.864647,419015,419015,419015,0,
2016-08-22T13:03:21.872460,419016,419016,419016,0,
2016-08-22T13:03:21.880272,419017,419017,419017,0,
2016-08-22T13:03:21.888084,419018,419018,419018,0,
2016-08-22T13:03:21.895897,419019,419019,419019,0,
2016-08-22T13:03:21.903710,419020,419020,419020,0,
2016-08-22T13:03:21.911522,419021,419021,419021,0,
2016-08-22T13:03:21.919334,419022,419022,419022,0,
2016-08-22T13:03:21.927147,419023,419023,419023,0,
2016-08-22T13:03:21.934960,419024,419024,419024,0,
2016-08-22T13:03:21.942772,419025,419025,419025,0,
2016-08-22T13:03:21.950584,419026,419026,419026,0,
2016-08-22T13:03:21.958397,419027,419027,419027,0,
2016-08-22T13:03:21.966210,419028,419028,419028,0,
2016-08-22T13:03:21.974022,419029,419029,419029,0,
2016-08-22T13:03:21.981834,419030,419030,419030,0,
2016-08-22T13:03:21.989647,419031,419031,419031,0,
2016-08-22T13:03:21.997460,419032,419032,419032,0,
2016-08-22T13:03:22.005272,419033,419033,419033,0,
2016-08-22T13:03:22.013084,419034,419034,419034,0,
2016-08-22T13:03:22.020897,419035,419035,419035,0,
2016-08-22T13:03:22.028710,419036,419036,419036,0,
2016-08-22T13:03:22.036522,419037,419037,419037,0,
2016-08-22T13:03:22.044334,419038,419038,419038,0,
2016-08-22T13:03:22.052147,419039,419039,419039,0,
2016-08-22T13:03:22.059960,419040,419040,419040,0,
2016-08-22T13:03:22.067772,419041,419041,419041,0,
2016-08-22T13:03:22.075584,419042,419042,419042,0,
2016-08-22T13:03:22.083397,419043,419043,419043,0,
2016-08-22T13:03:22.091210,419044,419044,419044,0,
2016-08-22T13:03:22.099022,419045,419045,419045,0,
2016-08-22T13:03:22.106834,419046,419046,419046,0,
2016-08-22T13:03:22.114647,419047,419047,419047,0,
2016-08-22T13:03:22.122460,419048,419048,419048,0,
2016-08-22T13:03:22.130272,419049,419049,419049,0,
2016-08-22T13:03:22.138084,419050,419050,419050,0,
2016-08-22T13:03:22.145897,419051,419051,419051,0,
2016-08-22T13:03:22.153710,419052,419052,419052,0,
2016-08-22T13:03:22.161522,419053,419053,419053,0,
2016-08-22T13:03:22.169334,419054,419054,419054,0,
2016-08-22T13:03:22.177147,419055,419055,419055,0,
2016-08-22T13:03:22.184960,419056,419056,419056,0,
2016-08-22T13:03:22.192772,419057,419057,419057,0,
2016-08-22T13:03:22.200584,419058,419058,419058,0,
2016-08-22T13:03:22.208397,419059,419059,419059,0,
2016-08-22T13:03:22.216210,419060,419060,419060,0,
2016-08-22T13:03:22.224022,419061,419061,419061,0,
2016-08-22T13:03:22.231834,419062,419062,419062,0,
2016-08-22T13:03:22.239647,419063,419063,419063,0,
2016-08-22T13:03:22.247460,419064,419064,419064,0,
2016-08-22T13:03:22.255272,419065,419065,419065,0,
2016-08-22T13:03:22.263084,419066,419066,419066,0,
2016-08-22T13:03:22.270897,419067,419067,419067,0,
2016-08-22T13:03:22.278710,419068,419068,419068,0,
2016-08-22T13:03:22.286522,419069,419069,419069,0,
2016-08-22T13:03:22.294334,419070,419070,419070,0,
2016-08-22T13:03:22.302147,419071,419071,419071,0,
2016-08-22T13:03:22.309960,419072,419072,419072,0,
2016-08-22T13:03:22.317772,419073,419073,419073,0,
2016-08-22T13:03:22.325584,419074,419074,419074,0,
2016-08-22T13:03:22.333397,419075,419075,419075,0,
2016-08-22T13:03:22.341210,419076,419076,419076,0,
2016-08-22T13:03:22.349022,419077,419077,419077,0,
2016-08-22T13:03:22.356834,419078,419078,419078,0,
2016-08-22T13:03:22.364647,419079,419079,419079,0,
2016-08-22T13:03:22.372460,419080,419080,419080,0,
2016-08-22T13:03:22.380272,419081,419081,419081,0,
2016-08-22T13:03:22.388084,419082,419082,419082,0,
2016-08-22T13:03:22.395897,419083,419083,419083,0,
2016-08-22T13:03:22.403710,419084,419084,419084,0,
2016-08-22T13:03:22.411522,419085,419085,419085,0,
2016-08-22T13:03:22.419334,419086,419086,419086,0,
2016-08-22T13:03:22.427147,419087,419087,419087,0,
