time,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20161019 22:37:26.121806,0,160,11,160,3,4,171,2734686208,305
20161019 22:37:26.121806,0,176,14,0,1,0,0,78357508,43940
20161019 22:37:26.121806,0,0,4,160,11,164,0,305,48897
20161019 22:37:26.121806,0,0,0,0,0,4,171,2768546725,1195
20161019 22:37:26.121806,0,160,5,0,0,0,0,20037633,0
20161019 22:37:26.121806,0,0,4,160,11,166,4,2879784107,42496
20161019 22:37:26.121806,0,0,0,0,0,1,49,3238068224,1195
20161019 22:37:26.121806,0,160,7,0,4,171,167,78358272,0
20161019 22:37:26.121806,0,0,1,48,1,194,1,1195,43012
20161019 22:37:26.121806,0,160,11,160,8,4,171,2818572288,305
20161019 22:37:26.121806,0,192,3,0,1,0,0,78358788,43945
20161019 22:37:26.121806,0,0,4,160,11,169,0,305,50177
20161019 22:37:26.121806,0,0,0,0,0,4,171,2852432810,1195
20161019 22:37:26.121806,0,160,10,0,0,0,0,20038913,0
20161019 22:37:26.121806,0,0,4,160,11,171,4,2880111787,43776
20161019 22:37:26.121806,0,0,0,0,0,1,49,3321954304,1195
20161019 22:37:26.121806,0,160,12,0,4,171,172,78359552,0
20161019 22:37:26.121806,0,0,1,48,1,199,1,1195,44292
20161019 22:37:26.121806,0,160,11,160,13,4,171,2902458368,305
20161019 22:37:26.121806,0,192,8,0,1,0,0,78360068,43950
20161019 22:37:26.121806,0,0,4,160,11,174,0,305,51457
20161019 22:37:26.121806,0,0,0,0,0,4,171,2936318895,1195
20161019 22:37:26.121806,0,160,15,0,0,0,0,20040193,0
20161019 22:37:26.121806,0,0,4,160,11,176,4,2880439467,45056
20161019 22:37:26.121806,0,0,0,0,0,1,49,3405840384,1195
20161019 22:37:26.121806,0,176,1,0,4,171,177,78360832,0
20161019 22:37:26.121806,0,0,1,48,1,204,1,1195,45572
20161019 22:37:26.121806,0,160,11,176,2,4,171,2986344448,305
20161019 22:37:26.121806,0,192,13,0,1,0,0,78361348,43955
20161019 22:37:26.121806,0,0,4,160,11,179,0,305,52737
20161019 22:37:26.121806,0,0,0,0,0,4,171,3020204980,1195
20161019 22:37:26.121806,0,176,4,0,0,0,0,20041473,0
20161019 22:37:26.121806,0,0,4,160,11,181,4,2880767147,46336
20161019 22:37:26.121806,0,0,0,0,0,1,49,3489726464,1195
20161019 22:37:26.121806,0,176,6,0,4,171,182,78362112,0
20161019 22:37:26.121806,0,0,1,48,1,209,1,1195,46852
20161019 22:37:26.121806,0,160,11,176,7,4,171,3070230528,305
20161019 22:37:26.121806,0,208,2,0,1,0,0,78362628,43960
20161019 22:37:26.121806,0,0,4,160,11,184,0,305,54017
20161019 22:37:26.121806,0,0,0,0,0,4,171,3104091065,1195
20161019 22:37:26.121806,0,176,9,0,0,0,0,20042753,0
20161019 22:37:26.121806,0,0,4,160,11,186,4,2881094827,47616
20161019 22:37:26.121806,0,0,0,0,0,1,49,3573612544,1195
20161019 22:37:26.121806,0,176,11,0,4,171,187,78363392,0
20161019 22:37:26.121806,0,0,1,48,1,214,1,1195,48132
20161019 22:37:26.121806,0,160,11,176,12,4,171,3154116608,305
20161019 22:37:26.121806,0,208,7,0,1,0,0,78363908,43965
20161019 22:37:26.121806,0,0,4,160,11,189,0,305,55297
20161019 22:37:26.121806,0,0,0,0,0,4,171,3187977150,1195
20161019 22:37:26.121806,0,176,14,0,0,0,0,20044033,0
20161019 22:37:26.121806,0,0,4,160,11,191,4,2881422507,48896
20161019 22:37:26.121806,0,0,0,0,0,1,49,3657498624,1195
20161019 22:37:26.121806,0,192,0,0,4,171,192,78364672,0
20161019 22:37:26.121806,0,0,1,48,1,219,1,1195,49412
20161019 22:37:26.121806,0,160,11,192,1,4,171,3238002688,305
20161019 22:37:26.121806,0,208,12,0,1,0,0,78365188,43970
20161019 22:37:26.121806,0,0,4,160,11,194,0,305,56577
20161019 22:37:26.121806,0,0,0,0,0,4,171,3271863235,1195
20161019 22:37:26.121806,0,192,3,0,0,0,0,20045313,0
20161019 22:37:26.121806,0,0,4,160,11,196,4,2881750187,50176
20161019 22:37:26.121806,0,0,0,0,0,1,49,3741384704,1195
20161019 22:37:26.121806,0,192,5,0,4,171,197,78365952,0
20161019 22:37:26.121806,0,0,1,48,1,224,1,1195,50692
20161019 22:37:26.121806,0,160,11,192,6,4,171,3321888768,305
20161019 22:37:26.121806,0,224,1,0,1,0,0,78366468,43975
20161019 22:37:26.121806,0,0,4,160,11,199,0,305,57857
20161019 22:37:26.121806,0,0,0,0,0,4,171,3355749320,1195
20161019 22:37:26.121806,0,192,8,0,0,0,0,20046593,0
20161019 22:37:26.121806,0,0,4,160,11,201,4,2882077867,51456
20161019 22:37:26.121806,0,0,0,0,0,1,49,3825270784,1195
20161019 22:37:26.121806,0,192,10,0,4,171,202,78367232,0
20161019 22:37:26.121806,0,0,1,48,1,229,1,1195,51972
20161019 22:37:26.121806,0,160,11,192,11,4,171,3405774848,305
20161019 22:37:26.121806,0,224,6,0,1,0,0,78367748,43980
20161019 22:37:26.121806,0,0,4,160,11,204,0,305,59137
20161019 22:37:26.121806,0,0,0,0,0,4,171,3439635405,1195
20161019 22:37:26.121806,0,192,13,0,0,0,0,20047873,0
20161019 22:37:26.121806,0,0,4,160,11,206,4,2882405547,52736
20161019 22:37:26.121806,0,0,0,0,0,1,49,3909156864,1195
20161019 22:37:26.121806,0,192,15,0,4,171,207,78368512,0
20161019 22:37:26.121806,0,0,1,48,1,234,1,1195,53252
20161019 22:37:26.121806,0,160,11,208,0,4,171,3489660928,305
20161019 22:37:26.121806,0,224,11,0,1,0,0,78369028,43985
20161019 22:37:26.121806,0,0,4,160,11,209,0,305,60417
20161019 22:37:26.121806,0,0,0,0,0,4,171,3523521490,1195
20161019 22:37:26.121806,0,208,2,0,0,0,0,20049153,0
20161019 22:37:26.121806,0,0,4,160,11,211,4,2882733227,54016
20161019 22:37:26.121806,0,0,0,0,0,1,49,3993042944,1195
20161019 22:37:26.121806,0,208,4,0,4,171,212,78369792,0
20161019 22:37:26.121806,0,0,1,48,1,239,1,1195,54532
20161019 22:37:26.121806,0,160,11,208,5,4,171,3573547008,305
20161019 22:37:26.121806,0,240,0,0,1,0,0,78370308,43990
20161019 22:37:26.121806,0,0,4,160,11,214,0,305,61697
20161019 22:37:26.121806,0,0,0,0,0,4,171,3607407575,1195
20161019 22:37:26.121806,0,208,7,0,0,0,0,20050433,0
20161019 22:37:26.121806,0,0,4,160,11,216,4,2883060907,55296
20161019 22:37:26.121806,0,0,0,0,0,1,49,4076929024,1195
20161019 22:37:26.121806,0,208,9,0,4,171,217,78371072,0
20161019 22:37:26.121806,0,0,1,48,1,244,1,1195,55812
20161020 11:33:58.121806,1,0,4,160,11,221,0,305,63489
20161020 11:33:58.121806,1,0,0,0,0,4,171,3724848094,1195
20161020 11:33:58.121806,1,208,14,0,0,0,0,20052225,0
20161020 11:33:58.121806,1,0,4,160,11,223,4,2883519659,57088
20161020 11:33:58.121806,1,0,0,0,0,1,49,4194369536,1195
20161020 11:33:58.121806,1,224,0,0,4,171,224,78372864,0
20161020 11:33:58.121806,1,0,1,48,1,251,1,1195,57604
20161020 11:33:58.121806,1,160,11,224,1,4,171,3774873600,305
20161020 11:33:58.121806,1,240,12,0,1,0,0,78373380,44002
20161020 11:33:58.121806,1,0,4,160,11,226,0,305,64769
20161020 11:33:58.121806,1,0,0,0,0,4,171,3808734179,1195
20161020 11:33:58.121806,1,224,3,0,0,0,0,20053505,0
20161020 11:33:58.121806,1,0,4,160,11,228,4,2883847339,58368
20161020 11:33:58.121806,1,0,0,0,0,1,49,4278255616,1195
20161020 11:33:58.121806,1,224,5,0,4,171,229,78374144,0
20161020 11:33:58.121806,1,0,1,48,2,0,1,1195,58884
20161020 11:33:58.121806,1,160,11,224,6,4,171,3858759680,306
20161020 11:33:58.121806,1,0,1,0,1,0,0,78374660,44007
20161020 11:33:58.121806,1,0,4,160,11,231,0,306,513
20161020 11:33:58.121806,1,0,0,0,0,4,171,3892620264,1195
20161020 11:33:58.121806,1,224,8,0,0,0,0,20054785,0
20161020 11:33:58.121806,1,0,4,160,11,233,4,2884175019,59648
20161020 11:33:58.121806,1,0,0,0,0,1,50,67174400,1195
20161020 11:33:58.121806,1,224,10,0,4,171,234,78375424,0
20161020 11:33:58.121806,1,0,1,48,2,5,1,1195,60164
20161020 11:33:58.121806,1,160,11,224,11,4,171,3942645760,306
20161020 11:33:58.121806,1,0,6,0,1,0,0,78375940,44012
20161020 11:33:58.121806,1,0,4,160,11,236,0,306,1793
20161020 11:33:58.121806,1,0,0,0,0,4,171,3976506349,1195
20161020 11:33:58.121806,1,224,13,0,0,0,0,20056065,0
20161020 11:33:58.121806,1,0,4,160,11,238,4,2884502699,60928
20161020 11:33:58.121806,1,0,0,0,0,1,50,151060480,1195
20161020 11:33:58.121806,1,224,15,0,4,171,239,78376704,0
20161020 11:33:58.121806,1,0,1,48,2,10,1,1195,61444
20161020 11:33:58.121806,1,160,11,240,0,4,171,4026531840,306
20161020 11:33:58.121806,1,0,11,0,1,0,0,78377220,44017
20161020 11:33:58.121806,1,0,4,160,11,241,0,306,3073
20161020 11:33:58.121806,1,0,0,0,0,4,171,4060392434,1195
20161020 11:33:58.121806,1,240,2,0,0,0,0,20057345,0
20161020 11:33:58.121806,1,0,4,160,11,243,4,2884830379,62208
20161020 11:33:58.121806,1,0,0,0,0,1,50,234946560,1195
20161020 11:33:58.121806,1,240,4,0,4,171,244,78377984,0
20161020 11:33:58.121806,1,0,1,48,2,15,1,1195,62724
20161020 11:33:58.121806,1,160,11,240,5,4,171,4110417920,306
20161020 11:33:58.121806,1,16,0,0,1,0,0,78378500,44022
20161020 11:33:58.121806,1,0,4,160,11,246,0,306,4353
20161020 11:33:58.121806,1,0,0,0,0,4,171,4144278519,1195
20161020 11:33:58.121806,1,240,7,0,0,0,0,20058625,0
20161020 11:33:58.121806,1,0,4,160,11,248,4,2885158059,63488
20161020 11:33:58.121806,1,0,0,0,0,1,50,318832640,1195
20161020 11:33:58.121806,1,240,9,0,4,171,249,78379264,0
20161020 11:33:58.121806,1,0,1,48,2,20,1,1195,64004
20161020 11:33:58.121806,1,160,11,240,10,4,171,4194304000,306
20161020 11:33:58.121806,1,16,5,0,1,0,0,78379780,44027
20161020 11:33:58.121806,1,0,4,160,11,251,0,306,5633
20161020 11:33:58.121806,1,0,0,0,0,4,171,4228164604,1195
20161020 11:33:58.121806,1,240,12,0,0,0,0,20059905,0
20161020 11:33:58.121806,1,0,4,160,11,253,4,2885485739,64768
20161020 11:33:58.121806,1,0,0,0,0,1,50,402718720,1195
20161020 11:33:58.121806,1,240,14,0,4,171,254,78380544,0
20161020 11:33:58.121806,1,0,1,48,2,25,1,1195,65284
20161020 11:33:58.121806,1,160,11,240,15,4,171,4278190080,306
20161020 11:33:58.121806,1,16,10,0,1,0,0,78381060,44032
20161020 11:33:58.121806,1,0,4,160,12,0,0,306,6913
20161020 11:33:58.121806,1,0,0,0,0,4,172,17083393,1196
20161020 11:33:58.121806,1,0,1,0,0,0,0,20061185,0
20161020 11:33:58.121806,1,0,4,160,12,2,4,2885813420,512
20161020 11:33:58.121806,1,0,0,0,0,1,50,486604800,1196
20161020 11:33:58.121806,1,0,3,0,4,172,3,78381824,0
20161020 11:33:58.121806,1,0,1,48,2,30,1,1196,1028
20161020 11:33:58.121806,1,160,12,0,4,4,172,67108864,306
20161020 11:33:58.121806,1,16,15,0,1,0,0,78382340,44037
20161020 11:33:58.121806,1,0,4,160,12,5,0,306,8193
20161020 11:33:58.121806,1,0,0,0,0,4,172,100969478,1196
20161020 11:33:58.121806,1,0,6,0,0,0,0,20062465,0
20161020 11:33:58.121806,1,0,4,160,12,7,4,2886141100,1792
20161020 11:33:58.121806,1,0,0,0,0,1,50,570490880,1196
20161020 11:33:58.121806,1,0,8,0,4,172,8,78383104,0
20161020 11:33:58.121806,1,0,1,48,2,35,1,1196,2308
20161020 11:33:58.121806,1,160,12,0,9,4,172,150994944,306
20161020 11:33:58.121806,1,32,4,0,1,0,0,78383620,44042
20161020 11:33:58.121806,1,0,4,160,12,10,0,306,9473
20161020 11:33:58.121806,1,0,0,0,0,4,172,184855563,1196
20161020 11:33:58.121806,1,0,11,0,0,0,0,20063745,0
20161020 11:33:58.121806,1,0,4,160,12,12,4,2886468780,3072
20161020 11:33:58.121806,1,0,0,0,0,1,50,654376960,1196
20161020 11:33:58.121806,1,0,13,0,4,172,13,78384384,0
20161020 11:33:58.121806,1,0,1,48,2,40,1,1196,3588
20161020 11:33:58.121806,1,160,12,0,14,4,172,234881024,306
20161020 11:33:58.121806,1,32,9,0,1,0,0,78384900,44047
20161020 11:33:58.121806,1,0,4,160,12,15,0,306,10753
20161020 11:33:58.121806,1,0,0,0,0,4,172,268741648,1196
20161020 11:33:58.121806,1,16,0,0,0,0,0,20065025,0
20161020 11:33:58.121806,1,0,4,160,12,17,4,2886796460,4352
20161020 11:33:58.121806,1,0,0,0,0,1,50,738263040,1196
20161020 11:33:58.121806,1,16,2,0,4,172,18,78385664,0
20161020 11:33:58.121806,1,0,1,48,2,45,1,1196,4868
20161020 11:33:58.121806,1,160,12,16,3,4,172,318767104,306
20161020 11:33:58.121806,1,32,14,0,1,0,0,78386180,44052
20161020 11:33:58.121806,1,0,4,160,12,20,0,306,12033
20161020 11:33:58.121806,1,0,0,0,0,4,172,352627733,1196
20161020 11:33:58.121806,1,16,5,0,0,0,0,20066305,0
20161020 11:33:58.121806,1,0,4,160,12,22,4,2887124140,5632
20161020 11:33:58.121806,1,0,0,0,0,1,50,822149120,1196
20161020 11:33:58.121806,1,16,7,0,4,172,23,78386944,0
20161020 11:33:58.121806,1,0,1,48,2,50,1,1196,6148
20161020 11:33:58.121806,1,160,12,16,8,4,172,402653184,306
20161020 11:33:58.121806,1,48,3,0,1,0,0,78387460,44057
20161020 11:33:58.121806,1,0,4,160,12,25,0,306,13313
20161020 11:33:58.121806,1,0,0,0,0,4,172,436513818,1196
20161020 11:33:58.121806,1,16,10,0,0,0,0,20067585,0
20161020 11:33:58.121806,1,0,4,160,12,27,4,2887451820,6912
20161020 11:33:58.121806,1,0,0,0,0,1,50,906035200,1196
20161020 11:33:58.121806,1,16,12,0,4,172,28,78388224,0
20161020 11:33:58.121806,1,0,1,48,2,55,1,1196,7428
20161020 11:33:58.121806,1,160,12,16,13,4,172,486539264,306
20161020 11:33:58.121806,1,48,8,0,1,0,0,78388740,44062
20161020 11:33:58.121806,1,0,4,160,12,30,0,306,14593
20161020 11:33:58.121806,1,0,0,0,0,4,172,520399903,1196
20161020 11:33:58.121806,1,16,15,0,0,0,0,20068865,0
20161020 11:33:58.121806,1,0,4,160,12,32,4,2887779500,8192
20161020 11:33:58.121806,1,0,0,0,0,1,50,989921280,1196
20161020 11:33:58.121806,1,32,1,0,4,172,33,78389504,0
20161020 11:33:58.121806,1,0,1,48,2,60,1,1196,8708
20161020 11:33:58.121806,1,160,12,32,2,4,172,570425344,306
20161020 11:33:58.121806,1,48,13,0,1,0,0,78390020,44067
20161020 11:33:58.121806,1,0,4,160,12,35,0,306,15873
20161020 11:33:58.121806,1,0,0,0,0,4,172,604285988,1196
20161020 11:33:58.121806,1,32,4,0,0,0,0,20070145,0
20161020 11:33:58.121806,1,0,4,160,12,37,4,2888107180,9472
20161020 11:33:58.121806,1,0,0,0,0,1,50,1073807360,1196
20161020 11:33:58.121806,1,32,6,0,4,172,38,78390784,0
20161020 11:33:58.121806,1,0,1,48,2,65,1,1196,9988
20161020 11:33:58.121806,1,160,12,32,7,4,172,654311424,306
20161020 11:33:58.121806,1,64,2,0,1,0,0,78391300,44072
20161020 11:33:58.121806,1,0,4,160,12,40,0,306,17153
20161020 11:33:58.121806,1,0,0,0,0,4,172,688172073,1196
20161020 11:33:58.121806,1,32,9,0,0,0,0,20071425,0
20161020 11:33:58.121806,1,0,4,160,12,42,4,2888434860,10752
20161020 11:33:58.121806,1,0,0,0,0,1,50,1157693440,1196
20161020 11:33:58.121806,1,32,11,0,4,172,43,78392064,0
20161020 11:33:58.121806,1,0,1,48,2,70,1,1196,11268
20161020 11:33:58.121806,1,160,12,32,12,4,172,738197504,306
20161020 11:33:58.121806,1,64,7,0,1,0,0,78392580,44077
20161020 11:33:58.121806,1,0,4,160,12,45,0,306,18433
20161020 11:33:58.121806,1,0,0,0,0,4,172,772058158,1196
20161020 11:33:58.121806,1,32,14,0,0,0,0,20072705,0
20161020 11:33:58.121806,1,0,4,160,12,47,4,2888762540,12032
20161020 11:33:58.121806,1,0,0,0,0,1,50,1241579520,1196
20161020 11:33:58.121806,1,48,0,0,4,172,48,78393344,0
20161020 11:33:58.121806,1,0,1,48,2,75,1,1196,12548
20161020 11:33:58.121806,1,160,12,48,1,4,172,822083584,306
20161020 11:33:58.121806,1,64,12,0,1,0,0,78393860,44082
20161020 11:33:58.121806,1,0,4,160,12,50,0,306,19713
20161020 11:33:58.121806,1,0,0,0,0,4,172,855944243,1196
20161020 11:33:58.121806,1,48,3,0,0,0,0,20073985,0
20161020 11:33:58.121806,1,0,4,160,12,52,4,2889090220,13312
20161020 11:33:58.121806,1,0,0,0,0,1,50,1325465600,1196
20161020 11:33:58.121806,1,48,5,0,4,172,53,78394624,0
20161020 11:33:58.121806,1,0,1,48,2,80,1,1196,13828
20161020 11:33:58.121806,1,160,12,48,6,4,172,905969664,306
20161020 11:33:58.121806,1,80,1,0,1,0,0,78395140,44087
20161020 11:33:58.121806,1,0,4,160,12,55,0,306,20993
20161020 11:33:58.121806,1,0,0,0,0,4,172,939830328,1196
20161020 11:33:58.121806,1,48,8,0,0,0,0,20075265,0
20161020 11:33:58.121806,1,0,4,160,12,57,4,2889417900,14592
20161020 11:33:58.121806,1,0,0,0,0,1,50,1409351680,1196
20161020 11:33:58.121806,1,48,10,0,4,172,58,78395904,0
20161020 11:33:58.121806,1,0,1,48,2,85,1,1196,15108
20161020 11:33:58.121806,1,160,12,48,11,4,172,989855744,306
20161020 11:33:58.121806,1,80,6,0,1,0,0,78396420,44092
20170423 23:32:52.121806,4,0,4,160,12,61,0,306,22529
20170423 23:32:52.121806,4,0,0,0,0,4,172,1040493630,1196
20170423 23:32:52.121806,4,48,14,0,0,0,0,20076801,0
20170423 23:32:52.121806,4,0,4,160,12,63,4,2889811116,16128
20170423 23:32:52.121806,4,0,0,0,0,1,50,1510014976,1196
20170423 23:32:52.121806,4,64,0,0,4,172,64,78397440,0
20170423 23:32:52.121806,4,0,1,48,2,91,1,1196,16644
20170423 23:32:52.121806,4,160,12,64,1,4,172,1090519040,306
20170423 23:32:52.121806,4,80,12,0,1,0,0,78397956,44098
20170423 23:32:52.121806,4,0,4,160,12,66,0,306,23809
20170423 23:32:52.121806,4,0,0,0,0,4,172,1124379715,1196
20170423 23:32:52.121806,4,64,3,0,0,0,0,20078081,0
20170423 23:32:52.121806,4,0,4,160,12,68,4,2890138796,17408
20170423 23:32:52.121806,4,0,0,0,0,1,50,1593901056,1196
20170423 23:32:52.121806,4,64,5,0,4,172,69,78398720,0
20170423 23:32:52.121806,4,0,1,48,2,96,1,1196,17924
20170423 23:32:52.121806,4,160,12,64,6,4,172,1174405120,306
20170423 23:32:52.121806,4,96,1,0,1,0,0,78399236,44103
20170423 23:32:52.121806,4,0,4,160,12,71,0,306,25089
20170423 23:32:52.121806,4,0,0,0,0,4,172,1208265800,1196
20170423 23:32:52.121806,4,64,8,0,0,0,0,20079361,0
20170423 23:32:52.121806,4,0,4,160,12,73,4,2890466476,18688
20170423 23:32:52.121806,4,0,0,0,0,1,50,1677787136,1196
20170423 23:32:52.121806,4,64,10,0,4,172,74,78400000,0
20170423 23:32:52.121806,4,0,1,48,2,101,1,1196,19204
20170423 23:32:52.121806,4,160,12,64,11,4,172,1258291200,306
20170423 23:32:52.121806,4,96,6,0,1,0,0,78400516,44108
20170423 23:32:52.121806,4,0,4,160,12,76,0,306,26369
20170423 23:32:52.121806,4,0,0,0,0,4,172,1292151885,1196
20170423 23:32:52.121806,4,64,13,0,0,0,0,20080641,0
20170423 23:32:52.121806,4,0,4,160,12,78,4,2890794156,19968
20170423 23:32:52.121806,4,0,0,0,0,1,50,1761673216,1196
20170423 23:32:52.121806,4,64,15,0,4,172,79,78401280,0
20170423 23:32:52.121806,4,0,1,48,2,106,1,1196,20484
20170423 23:32:52.121806,4,160,12,80,0,4,172,1342177280,306
20170423 23:32:52.121806,4,96,11,0,1,0,0,78401796,44113
20170423 23:32:52.121806,4,0,4,160,12,81,0,306,27649
20170423 23:32:52.121806,4,0,0,0,0,4,172,1376037970,1196
20170423 23:32:52.121806,4,80,2,0,0,0,0,20081921,0
20170423 23:32:52.121806,4,0,4,160,12,83,4,2891121836,21248
20170423 23:32:52.121806,4,0,0,0,0,1,50,1845559296,1196
20170423 23:32:52.121806,4,80,4,0,4,172,84,78402560,0
20170423 23:32:52.121806,4,0,1,48,2,111,1,1196,21764
20170423 23:32:52.121806,4,160,12,80,5,4,172,1426063360,306
20170423 23:32:52.121806,4,112,0,0,1,0,0,78403076,44118
20170423 23:32:52.121806,4,0,4,160,12,86,0,306,28929
20170423 23:32:52.121806,4,0,0,0,0,4,172,1459924055,1196
20170423 23:32:52.121806,4,80,7,0,0,0,0,20083201,0
20170423 23:32:52.121806,4,0,4,160,12,88,4,2891449516,22528
20170423 23:32:52.121806,4,0,0,0,0,1,50,1929445376,1196
20170607 02:06:30.121806,0,0,0,0,0,5,67,939868984,1347
20170607 02:06:30.121806,0,48,8,0,0,0,0,29971201,0
20170607 02:06:30.121806,0,0,5,64,3,57,5,1127810371,14592
20170607 02:06:30.121806,0,0,0,0,0,1,201,1409371393,0
20170607 02:06:30.121806,0,0,5,64,3,51,5,1127417155,13056
20170607 02:06:30.121806,0,0,0,0,0,1,201,1308688384,1347
20170607 02:06:30.121806,0,48,4,0,5,67,52,88290304,0
20170607 02:06:30.121806,0,0,1,192,9,79,1,1347,13573
20170607 02:06:30.121806,0,64,3,48,5,5,67,889192448,457
20170607 02:06:30.121806,0,80,0,0,1,0,0,88290821,17206
20170607 02:06:30.121806,0,0,5,64,3,54,0,457,20737
20170607 02:06:30.121806,0,0,0,0,0,5,67,923091767,1347
20170607 02:06:30.121806,0,48,7,0,0,0,0,29970945,0
20170607 02:06:30.121806,0,0,5,64,3,56,5,1127744835,14336
20170607 02:06:30.121806,0,0,0,0,0,1,201,1392574464,1347
20170607 02:06:30.121806,0,48,9,0,5,67,57,88291584,0
20170607 02:06:30.121806,0,0,1,192,9,84,1,1347,14853
20170607 02:06:30.121806,0,64,3,48,10,5,67,973078528,457
20170607 02:06:30.121806,0,80,5,0,1,0,0,88292101,17211
20170607 02:06:30.121806,0,0,5,64,3,59,0,457,22017
