time,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20170702 09:18:41.323890,66,0,2,0,1,67,2,0,2479
20170702 09:18:41.323890,66,0,1,0,0,0,1,1124270403,769
20170702 09:18:41.323890,66,64,3,0,3,0,0,2480,256
20170702 09:18:41.323890,66,0,0,0,1,67,4,21169153,17156
20170702 09:18:41.323890,66,0,0,0,0,0,0,162595072,1
20170702 09:18:41.323890,66,64,3,0,5,1,67,83968773,0
20170702 09:18:41.323890,66,0,0,0,0,9,178,16777217,17158
20170702 09:18:41.323890,66,0,1,64,3,6,1,1124466688,0
20170702 09:18:41.323890,66,0,9,176,3,1,0,82695,323
20170702 09:18:41.323890,66,0,7,0,1,67,7,0,2484
20170702 09:18:41.323890,66,0,1,0,0,0,1,1124598083,2049
20170702 09:18:41.323890,66,64,3,0,8,0,0,2485,256
20170702 09:18:41.323890,66,0,0,0,1,67,9,21170433,17161
20170702 09:18:41.323890,66,0,0,0,0,0,0,162922752,1
20170702 09:18:41.323890,66,64,3,0,10,1,67,167854858,0
20170702 09:18:41.323890,66,0,0,0,0,9,183,16777217,17163
20170702 09:18:41.323890,66,0,1,64,3,11,1,1124794368,0
20170702 09:18:41.323890,66,0,9,176,8,1,0,82700,323
20170702 09:18:41.323890,66,0,12,0,1,67,12,0,2489
20170702 09:18:41.323890,66,0,1,0,0,0,1,1124925763,3329
20170702 09:18:41.323890,66,64,3,0,13,0,0,2490,256
20170702 09:18:41.323890,66,0,0,0,1,67,14,21171713,17166
20170702 09:18:41.323890,66,0,0,0,0,0,0,163250432,1
20170702 09:18:41.323890,66,64,3,0,15,1,67,251740943,0
20170702 09:18:41.323890,66,0,0,0,0,9,188,16777217,17168
20170702 09:18:41.323890,66,0,1,64,3,16,1,1125122048,0
20170702 09:18:41.323890,66,0,9,176,13,1,0,82705,323
20170702 09:18:41.323890,66,16,1,0,1,67,17,0,2494
20170702 09:18:41.323890,66,0,1,0,0,0,1,1125253443,4609
20170702 09:18:41.323890,66,64,3,16,2,0,0,2495,256
20170702 09:18:41.323890,66,0,0,0,1,67,19,21172993,17171
20170702 09:18:41.323890,66,0,0,0,0,0,0,163578112,1
20170702 09:18:41.323890,66,64,3,16,4,1,67,335627028,0
20170702 09:18:41.323890,66,0,0,0,0,9,193,16777217,17173
20170702 09:18:41.323890,66,0,1,64,3,21,1,1125449728,0
20170702 09:18:41.323890,66,0,9,192,2,1,0,82710,323
20170702 09:18:41.323890,66,16,6,0,1,67,22,0,2499
20170702 09:18:41.323890,66,0,1,0,0,0,1,1125581123,5889
20170702 09:18:41.323890,66,64,3,16,7,0,0,2500,256
20170702 09:18:41.323890,66,0,0,0,1,67,24,21174273,17176
20170702 09:18:41.323890,66,0,0,0,0,0,0,163905792,1
20170702 09:18:41.323890,66,64,3,16,9,1,67,419513113,0
20170702 09:18:41.323890,66,0,0,0,0,9,198,16777217,17178
20170702 09:18:41.323890,66,0,1,64,3,26,1,1125777408,0
20170702 09:18:41.323890,66,0,9,192,7,1,0,82715,323
20170702 09:18:41.323890,66,16,11,0,1,67,27,0,2504
20170702 09:18:41.323890,66,0,1,0,0,0,1,1125908803,7169
20170702 09:18:41.323890,66,64,3,16,12,0,0,2505,256
20170702 09:18:41.323890,66,0,0,0,1,67,29,21175553,17181
20170702 09:18:41.323890,66,0,0,0,0,0,0,164233472,1
20170702 09:18:41.323890,66,64,3,16,14,1,67,503399198,0
20170702 09:18:41.323890,66,0,0,0,0,9,203,16777217,17183
20170702 09:18:41.323890,66,0,1,64,3,31,1,1126105088,0
20170702 09:18:41.323890,66,0,9,192,12,1,0,82720,323
20170702 09:18:41.323890,66,32,0,0,1,67,32,0,2509
20170702 09:18:41.323890,66,0,1,0,0,0,1,1126236483,8449
20170702 09:18:41.323890,66,64,3,32,1,0,0,2510,256
20170702 09:18:41.323890,66,0,0,0,1,67,34,21176833,17186
20170702 09:18:41.323890,66,0,0,0,0,0,0,164561152,1
20170702 09:18:41.323890,66,64,3,32,3,1,67,587285283,0
20170702 09:18:41.323890,66,0,0,0,0,9,208,16777217,17188
20170702 09:18:41.323890,66,0,1,64,3,36,1,1126432768,0
20170702 09:18:41.323890,66,0,9,208,1,1,0,82725,323
20170702 09:18:41.323890,66,32,5,0,1,67,37,0,2514
20170702 09:18:41.323890,66,0,1,0,0,0,1,1126564163,9729
20170702 09:18:41.323890,66,64,3,32,6,0,0,2515,256
20170702 09:18:41.323890,66,0,0,0,1,67,39,21178113,17191
20170702 09:18:41.323890,66,0,0,0,0,0,0,164888832,1
20170702 09:18:41.323890,66,64,3,32,8,1,67,671171368,0
20170702 09:18:41.323890,66,0,0,0,0,9,213,16777217,17193
20170702 09:18:41.323890,66,0,1,64,3,41,1,1126760448,0
20170702 09:18:41.323890,66,0,9,208,6,1,0,82730,323
20170702 09:18:41.323890,66,32,10,0,1,67,42,0,2519
20160805 16:10:27.847328,1,0,9,240,0,1,0,82756,323
20160805 16:10:27.847328,1,64,4,0,1,67,68,0,2545
20160805 16:10:27.847328,1,0,1,0,0,0,1,1128595779,17665
20160805 16:10:27.847328,1,64,3,64,5,0,0,2546,256
20160805 16:10:27.847328,1,0,0,0,1,67,70,21186049,17222
20160805 16:10:27.847328,1,0,0,0,0,0,0,166920448,1
20160805 16:10:27.847328,1,64,3,64,7,1,67,1191265095,0
20160805 16:10:27.847328,1,0,0,0,0,9,244,16777217,17224
20160805 16:10:27.847328,1,0,1,64,3,72,1,1128792064,0
20160805 16:10:27.847328,1,0,9,240,5,1,0,82761,323
20160805 16:10:27.847328,1,64,9,0,1,67,73,0,2550
20160805 16:10:27.847328,1,0,1,0,0,0,1,1128923459,18945
20160805 16:10:27.847328,1,64,3,64,10,0,0,2551,256
20160805 16:10:27.847328,1,0,0,0,1,67,75,21187329,17227
20160805 16:10:27.847328,1,0,0,0,0,0,0,167248128,1
20160805 16:10:27.847328,1,64,3,64,12,1,67,1275151180,0
20160805 16:10:27.847328,1,0,0,0,0,9,249,16777217,17229
20160805 16:10:27.847328,1,0,1,64,3,77,1,1129119744,0
20160805 16:10:27.847328,1,0,9,240,10,1,0,82766,323
20160805 16:10:27.847328,1,64,14,0,1,67,78,0,2555
20160805 16:10:27.847328,1,0,1,0,0,0,1,1129251139,20225
20160805 16:10:27.847328,1,64,3,64,15,0,0,2556,256
20160805 16:10:27.847328,1,0,0,0,1,67,80,21188609,17232
20160805 16:10:27.847328,1,0,0,0,0,0,0,167575808,1
20160805 16:10:27.847328,1,64,3,80,1,1,67,1359037265,0
20160805 16:10:27.847328,1,0,0,0,0,9,254,16777217,17234
20160805 16:10:27.847328,1,0,1,64,3,82,1,1129447424,0
20160805 16:10:27.847328,1,0,9,240,15,1,0,82771,323
20160805 16:10:27.847328,1,80,3,0,1,67,83,0,2560
20160805 16:10:27.847328,1,0,1,0,0,0,1,1129578819,21505
20160805 16:10:27.847328,1,64,3,80,4,0,0,2561,256
20160805 16:10:27.847328,1,0,0,0,1,67,85,21189889,17237
20160805 16:10:27.847328,1,0,0,0,0,0,0,167903488,1
20160805 16:10:27.847328,1,64,3,80,6,1,67,1442923350,0
20160805 16:10:27.847328,1,0,0,0,0,10,3,16777217,17239
20160805 16:10:27.847328,1,0,1,64,3,87,1,1129775104,0
20160805 16:10:27.847328,1,0,10,0,4,1,0,82776,323
20160805 16:10:27.847328,1,80,8,0,1,67,88,0,2565
20160805 16:10:27.847328,1,0,1,0,0,0,1,1129906499,22785
20160805 16:10:27.847328,1,64,3,80,9,0,0,2566,256
20160805 16:10:27.847328,1,0,0,0,1,67,90,21191169,17242
20160805 16:10:27.847328,1,0,0,0,0,0,0,168231168,1
20160805 16:10:27.847328,1,64,3,80,11,1,67,1526809435,0
20160805 16:10:27.847328,1,0,0,0,0,10,8,16777217,17244
20160805 16:10:27.847328,1,0,1,64,3,92,1,1130102784,0
20160805 16:10:27.847328,1,0,10,0,9,1,0,82781,323
20160805 16:10:27.847328,1,80,13,0,1,67,93,0,2570
20160805 16:10:27.847328,1,0,1,0,0,0,1,1130234179,24065
20160805 16:10:27.847328,1,64,3,80,14,0,0,2571,256
20160805 16:10:27.847328,1,0,0,0,1,67,95,21192449,17247
20160805 16:10:27.847328,1,0,0,0,0,0,0,168558848,1
20160805 16:10:27.847328,1,64,3,96,0,1,67,1610695520,0
20160805 16:10:27.847328,1,0,0,0,0,10,13,16777217,17249
20160805 16:10:27.847328,1,0,1,64,3,97,1,1130430464,0
20160805 16:10:27.847328,1,0,10,0,14,1,0,82786,323
20160805 16:10:27.847328,1,96,2,0,1,67,98,0,2575
20160805 16:10:27.847328,1,0,1,0,0,0,1,1130561859,25345
20160805 16:10:27.847328,1,64,3,96,3,0,0,2576,256
20160805 16:10:27.847328,1,0,0,0,1,67,100,21193729,17252
20160805 16:10:27.847328,1,0,0,0,0,0,0,168886528,1
20160805 16:10:27.847328,1,64,3,96,5,1,67,1694581605,0
20160805 16:10:27.847328,1,0,0,0,0,10,18,16777217,17254
20160805 16:10:27.847328,1,0,1,64,3,102,1,1130758144,0
20160805 16:10:27.847328,1,0,10,16,3,1,0,82791,323
20160805 16:10:27.847328,1,96,7,0,1,67,103,0,2580
20160805 16:10:27.847328,1,0,1,0,0,0,1,1130889539,26625
20160805 16:10:27.847328,1,64,3,96,8,0,0,2581,256
20160807 14:10:11.331702,0,0,0,0,1,67,201,21219585,17353
20160823 21:15:37.417640,68,0,1,0,0,0,1,1144193348,13057
20160823 21:15:37.417640,68,64,4,48,3,0,0,2784,256
20160823 21:15:37.417640,68,0,0,0,1,68,52,21246977,17460
20160823 21:15:37.417640,68,0,0,0,0,0,0,182518016,1
20160823 21:15:37.417640,68,64,4,48,5,1,68,889275445,0
20160823 21:15:37.417640,68,0,0,0,0,10,226,16777217,17462
20160823 21:15:37.417640,68,0,1,64,4,54,1,1144389632,0
20160823 21:15:37.417640,68,0,10,224,3,1,0,82999,324
20160823 21:15:37.417640,68,48,7,0,1,68,55,0,2788
20160823 21:15:37.417640,68,0,1,0,0,0,1,1144521028,14337
20160823 21:15:37.417640,68,64,4,48,8,0,0,2789,256
20160823 21:15:37.417640,68,0,0,0,1,68,57,21248257,17465
20170108 22:25:53.323890,11,0,0,0,0,0,0,193855744,1
20170108 22:25:53.323890,11,64,4,224,2,1,68,3791733986,0
20170108 22:25:53.323890,11,0,0,0,0,11,143,16777217,17635
20170108 22:25:53.323890,11,0,1,64,4,227,1,1155727360,0
20170108 22:25:53.323890,11,0,11,144,0,1,0,83172,324
20170108 22:25:53.323890,11,224,4,0,1,68,228,0,2961
20170108 22:25:53.323890,11,0,1,0,0,0,1,1155858756,58625
20170108 22:25:53.323890,11,64,4,224,5,0,0,2962,256
20170108 22:25:53.323890,11,0,0,0,1,68,230,21292545,17638
20170108 22:25:53.323890,11,0,0,0,0,0,0,194183424,1
20170108 22:25:53.323890,11,64,4,224,7,1,68,3875620071,0
20170108 22:25:53.323890,11,0,0,0,0,11,148,16777217,17640
20170108 22:25:53.323890,11,0,1,64,4,232,1,1156055040,0
20170108 22:25:53.323890,11,0,11,144,5,1,0,83177,324
20170108 22:25:53.323890,11,224,9,0,1,68,233,0,2966
20170108 22:25:53.323890,11,0,1,0,0,0,1,1156186436,59905
20170108 22:25:53.323890,11,64,4,224,10,0,0,2967,256
20170108 22:25:53.323890,11,0,0,0,1,68,235,21293825,17643
20170108 22:25:53.323890,11,0,0,0,0,0,0,194511104,1
20170108 22:25:53.323890,11,64,4,224,12,1,68,3959506156,0
20170108 22:25:53.323890,11,0,0,0,0,11,153,16777217,17645
20170108 22:25:53.323890,11,0,1,64,4,237,1,1156382720,0
20170108 22:25:53.323890,11,0,11,144,10,1,0,83182,324
20170108 22:25:53.323890,11,224,14,0,1,68,238,0,2971
20170108 22:25:53.323890,11,0,1,0,0,0,1,1156514116,61185
20170108 22:25:53.323890,11,64,4,224,15,0,0,2972,256
20170108 22:25:53.323890,11,0,0,0,1,68,240,21295105,17648
20170108 22:25:53.323890,11,0,0,0,0,0,0,194838784,1
20170108 22:25:53.323890,11,64,4,240,1,1,68,4043392241,0
20170108 22:25:53.323890,11,0,0,0,0,11,158,16777217,17650
20170108 22:25:53.323890,11,0,1,64,4,242,1,1156710400,0
20170108 22:25:53.323890,11,0,11,144,15,1,0,83187,324
20170108 22:25:53.323890,11,240,3,0,1,68,243,0,2976
20170108 22:25:53.323890,11,0,1,0,0,0,1,1156841796,62465
20170108 22:25:53.323890,11,64,4,240,4,0,0,2977,256
20170108 22:25:53.323890,11,0,0,0,1,68,245,21296385,17653
20170108 22:25:53.323890,11,0,0,0,0,0,0,195166464,1
20170108 22:25:53.323890,11,64,4,240,6,1,68,4127278326,0
20170108 22:25:53.323890,11,0,0,0,0,11,163,16777217,17655
20170108 22:25:53.323890,11,0,1,64,4,247,1,1157038080,0
20170108 22:25:53.323890,11,0,11,160,4,1,0,83192,324
20170108 22:25:53.323890,11,240,8,0,1,68,248,0,2981
20170108 22:25:53.323890,11,0,1,0,0,0,1,1157169476,63745
20170108 22:25:53.323890,11,64,4,240,9,0,0,2982,256
20170108 22:25:53.323890,11,0,0,0,1,68,250,21297665,17658
20170108 22:25:53.323890,11,0,0,0,0,0,0,195494144,1
20170108 22:25:53.323890,11,64,4,240,11,1,68,4211164411,0
20170108 22:25:53.323890,11,0,0,0,0,11,168,16777217,17660
20170108 22:25:53.323890,11,0,1,64,4,252,1,1157365760,0
20170108 22:25:53.323890,11,0,11,160,9,1,0,83197,324
20170108 22:25:53.323890,11,240,13,0,1,68,253,0,2986
20170108 22:25:53.323890,11,0,1,0,0,0,1,1157497156,65025
20170108 22:25:53.323890,11,64,4,240,14,0,0,2987,256
20170108 22:25:53.323890,11,0,0,0,1,68,255,21298945,17663
20170108 22:25:53.323890,11,0,0,0,0,0,0,195821824,1
20170108 22:25:53.323890,11,64,5,0,0,1,69,83200,0
20170108 22:25:53.323890,11,0,0,0,0,11,173,16777217,17665
20170108 22:25:53.323890,11,0,1,64,5,1,1,1157693440,0
20170108 22:25:53.323890,11,0,11,160,14,1,0,83202,325
20170108 22:25:53.323890,11,0,2,0,1,69,2,0,2991
20170108 22:25:53.323890,11,0,1,0,0,0,1,1157824837,769
20170108 22:25:53.323890,11,64,5,0,3,0,0,2992,256
20170108 22:25:53.323890,11,0,0,0,1,69,4,21300225,17668
20170108 22:25:53.323890,11,0,0,0,0,0,0,196149504,1
20170108 22:25:53.323890,11,64,5,0,5,1,69,83969285,0
20170108 22:25:53.323890,11,0,0,0,0,11,178,16777217,17670
20170108 22:25:53.323890,11,0,1,64,5,6,1,1158021120,0
20170108 22:25:53.323890,11,0,11,176,3,1,0,83207,325
20170108 22:25:53.323890,11,0,7,0,1,69,7,0,2996
20170108 22:25:53.323890,11,0,1,0,0,0,1,1158152517,2049
20170108 22:25:53.323890,11,64,5,0,8,0,0,2997,256
20170108 22:25:53.323890,11,0,0,0,1,69,9,21301505,17673
