time,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20161009 16:16:04.037107,0,0,0,0,0,0,42,4060151808,209
20161009 16:16:04.037107,0,160,2,0,0,209,162,13738496,0
20161009 16:16:04.037107,0,0,0,32,10,243,1,209,41728
20161009 16:16:04.037107,0,208,1,160,3,0,209,2734686208,42
20161009 16:16:04.037107,0,240,4,0,1,0,0,13739008,53668
20161009 16:16:04.037107,0,0,0,208,1,164,0,42,62721
20161009 16:16:04.037107,0,0,0,0,0,0,209,2768294309,209
20161009 16:16:04.037107,0,160,5,0,0,0,0,2815489,0
20161009 16:16:04.037107,0,0,0,208,1,166,0,3517317329,42496
20161009 16:16:04.037107,0,0,0,0,0,0,42,4144037888,209
20161009 16:16:04.037107,0,160,7,0,0,209,167,13739776,0
20161009 16:16:04.037107,0,0,0,32,10,248,1,209,43008
20161009 16:16:04.037107,0,208,1,160,8,0,209,2818572288,42
20161009 16:16:04.037107,0,240,9,0,1,0,0,13740288,53673
20161009 16:16:04.037107,0,0,0,208,1,169,0,42,64001
20161009 16:16:04.037107,0,0,0,0,0,0,209,2852180394,209
20161009 16:16:04.037107,0,160,10,0,0,0,0,2816769,0
20161009 16:16:04.037107,0,0,0,208,1,171,0,3517645009,43776
20161009 16:16:04.037107,0,0,0,0,0,0,42,4227923968,209
20161009 16:16:04.037107,0,160,12,0,0,209,172,13741056,0
20161009 16:16:04.037107,0,0,0,32,10,253,1,209,44288
20161009 16:16:04.037107,0,208,1,160,13,0,209,2902458368,42
20161009 16:16:04.037107,0,240,14,0,1,0,0,13741568,53678
20161009 16:16:04.037107,0,0,0,208,1,174,0,42,65281
20161009 16:16:04.037107,0,0,0,0,0,0,209,2936066479,209
20161009 16:16:04.037107,0,160,15,0,0,0,0,2818049,0
20161009 16:16:04.037107,0,0,0,208,1,176,0,3517972689,45056
20161009 16:16:04.037107,0,0,0,0,0,0,43,16842752,209
20161009 16:16:04.037107,0,176,1,0,0,209,177,13742336,0
20161009 16:16:04.037107,0,0,0,32,11,2,1,209,45568
20161009 16:16:04.037107,0,208,1,176,2,0,209,2986344448,43
20161009 16:16:04.037107,0,0,3,0,1,0,0,13742848,53683
20161009 16:16:04.037107,0,0,0,208,1,179,0,43,1025
20161009 16:16:04.037107,0,0,0,0,0,0,209,3019952564,209
20161009 16:16:04.037107,0,176,4,0,0,0,0,2819329,0
20161009 16:16:04.037107,0,0,0,208,1,181,0,3518300369,46336
20161009 16:16:04.037107,0,0,0,0,0,0,43,100728832,209
20161009 16:16:04.037107,0,176,6,0,0,209,182,13743616,0
20161009 16:16:04.037107,0,0,0,32,11,7,1,209,46848
20161009 16:16:04.037107,0,208,1,176,7,0,209,3070230528,43
20161009 16:16:04.037107,0,0,8,0,1,0,0,13744128,53688
20161009 16:16:04.037107,0,0,0,208,1,184,0,43,2305
20161009 16:16:04.037107,0,0,0,0,0,0,209,3103838649,209
20161009 16:16:04.037107,0,176,9,0,0,0,0,2820609,0
20161009 16:16:04.037107,0,0,0,208,1,186,0,3518628049,47616
20161009 16:16:04.037107,0,0,0,0,0,0,43,184614912,209
20161009 16:16:04.037107,0,176,11,0,0,209,187,13744896,0
20161009 16:16:04.037107,0,0,0,32,11,12,1,209,48128
20161009 16:16:04.037107,0,208,1,176,12,0,209,3154116608,43
20161009 16:16:04.037107,0,0,13,0,1,0,0,13745408,53693
20161009 16:16:04.037107,0,0,0,208,1,189,0,43,3585
20161009 16:16:04.037107,0,0,0,0,0,0,209,3187724734,209
20161009 16:16:04.037107,0,176,14,0,0,0,0,2821889,0
20161009 16:16:04.037107,0,0,0,208,1,191,0,3518955729,48896
20161009 16:16:04.037107,0,0,0,0,0,0,43,268500992,209
20161009 16:16:04.037107,0,192,0,0,0,209,192,13746176,0
20161009 16:16:04.037107,0,0,0,32,11,17,1,209,49408
20161009 16:16:04.037107,0,208,1,192,1,0,209,3238002688,43
20161009 16:16:04.037107,0,16,2,0,1,0,0,13746688,53698
20161009 16:16:04.037107,0,0,0,208,1,194,0,43,4865
20161009 16:16:04.037107,0,0,0,0,0,0,209,3271610819,209
20161009 16:16:04.037107,0,192,3,0,0,0,0,2823169,0
20161009 16:16:04.037107,0,0,0,208,1,196,0,3519283409,50176
20161009 16:16:04.037107,0,0,0,0,0,0,43,352387072,209
20161009 16:16:04.037107,0,192,5,0,0,209,197,13747456,0
20161009 16:16:04.037107,0,0,0,32,11,22,1,209,50688
20161009 16:16:04.037107,0,208,1,192,6,0,209,3321888768,43
20161009 16:16:04.037107,0,16,7,0,1,0,0,13747968,53703
20161009 16:16:04.037107,0,0,0,208,1,199,0,43,6145
20161009 16:16:04.037107,0,0,0,0,0,0,209,3355496904,209
20161009 16:16:04.037107,0,192,8,0,0,0,0,2824449,0
20161009 16:16:04.037107,0,0,0,208,1,201,0,3519611089,51456
20161009 16:16:04.037107,0,0,0,0,0,0,43,436273152,209
20161009 16:16:04.037107,0,192,10,0,0,209,202,13748736,0
20161009 16:16:04.037107,0,0,0,32,11,27,1,209,51968
20161009 16:16:04.037107,0,208,1,192,11,0,209,3405774848,43
20161009 16:16:04.037107,0,16,12,0,1,0,0,13749248,53708
20161009 16:16:04.037107,0,0,0,208,1,204,0,43,7425
20161009 16:16:04.037107,0,0,0,0,0,0,209,3439382989,209
20161009 16:16:04.037107,0,192,13,0,0,0,0,2825729,0
20161009 16:16:04.037107,0,0,0,208,1,206,0,3519938769,52736
20161009 16:16:04.037107,0,0,0,0,0,0,43,520159232,209
20161009 16:16:04.037107,0,192,15,0,0,209,207,13750016,0
20161009 16:16:04.037107,0,0,0,32,11,32,1,209,53248
20161009 16:16:04.037107,0,208,1,208,0,0,209,3489660928,43
20161009 16:16:04.037107,0,32,1,0,1,0,0,13750528,53713
20161009 16:16:04.037107,0,0,0,208,1,209,0,43,8705
20161009 16:16:04.037107,0,0,0,0,0,0,209,3523269074,209
20161009 16:16:04.037107,0,208,2,0,0,0,0,2827009,0
20161009 16:16:04.037107,0,0,0,208,1,211,0,3520266449,54016
20161009 16:16:04.037107,0,0,0,0,0,0,43,604045312,209
20161009 16:16:04.037107,0,208,4,0,0,209,212,13751296,0
20161009 16:16:04.037107,0,0,0,32,11,37,1,209,54528
20161009 16:16:04.037107,0,208,1,208,5,0,209,3573547008,43
20161009 16:16:04.037107,0,32,6,0,1,0,0,13751808,53718
20161009 16:16:04.037107,0,0,0,208,1,214,0,43,9985
20161009 16:16:04.037107,0,0,0,0,0,0,209,3607155159,209
20161009 16:16:04.037107,0,208,7,0,0,0,0,2828289,0
20161009 16:16:04.037107,0,0,0,208,1,216,0,3520594129,55296
20161009 16:16:04.037107,0,0,0,0,0,0,43,687931392,209
20161009 16:16:04.037107,0,208,9,0,0,209,217,13752576,0
20161009 16:16:04.037107,0,0,0,32,11,42,1,209,55808
20161009 16:16:04.037107,0,208,1,208,10,0,209,3657433088,43
20161009 16:16:04.037107,0,32,11,0,1,0,0,13753088,53723
20161009 16:16:04.037107,0,0,0,208,1,219,0,43,11265
20161009 16:16:04.037107,0,0,0,0,0,0,209,3691041244,209
20161009 16:16:04.037107,0,208,12,0,0,0,0,2829569,0
20161009 16:16:04.037107,0,0,0,208,1,221,0,3520921809,56576
20161009 16:16:04.037107,0,0,0,0,0,0,43,771817472,209
20161009 16:16:04.037107,0,208,14,0,0,209,222,13753856,0
20161009 16:16:04.037107,0,0,0,32,11,47,1,209,57088
20161009 16:16:04.037107,0,208,1,208,15,0,209,3741319168,43
20161009 16:16:04.037107,0,48,0,0,1,0,0,13754368,53728
20161009 16:16:04.037107,0,0,0,208,1,224,0,43,12545
20161009 16:16:04.037107,0,0,0,0,0,0,209,3774927329,209
20161009 16:16:04.037107,0,224,1,0,0,0,0,2830849,0
20161009 16:16:04.037107,0,0,0,208,1,226,0,3521249489,57856
20161009 16:16:04.037107,0,0,0,0,0,0,43,855703552,209
20161009 16:16:04.037107,0,224,3,0,0,209,227,13755136,0
20161009 16:16:04.037107,0,0,0,32,11,52,1,209,58368
20161009 16:16:04.037107,0,208,1,224,4,0,209,3825205248,43
20161009 16:16:04.037107,0,48,5,0,1,0,0,13755648,53733
20161009 16:16:04.037107,0,0,0,208,1,229,0,43,13825
20161009 16:16:04.037107,0,0,0,0,0,0,209,3858813414,209
20161009 16:16:04.037107,0,224,6,0,0,0,0,2832129,0
20161009 16:16:04.037107,0,0,0,208,1,231,0,3521577169,59136
20161009 16:16:04.037107,0,0,0,0,0,0,43,939589632,209
20161009 16:16:04.037107,0,224,8,0,0,209,232,13756416,0
20161009 16:16:04.037107,0,0,0,32,11,57,1,209,59648
20161009 16:16:04.037107,0,208,1,224,9,0,209,3909091328,43
20161009 16:16:04.037107,0,48,10,0,1,0,0,13756928,53738
20161009 16:16:04.037107,0,0,0,208,1,234,0,43,15105
20161009 16:16:04.037107,0,0,0,0,0,0,209,3942699499,209
20161009 16:16:04.037107,0,224,11,0,0,0,0,2833409,0
20161009 16:16:04.037107,0,0,0,208,1,236,0,3521904849,60416
20161009 16:16:04.037107,0,0,0,0,0,0,43,1023475712,209
20161009 16:16:04.037107,0,224,13,0,0,209,237,13757696,0
20161009 16:16:04.037107,0,0,0,32,11,62,1,209,60928
20161009 16:16:04.037107,0,208,1,224,14,0,209,3992977408,43
20161009 16:16:04.037107,0,48,15,0,1,0,0,13758208,53743
20161009 16:16:04.037107,0,0,0,208,1,239,0,43,16385
20161009 16:16:04.037107,0,0,0,0,0,0,209,4026585584,209
20161009 16:16:04.037107,0,240,0,0,0,0,0,2834689,0
20161009 16:16:04.037107,0,0,0,208,1,241,0,3522232529,61696
20161009 16:16:04.037107,0,0,0,0,0,0,43,1107361792,209
20161009 16:16:04.037107,0,240,2,0,0,209,242,13758976,0
20161009 16:16:04.037107,0,0,0,32,11,67,1,209,62208
20161009 16:16:04.037107,0,208,1,240,3,0,209,4076863488,43
20161009 16:16:04.037107,0,64,4,0,1,0,0,13759488,53748
20161009 16:16:04.037107,0,0,0,208,1,244,0,43,17665
20161009 16:16:04.037107,0,0,0,0,0,0,209,4110471669,209
20161009 16:16:04.037107,0,240,5,0,0,0,0,2835969,0
20161009 16:16:04.037107,0,0,0,208,1,246,0,3522560209,62976
20161009 16:16:04.037107,0,0,0,0,0,0,43,1191247872,209
20160805 16:12:23.951169,0,0,0,208,3,106,0,3546939603,27136
20160805 16:12:23.951169,0,0,0,0,0,0,44,3137404928,211
20160805 16:12:23.951169,0,96,11,0,0,211,107,13855488,0
20160805 16:12:23.951169,0,0,0,32,12,188,1,211,27648
20160805 16:12:23.951169,0,208,3,96,12,0,211,1811939328,44
20160805 16:12:23.951169,0,176,13,0,1,0,0,13856000,54125
20160805 16:12:23.951169,0,0,0,208,3,109,0,44,48641
20160805 16:12:23.951169,0,0,0,0,0,0,211,1845547886,211
20160805 16:12:23.951169,0,96,14,0,0,0,0,2932481,0
20160805 16:12:23.951169,0,0,0,208,3,111,0,3547267283,28416
20160805 16:12:23.951169,0,0,0,0,0,0,44,3221291008,211
20160805 16:12:23.951169,0,112,0,0,0,211,112,13856768,0
20160805 16:12:23.951169,0,0,0,32,12,193,1,211,28928
20160805 16:12:23.951169,0,208,3,112,1,0,211,1895825408,44
20160805 16:12:23.951169,0,192,2,0,1,0,0,13857280,54130
20160805 16:12:23.951169,0,0,0,208,3,114,0,44,49921
20160805 16:12:23.951169,0,0,0,0,0,0,211,1929433971,211
20160805 16:12:23.951169,0,112,3,0,0,0,0,2933761,0
20160805 16:12:23.951169,0,0,0,208,3,116,0,3547594963,29696
20160805 16:12:23.951169,0,0,0,0,0,0,44,3305177088,211
20160805 16:12:23.951169,0,112,5,0,0,211,117,13858048,0
20160805 16:12:23.951169,0,0,0,32,12,198,1,211,30208
20160805 16:12:23.951169,0,208,3,112,6,0,211,1979711488,44
20160805 16:12:23.951169,0,192,7,0,1,0,0,13858560,54135
20160805 16:12:23.951169,0,0,0,208,3,119,0,44,51201
20160805 16:12:23.951169,0,0,0,0,0,0,211,2013320056,211
20160805 16:12:23.951169,0,112,8,0,0,0,0,2935041,0
20160805 16:12:23.951169,0,0,0,208,3,121,0,3547922643,30976
20160805 16:12:23.951169,0,0,0,0,0,0,44,3389063168,211
20160805 16:12:23.951169,0,112,10,0,0,211,122,13859328,0
20160805 16:12:23.951169,0,0,0,32,12,203,1,211,31488
20160805 16:12:23.951169,0,208,3,112,11,0,211,2063597568,44
20160805 16:12:23.951169,0,192,12,0,1,0,0,13859840,54140
20160805 16:12:23.951169,0,0,0,208,3,124,0,44,52481
20160805 16:12:23.951169,0,0,0,0,0,0,211,2097206141,211
20160805 16:12:23.951169,0,112,13,0,0,0,0,2936321,0
20160805 16:12:23.951169,0,0,0,208,3,126,0,3548250323,32256
20160805 16:12:23.951169,0,0,0,0,0,0,44,3472949248,211
20160805 16:12:23.951169,0,112,15,0,0,211,127,13860608,0
20160805 16:12:23.951169,0,0,0,32,12,208,1,211,32768
20160805 16:12:23.951169,0,208,3,128,0,0,211,2147483648,44
20160805 16:12:23.951169,0,208,1,0,1,0,0,13861120,54145
20160805 16:12:23.951169,0,0,0,208,3,129,0,44,53761
20160805 16:12:23.951169,0,0,0,0,0,0,211,2181092226,211
20160805 16:12:23.951169,0,128,2,0,0,0,0,2937601,0
20160805 16:12:23.951169,0,0,0,208,3,131,0,3548578003,33536
20160805 16:12:23.951169,0,0,0,0,0,0,44,3556835328,211
20160805 16:12:23.951169,0,128,4,0,0,211,132,13861888,0
20160805 16:12:23.951169,0,0,0,32,12,213,1,211,34048
20160805 16:12:23.951169,0,208,3,128,5,0,211,2231369728,44
20160805 16:12:23.951169,0,208,6,0,1,0,0,13862400,54150
20160805 16:12:23.951169,0,0,0,208,3,134,0,44,55041
20160805 16:12:23.951169,0,0,0,0,0,0,211,2264978311,211
20160805 16:12:23.951169,0,128,7,0,0,0,0,2938881,0
20160805 16:12:23.951169,0,0,0,208,3,136,0,3548905683,34816
20160805 16:12:23.951169,0,0,0,0,0,0,44,3640721408,211
20160805 16:12:23.951169,0,128,9,0,0,211,137,13863168,0
20160805 16:12:23.951169,0,0,0,32,12,218,1,211,35328
20160805 16:12:23.951169,0,208,3,128,10,0,211,2315255808,44
20160805 16:12:23.951169,0,208,11,0,1,0,0,13863680,54155
20160805 16:12:23.951169,0,0,0,208,3,139,0,44,56321
20160805 16:12:23.951169,0,0,0,0,0,0,211,2348864396,211
20160805 16:12:23.951169,0,128,12,0,0,0,0,2940161,0
20160805 16:12:23.951169,0,0,0,208,3,141,0,3549233363,36096
20160805 16:12:23.951169,0,0,0,0,0,0,44,3724607488,211
20160805 16:12:23.951169,0,128,14,0,0,211,142,13864448,0
20160805 16:12:23.951169,0,0,0,32,12,223,1,211,36608
20160805 16:12:23.951169,0,208,3,128,15,0,211,2399141888,44
20160805 16:12:23.951169,0,224,0,0,1,0,0,13864960,54160
20160805 16:12:23.951169,0,0,0,208,3,144,0,44,57601
20160805 16:12:23.951169,0,0,0,0,0,0,211,2432750481,211
20160805 16:12:23.951169,0,144,1,0,0,0,0,2941441,0
20160805 16:12:23.951169,0,0,0,208,3,146,0,3549561043,37376
20160805 16:12:23.951169,0,0,0,0,0,0,44,3808493568,211
20160805 16:12:23.951169,0,144,3,0,0,211,147,13865728,0
20160805 16:12:23.951169,0,0,0,32,12,228,1,211,37888
20160805 16:12:23.951169,0,208,3,144,4,0,211,2483027968,44
20160805 16:12:23.951169,0,224,5,0,1,0,0,13866240,54165
20160805 16:12:23.951169,0,0,0,208,3,149,0,44,58881
20160805 16:12:23.951169,0,0,0,0,0,0,211,2516636566,211
20160805 16:12:23.951169,0,144,6,0,0,0,0,2942721,0
20160805 16:12:23.951169,0,0,0,208,3,151,0,3549888723,38656
20160805 16:12:23.951169,0,0,0,0,0,0,44,3892379648,211
20160805 16:12:23.951169,0,144,8,0,0,211,152,13867008,0
20160805 16:12:23.951169,0,0,0,32,12,233,1,211,39168
20160805 16:12:23.951169,0,208,3,144,9,0,211,2566914048,44
20160805 16:12:23.951169,0,224,10,0,1,0,0,13867520,54170
20160805 16:12:23.951169,0,0,0,208,3,154,0,44,60161
20160805 16:12:23.951169,0,0,0,0,0,0,211,2600522651,211
20160805 16:12:23.951169,0,144,11,0,0,0,0,2944001,0
20160805 16:12:23.951169,0,0,0,208,3,156,0,3550216403,39936
20160805 16:12:23.951169,0,0,0,0,0,0,44,3976265728,211
20160805 16:12:23.951169,0,144,13,0,0,211,157,13868288,0
20160805 16:12:23.951169,0,0,0,32,12,238,1,211,40448
20160805 16:12:23.951169,0,208,3,144,14,0,211,2650800128,44
20160805 16:12:23.951169,0,224,15,0,1,0,0,13868800,54175
20160805 16:12:23.951169,0,0,0,208,3,159,0,44,61441
20160805 16:12:23.951169,0,0,0,0,0,0,211,2684408736,211
20160805 16:12:23.951169,0,160,0,0,0,0,0,2945281,0
20160805 16:12:23.951169,0,0,0,208,3,161,0,3550544083,41216
20160805 16:12:23.951169,0,0,0,0,0,0,44,4060151808,211
20160805 16:12:23.951169,0,160,2,0,0,211,162,13869568,0
20160805 16:12:23.951169,0,0,0,32,12,243,1,211,41728
20160805 16:12:23.951169,0,208,3,160,3,0,211,2734686208,44
20160805 16:12:23.951169,0,240,4,0,1,0,0,13870080,54180
20160805 16:12:23.951169,0,0,0,208,3,164,0,44,62721
20160805 16:12:23.951169,0,0,0,0,0,0,211,2768294821,211
20160805 16:12:23.951169,0,160,5,0,0,0,0,2946561,0
20160805 16:12:23.951169,0,0,0,208,3,166,0,3550871763,42496
20160805 16:12:23.951169,0,0,0,0,0,0,44,4144037888,211
20160805 16:12:23.951169,0,160,7,0,0,211,167,13870848,0
20160805 16:12:23.951169,0,0,0,32,12,248,1,211,43008
20160805 16:12:23.951169,0,208,3,160,8,0,211,2818572288,44
20160805 16:12:23.951169,0,240,9,0,1,0,0,13871360,54185
20160805 16:12:23.951169,0,0,0,208,3,169,0,44,64001
20160805 16:12:23.951169,0,0,0,0,0,0,211,2852180906,211
20160805 16:12:23.951169,0,160,10,0,0,0,0,2947841,0
20160805 16:12:23.951169,0,0,0,208,3,171,0,3551199443,43776
20160805 16:12:23.951169,0,0,0,0,0,0,44,4227923968,211
20160805 16:12:23.951169,0,160,12,0,0,211,172,13872128,0
20160805 16:12:23.951169,0,0,0,32,12,253,1,211,44288
20160805 16:12:23.951169,0,208,3,160,13,0,211,2902458368,44
20160805 16:12:23.951169,0,240,14,0,1,0,0,13872640,54190
20160805 16:12:23.951169,0,0,0,208,3,174,0,44,65281
20160805 16:12:23.951169,0,0,0,0,0,0,211,2936066991,211
20160805 16:12:23.951169,0,160,15,0,0,0,0,2949121,0
20160805 16:12:23.951169,0,0,0,208,3,176,0,3551527123,45056
20160805 16:12:23.951169,0,0,0,0,0,0,45,16842752,211
20160805 16:12:23.951169,0,176,1,0,0,211,177,13873408,0
20160805 16:12:23.951169,0,0,0,32,13,2,1,211,45568
20160805 16:12:23.951169,0,208,3,176,2,0,211,2986344448,45
20160805 16:12:23.951169,0,0,3,0,1,0,0,13873920,54195
20160805 16:12:23.951169,0,0,0,208,3,179,0,45,1025
20160805 16:12:23.951169,0,0,0,0,0,0,211,3019953076,211
20160805 16:12:23.951169,0,176,4,0,0,0,0,2950401,0
20160805 16:12:23.951169,0,0,0,208,3,181,0,3551854803,46336
20160805 16:12:23.951169,0,0,0,0,0,0,45,100728832,211
20160805 16:12:23.951169,0,176,6,0,0,211,182,13874688,0
20160805 16:12:23.951169,0,0,0,32,13,7,1,211,46848
20160805 16:12:23.951169,0,208,3,176,7,0,211,3070230528,45
20160805 16:12:23.951169,0,0,8,0,1,0,0,13875200,54200
20160805 16:12:23.951169,0,0,0,208,3,184,0,45,2305
20160805 16:12:23.951169,0,0,0,0,0,0,211,3103839161,211
20160805 16:12:23.951169,0,176,9,0,0,0,0,2951681,0
20160805 16:12:23.951169,0,0,0,208,3,186,0,3552182483,47616
20160805 16:12:23.951169,0,0,0,0,0,0,45,184614912,211
20160805 16:12:23.951169,0,176,11,0,0,211,187,13875968,0
20160805 16:12:23.951169,0,0,0,32,13,12,1,211,48128
20160805 16:12:23.951169,0,208,3,176,12,0,211,3154116608,45
20160805 16:12:23.951169,0,0,13,0,1,0,0,13876480,54205
20160805 16:12:23.951169,0,0,0,208,3,189,0,45,3585
20160805 16:12:23.951169,0,0,0,0,0,0,211,3187725246,211
20160805 16:12:23.951169,0,176,14,0,0,0,0,2952961,0
20160805 16:12:23.951169,0,0,0,208,3,191,0,3552510163,48896
20160805 16:12:23.951169,0,0,0,0,0,0,45,268500992,211
20160805 16:12:23.951169,0,192,0,0,0,211,192,13877248,0
20160805 16:12:23.951169,0,0,0,32,13,17,1,211,49408
20160805 16:12:23.951169,0,208,3,192,1,0,211,3238002688,45
20160805 16:12:23.951169,0,16,2,0,1,0,0,13877760,54210
20160805 16:12:23.951169,0,0,0,208,3,194,0,45,4865
20160805 16:12:23.951169,0,0,0,0,0,0,211,3271611331,211
20160805 16:12:23.951169,0,192,3,0,0,0,0,2954241,0
20160805 16:12:23.951169,0,0,0,208,3,196,0,3552837843,50176
20160805 16:12:23.951169,0,0,0,0,0,0,45,352387072,211
20160805 16:12:23.951169,0,192,5,0,0,211,197,13878528,0
20160805 16:12:23.951169,0,0,0,32,13,22,1,211,50688
20160805 16:12:23.951169,0,208,3,192,6,0,211,3321888768,45
20160805 16:12:23.951169,0,16,7,0,1,0,0,13879040,54215
20160805 16:12:23.951169,0,0,0,208,3,199,0,45,6145
20160805 16:12:23.951169,0,0,0,0,0,0,211,3355497416,211
20160805 16:12:23.951169,0,192,8,0,0,0,0,2955521,0
20160805 16:12:23.951169,0,0,0,208,3,201,0,3553165523,51456
20160805 16:12:23.951169,0,0,0,0,0,0,45,436273152,211
20160805 16:12:23.951169,0,192,10,0,0,211,202,13879808,0
20160805 16:12:23.951169,0,0,0,32,13,27,1,211,51968
20160805 16:12:23.951169,0,208,3,192,11,0,211,3405774848,45
20160805 16:12:23.951169,0,16,12,0,1,0,0,13880320,54220
20160805 16:12:23.951169,0,0,0,208,3,204,0,45,7425
20160805 16:12:23.951169,0,0,0,0,0,0,211,3439383501,211
20160805 16:12:23.951169,0,192,13,0,0,0,0,2956801,0
20160805 16:12:23.951169,0,0,0,208,3,206,0,3553493203,52736
20160805 16:12:23.951169,0,0,0,0,0,0,45,520159232,211
20160805 16:12:23.951169,0,192,15,0,0,211,207,13881088,0
20160805 16:12:23.951169,0,0,0,32,13,32,1,211,53248
20160805 16:12:23.951169,0,208,3,208,0,0,211,3489660928,45
20160805 16:12:23.951169,0,32,1,0,1,0,0,13881600,54225
20160805 16:12:23.951169,0,0,0,208,3,209,0,45,8705
20160805 16:12:23.951169,0,0,0,0,0,0,211,3523269586,211
20160805 16:12:23.951169,0,208,2,0,0,0,0,2958081,0
20160805 16:12:23.951169,0,0,0,208,3,211,0,3553820883,54016
20160805 16:12:23.951169,0,0,0,0,0,0,45,604045312,211
20160805 16:12:23.951169,0,208,4,0,0,211,212,13882368,0
20160805 16:12:23.951169,0,0,0,32,13,37,1,211,54528
20160805 16:12:23.951169,0,208,3,208,5,0,211,3573547008,45
20160805 16:12:23.951169,0,32,6,0,1,0,0,13882880,54230
20160805 16:12:23.951169,0,0,0,208,3,214,0,45,9985
20160805 16:12:23.951169,0,0,0,0,0,0,211,3607155671,211
20160805 16:12:23.951169,0,208,7,0,0,0,0,2959361,0
20160805 16:12:23.951169,0,0,0,208,3,216,0,3554148563,55296
20160805 16:12:23.951169,0,0,0,0,0,0,45,687931392,211
20160805 16:12:23.951169,0,208,9,0,0,211,217,13883648,0
20160805 16:12:23.951169,0,0,0,32,13,42,1,211,55808
20160805 16:12:23.951169,0,208,3,208,10,0,211,3657433088,45
20160805 16:12:23.951169,0,32,11,0,1,0,0,13884160,54235
20160805 16:12:23.951169,0,0,0,208,3,219,0,45,11265
20160805 16:12:23.951169,0,0,0,0,0,0,211,3691041756,211
