time,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160805 16:00:01.357432,0,48,11,48,11,59,59,168507,658
20160805 16:00:01.365245,0,48,12,48,12,60,60,168508,658
20160805 16:00:01.373058,0,48,13,48,13,61,61,168509,658
20160805 16:00:01.380870,0,48,14,48,14,62,62,168510,658
20160805 16:00:01.388682,0,48,15,48,15,63,63,168511,658
20160805 16:00:01.396495,0,64,0,64,0,64,64,168512,658
20160805 16:00:01.404308,0,64,1,64,1,65,65,168513,658
20160805 16:00:01.412120,0,64,2,64,2,66,66,168514,658
20160805 16:00:01.419932,0,64,3,64,3,67,67,168515,658
20160805 16:00:01.427745,0,64,4,64,4,68,68,168516,658
20160805 16:00:01.435558,0,64,5,64,5,69,69,168517,658
20160805 16:00:01.443370,0,64,6,64,6,70,70,168518,658
20160805 16:00:01.451182,0,64,7,64,7,71,71,168519,658
20160805 16:00:01.458995,0,64,8,64,8,72,72,168520,658
20160805 16:00:01.466808,0,64,9,64,9,73,73,168521,658
20160805 16:00:01.474620,0,64,10,64,10,74,74,168522,658
20160805 16:00:01.482432,0,64,11,64,11,75,75,168523,658
20160805 16:00:01.490245,0,64,12,64,12,76,76,168524,658
20160805 16:00:01.498058,0,64,13,64,13,77,77,168525,658
20160805 16:00:01.505870,0,64,14,64,14,78,78,168526,658
20160805 16:00:01.513682,0,64,15,64,15,79,79,168527,658
20160805 16:00:01.521495,0,80,0,80,0,80,80,168528,658
20160805 16:00:01.529308,0,80,1,80,1,81,81,168529,658
20160805 16:00:01.537120,0,80,2,80,2,82,82,168530,658
20160805 16:00:01.544932,0,80,3,80,3,83,83,168531,658
20160805 16:00:01.552745,0,80,4,80,4,84,84,168532,658
20160805 16:00:01.560558,0,80,5,80,5,85,85,168533,658
20160805 16:00:01.568370,0,80,6,80,6,86,86,168534,658
20160805 16:00:01.576182,0,80,7,80,7,87,87,168535,658
20160805 16:00:01.583995,0,80,8,80,8,88,88,168536,658
20160805 16:00:01.591808,0,80,9,80,9,89,89,168537,658
20160805 16:00:01.599620,0,80,10,80,10,90,90,168538,658
20160805 16:00:01.607432,0,80,11,80,11,91,91,168539,658
20160805 16:00:01.615245,0,80,12,80,12,92,92,168540,658
20160805 16:00:01.623058,0,80,13,80,13,93,93,168541,658
20160805 16:00:01.630870,0,80,14,80,14,94,94,168542,658
20160805 16:00:01.638682,0,80,15,80,15,95,95,168543,658
20160805 16:00:01.646495,0,96,0,96,0,96,96,168544,658
20160805 16:00:01.654308,0,96,1,96,1,97,97,168545,658
20160805 16:00:01.662120,0,96,2,96,2,98,98,168546,658
20160805 16:00:01.669932,0,96,3,96,3,99,99,168547,658
20160805 16:00:01.677745,0,96,4,96,4,100,100,168548,658
20160805 16:00:01.685558,0,96,5,96,5,101,101,168549,658
20160805 16:00:01.693370,0,96,6,96,6,102,102,168550,658
20160805 16:00:01.701182,0,96,7,96,7,103,103,168551,658
20160805 16:00:01.708995,0,96,8,96,8,104,104,168552,658
20160805 16:00:01.716808,0,96,9,96,9,105,105,168553,658
20160805 16:00:01.724620,0,96,10,96,10,106,106,168554,658
20160805 16:00:01.732432,0,96,11,96,11,107,107,168555,658
20160805 16:00:01.740245,0,96,12,96,12,108,108,168556,658
20160805 16:00:01.748058,0,96,13,96,13,109,109,168557,658
20160805 16:00:01.755870,0,96,14,96,14,110,110,168558,658
20160805 16:00:01.763682,0,96,15,96,15,111,111,168559,658
20160805 16:00:01.771495,0,112,0,112,0,112,112,168560,658
20160805 16:00:01.779308,0,112,1,112,1,113,113,168561,658
20160805 16:00:01.787120,0,112,2,112,2,114,114,168562,658
20160805 16:00:01.794932,0,112,3,112,3,115,115,168563,658
20160805 16:00:01.802745,0,112,4,112,4,116,116,168564,658
20160805 16:00:01.810558,0,112,5,112,5,117,117,168565,658
20160805 16:00:01.818370,0,112,6,112,6,118,118,168566,658
20160805 16:00:01.826182,0,112,7,112,7,119,119,168567,658
20160805 16:00:01.833995,0,112,8,112,8,120,120,168568,658
20160805 16:00:01.841808,0,112,9,112,9,121,121,168569,658
20160805 16:00:01.849620,0,112,10,112,10,122,122,168570,658
20160805 16:00:01.857432,0,112,11,112,11,123,123,168571,658
20160805 16:00:01.865245,0,112,12,112,12,124,124,168572,658
20160805 16:00:01.873058,0,112,13,112,13,125,125,168573,658
20160805 16:00:01.880870,0,112,14,112,14,126,126,168574,658
20160805 16:00:01.888682,0,112,15,112,15,127,127,168575,658
20160805 16:00:01.896495,0,128,0,128,0,128,128,168576,658
20160805 16:00:01.904308,0,128,1,128,1,129,129,168577,658
20160805 16:00:01.912120,0,128,2,128,2,130,130,168578,658
20160805 16:00:01.919932,0,128,3,128,3,131,131,168579,658
20160805 16:00:01.927745,0,128,4,128,4,132,132,168580,658
20160805 16:00:01.935558,0,128,5,128,5,133,133,168581,658
20160805 16:00:01.943370,0,128,6,128,6,134,134,168582,658
20160805 16:00:01.951182,0,128,7,128,7,135,135,168583,658
20160805 16:00:01.958995,0,128,8,128,8,136,136,168584,658
20160805 16:00:01.966808,0,128,9,128,9,137,137,168585,658
20160805 16:00:01.974620,0,128,10,128,10,138,138,168586,658
20160805 16:00:01.982432,0,128,11,128,11,139,139,168587,658
20160805 16:00:01.990245,0,128,12,128,12,140,140,168588,658
20160805 16:00:01.998058,0,128,13,128,13,141,141,168589,658
20160805 16:00:02.005870,0,128,14,128,14,142,142,168590,658
20160805 16:00:02.013682,0,128,15,128,15,143,143,168591,658
20160805 16:00:02.021495,0,144,0,144,0,144,144,168592,658
20160805 16:00:02.029308,0,144,1,144,1,145,145,168593,658
20160805 16:00:02.037120,0,144,2,144,2,146,146,168594,658
20160805 16:00:02.044932,0,144,3,144,3,147,147,168595,658
20160805 16:00:02.052745,0,144,4,144,4,148,148,168596,658
20160805 16:00:02.060558,0,144,5,144,5,149,149,168597,658
20160805 16:00:02.068370,0,144,6,144,6,150,150,168598,658
20160805 16:00:02.076182,0,144,7,144,7,151,151,168599,658
20160805 16:00:02.083995,0,144,8,144,8,152,152,168600,658
20160805 16:00:02.091808,0,144,9,144,9,153,153,168601,658
20160805 16:00:02.099620,0,144,10,144,10,154,154,168602,658
20160805 16:00:02.107432,0,144,11,144,11,155,155,168603,658
20160805 16:00:02.115245,0,144,12,144,12,156,156,168604,658
20160805 16:00:02.123058,0,144,13,144,13,157,157,168605,658
20160805 16:00:02.130870,0,144,14,144,14,158,158,168606,658
20160805 16:00:02.138682,0,144,15,144,15,159,159,168607,658
20160805 16:00:02.146495,0,160,0,160,0,160,160,168608,658
20160805 16:00:02.154308,0,160,1,160,1,161,161,168609,658
20160805 16:00:02.162120,0,160,2,160,2,162,162,168610,658
20160805 16:00:02.169932,0,160,3,160,3,163,163,168611,658
20160805 16:00:02.177745,0,160,4,160,4,164,164,168612,658
20160805 16:00:02.185558,0,160,5,160,5,165,165,168613,658
20160805 16:00:02.193370,0,160,6,160,6,166,166,168614,658
20160805 16:00:02.201182,0,160,7,160,7,167,167,168615,658
20160805 16:00:02.208995,0,160,8,160,8,168,168,168616,658
20160805 16:00:02.216808,0,160,9,160,9,169,169,168617,658
20160805 16:00:02.224620,0,160,10,160,10,170,170,168618,658
20160805 16:00:02.232432,0,160,11,160,11,171,171,168619,658
20160805 16:00:02.240245,0,160,12,160,12,172,172,168620,658
20160805 16:00:02.248058,0,160,13,160,13,173,173,168621,658
20160805 16:00:02.255870,0,160,14,160,14,174,174,168622,658
20160805 16:00:02.263682,0,160,15,160,15,175,175,168623,658
20160805 16:00:02.271495,0,176,0,176,0,176,176,168624,658
20160805 16:00:02.279308,0,176,1,176,1,177,177,168625,658
20160805 16:00:02.287120,0,176,2,176,2,178,178,168626,658
20160805 16:00:02.294932,0,176,3,176,3,179,179,168627,658
20160805 16:00:02.302745,0,176,4,176,4,180,180,168628,658
20160805 16:00:02.310558,0,176,5,176,5,181,181,168629,658
20160805 16:00:02.318370,0,176,6,176,6,182,182,168630,658
20160805 16:00:02.326182,0,176,7,176,7,183,183,168631,658
20160805 16:00:02.333995,0,176,8,176,8,184,184,168632,658
20160805 16:00:02.341808,0,176,9,176,9,185,185,168633,658
20160805 16:00:02.349620,0,176,10,176,10,186,186,168634,658
20160805 16:00:02.357432,0,176,11,176,11,187,187,168635,658
20160805 16:00:02.365245,0,176,12,176,12,188,188,168636,658
20160805 16:00:02.373058,0,176,13,176,13,189,189,168637,658
20160805 16:00:02.380870,0,176,14,176,14,190,190,168638,658
20160805 16:00:02.388682,0,176,15,176,15,191,191,168639,658
20160805 16:00:02.396495,0,192,0,192,0,192,192,168640,658
20160805 16:00:02.404308,0,192,1,192,1,193,193,168641,658
20160805 16:00:02.412120,0,192,2,192,2,194,194,168642,658
20160805 16:00:02.419932,0,192,3,192,3,195,195,168643,658
20160805 16:00:02.427745,0,192,4,192,4,196,196,168644,658
20160805 16:00:02.435558,0,192,5,192,5,197,197,168645,658
20160805 16:00:02.443370,0,192,6,192,6,198,198,168646,658
20160805 16:00:02.451182,0,192,7,192,7,199,199,168647,658
20160805 16:00:02.458995,0,192,8,192,8,200,200,168648,658
20160805 16:00:02.466808,0,192,9,192,9,201,201,168649,658
20160805 16:00:02.474620,0,192,10,192,10,202,202,168650,658
20160805 16:00:02.482432,0,192,11,192,11,203,203,168651,658
20160805 16:00:02.490245,0,192,12,192,12,204,204,168652,658
20160805 16:00:02.498058,0,192,13,192,13,205,205,168653,658
20160805 16:00:02.505870,0,192,14,192,14,206,206,168654,658
20160805 16:00:02.513682,0,192,15,192,15,207,207,168655,658
20160805 16:00:02.521495,0,208,0,208,0,208,208,168656,658
20160805 16:00:02.529308,0,208,1,208,1,209,209,168657,658
20160805 16:00:02.537120,0,208,2,208,2,210,210,168658,658
20160805 16:00:02.544932,0,208,3,208,3,211,211,168659,658
20160805 16:00:02.552745,0,208,4,208,4,212,212,168660,658
20160805 16:00:02.560558,0,208,5,208,5,213,213,168661,658
20160805 16:00:02.568370,0,208,6,208,6,214,214,168662,658
20160805 16:00:02.576182,0,208,7,208,7,215,215,168663,658
20160805 16:00:02.583995,0,208,8,208,8,216,216,168664,658
20160805 16:00:02.591808,0,208,9,208,9,217,217,168665,658
20160805 16:00:02.599620,0,208,10,208,10,218,218,168666,658
20160805 16:00:02.607432,0,208,11,208,11,219,219,168667,658
20160805 16:00:02.615245,0,208,12,208,12,220,220,168668,658
20160805 16:00:02.623058,0,208,13,208,13,221,221,168669,658
20160805 16:00:02.630870,0,208,14,208,14,222,222,168670,658
20160805 16:00:02.638682,0,208,15,208,15,223,223,168671,658
20160805 16:00:02.646495,0,224,0,224,0,224,224,168672,658
20160805 16:00:02.654308,0,224,1,224,1,225,225,168673,658
20160805 16:00:02.662120,0,224,2,224,2,226,226,168674,658
20160805 16:00:02.669932,0,224,3,224,3,227,227,168675,658
20160805 16:00:02.677745,0,224,4,224,4,228,228,168676,658
20160805 16:00:02.685558,0,224,5,224,5,229,229,168677,658
20160805 16:00:02.693370,0,224,6,224,6,230,230,168678,658
20160805 16:00:02.701182,0,224,7,224,7,231,231,168679,658
20160805 16:00:02.708995,0,224,8,224,8,232,232,168680,658
20160805 16:00:02.716808,0,224,9,224,9,233,233,168681,658
20160805 16:00:02.724620,0,224,10,224,10,234,234,168682,658
20160805 16:00:02.732432,0,224,11,224,11,235,235,168683,658
20160805 16:00:02.740245,0,224,12,224,12,236,236,168684,658
20160805 16:00:02.748058,0,224,13,224,13,237,237,168685,658
20160805 16:00:02.755870,0,224,14,224,14,238,238,168686,658
20160805 16:00:02.763682,0,224,15,224,15,239,239,168687,658
20160805 16:00:02.771495,0,240,0,240,0,240,240,168688,658
20160805 16:00:02.779308,0,240,1,240,1,241,241,168689,658
20160805 16:00:02.787120,0,240,2,240,2,242,242,168690,658
20160805 16:00:02.794932,0,240,3,240,3,243,243,168691,658
20160805 16:00:02.802745,0,240,4,240,4,244,244,168692,658
20160805 16:00:02.810558,0,240,5,240,5,245,245,168693,658
20160805 16:00:02.818370,0,240,6,240,6,246,246,168694,658
20160805 16:00:02.826182,0,240,7,240,7,247,247,168695,658
20160805 16:00:02.833995,0,240,8,240,8,248,248,168696,658
20160805 16:00:02.841808,0,240,9,240,9,249,249,168697,658
20160805 16:00:02.849620,0,240,10,240,10,250,250,168698,658
20160805 16:00:02.857432,0,240,11,240,11,251,251,168699,658
20160805 16:00:02.865245,0,240,12,240,12,252,252,168700,658
20160805 16:00:02.873058,0,240,13,240,13,253,253,168701,658
20160805 16:00:02.880870,0,240,14,240,14,254,254,168702,658
20160805 16:00:02.888682,0,240,15,240,15,255,255,168703,658
20160805 16:00:02.896495,0,0,0,0,0,0,0,168704,659
20160805 16:00:02.904308,0,0,1,0,1,1,1,168705,659
20160805 16:00:02.912120,0,0,2,0,2,2,2,168706,659
20160805 16:00:02.919932,0,0,3,0,3,3,3,168707,659
20160805 16:00:02.927745,0,0,4,0,4,4,4,168708,659
20160805 16:00:02.935558,0,0,5,0,5,5,5,168709,659
20160805 16:00:02.943370,0,0,6,0,6,6,6,168710,659
20160805 16:00:02.951182,0,0,7,0,7,7,7,168711,659
20160805 16:00:02.958995,0,0,8,0,8,8,8,168712,659
20160805 16:00:02.966808,0,0,9,0,9,9,9,168713,659
20160805 16:00:02.974620,0,0,10,0,10,10,10,168714,659
20160805 16:00:02.982432,0,0,11,0,11,11,11,168715,659
20160805 16:00:02.990245,0,0,12,0,12,12,12,168716,659
20160805 16:00:02.998058,0,0,13,0,13,13,13,168717,659
20160805 16:00:03.005870,0,0,14,0,14,14,14,168718,659
20160805 16:00:03.013682,0,0,15,0,15,15,15,168719,659
20160805 16:00:03.021495,0,16,0,16,0,16,16,168720,659
20160805 16:00:03.029308,0,16,1,16,1,17,17,168721,659
20160805 16:00:03.037120,0,16,2,16,2,18,18,168722,659
20160805 16:00:03.044932,0,16,3,16,3,19,19,168723,659
20160805 16:00:03.052745,0,16,4,16,4,20,20,168724,659
20160805 16:00:03.060558,0,16,5,16,5,21,21,168725,659
20160805 16:00:03.068370,0,16,6,16,6,22,22,168726,659
20160805 16:00:03.076182,0,16,7,16,7,23,23,168727,659
20160805 16:00:03.083995,0,16,8,16,8,24,24,168728,659
20160805 16:00:03.091808,0,16,9,16,9,25,25,168729,659
20160805 16:00:03.099620,0,16,10,16,10,26,26,168730,659
20160805 16:00:03.107432,0,16,11,16,11,27,27,168731,659
20160805 16:00:03.115245,0,16,12,16,12,28,28,168732,659
20160805 16:00:03.123058,0,16,13,16,13,29,29,168733,659
20160805 16:00:03.130870,0,16,14,16,14,30,30,168734,659
20160805 16:00:03.138682,0,16,15,16,15,31,31,168735,659
20160805 16:00:03.146495,0,32,0,32,0,32,32,168736,659
20160805 16:00:03.154308,0,32,1,32,1,33,33,168737,659
20160805 16:00:03.162120,0,32,2,32,2,34,34,168738,659
20160805 16:00:03.169932,0,32,3,32,3,35,35,168739,659
20160805 16:00:03.177745,0,32,4,32,4,36,36,168740,659
20160805 16:00:03.185558,0,32,5,32,5,37,37,168741,659
20160805 16:00:03.193370,0,32,6,32,6,38,38,168742,659
20160805 16:00:03.201182,0,32,7,32,7,39,39,168743,659
20160805 16:00:03.208995,0,32,8,32,8,40,40,168744,659
20160805 16:00:03.216808,0,32,9,32,9,41,41,168745,659
20160805 16:00:03.224620,0,32,10,32,10,42,42,168746,659
20160805 16:00:03.232432,0,32,11,32,11,43,43,168747,659
20160805 16:00:03.240245,0,32,12,32,12,44,44,168748,659
20160805 16:00:03.248058,0,32,13,32,13,45,45,168749,659
20160805 16:00:03.255870,0,32,14,32,14,46,46,168750,659
20160805 16:00:03.263682,0,32,15,32,15,47,47,168751,659
20160805 16:00:03.271495,0,48,0,48,0,48,48,168752,659
20160805 16:00:03.279308,0,48,1,48,1,49,49,168753,659
20160805 16:00:03.287120,0,48,2,48,2,50,50,168754,659
20160805 16:00:03.294932,0,48,3,48,3,51,51,168755,659
20160805 16:00:03.302745,0,48,4,48,4,52,52,168756,659
20160805 16:00:03.310558,0,48,5,48,5,53,53,168757,659
20160805 16:00:03.318370,0,48,6,48,6,54,54,168758,659
20160805 16:00:03.326182,0,48,7,48,7,55,55,168759,659
20160805 16:00:03.333995,0,48,8,48,8,56,56,168760,659
20160805 16:00:03.341808,0,48,9,48,9,57,57,168761,659
20160805 16:00:03.349620,0,48,10,48,10,58,58,168762,659
20160805 16:00:03.357432,0,48,11,48,11,59,59,168763,659
20160805 16:00:03.365245,0,48,12,48,12,60,60,168764,659
20160805 16:00:03.373058,0,48,13,48,13,61,61,168765,659
20160805 16:00:03.380870,0,48,14,48,14,62,62,168766,659
20160805 16:00:03.388682,0,48,15,48,15,63,63,168767,659
20160805 16:00:03.396495,0,64,0,64,0,64,64,168768,659
20160805 16:00:03.404308,0,64,1,64,1,65,65,168769,659
20160805 16:00:03.412120,0,64,2,64,2,66,66,168770,659
20160805 16:00:03.419932,0,64,3,64,3,67,67,168771,659
20160805 16:00:03.427745,0,64,4,64,4,68,68,168772,659
20160805 16:00:03.435558,0,64,5,64,5,69,69,168773,659
20160805 16:00:03.443370,0,64,6,64,6,70,70,168774,659
20160805 16:00:03.451182,0,64,7,64,7,71,71,168775,659
20160805 16:00:03.458995,0,64,8,64,8,72,72,168776,659
20160805 16:00:03.466808,0,64,9,64,9,73,73,168777,659
20160805 16:00:03.474620,0,64,10,64,10,74,74,168778,659
20160805 16:00:03.482432,0,64,11,64,11,75,75,168779,659
20160805 16:00:03.490245,0,64,12,64,12,76,76,168780,659
20160805 16:00:03.498058,0,64,13,64,13,77,77,168781,659
20160805 16:00:03.505870,0,64,14,64,14,78,78,168782,659
20160805 16:00:03.513682,0,64,15,64,15,79,79,168783,659
20160805 16:00:03.521495,0,80,0,80,0,80,80,168784,659
20160805 16:00:03.529308,0,80,1,80,1,81,81,168785,659
20160805 16:00:03.537120,0,80,2,80,2,82,82,168786,659
20160805 16:00:03.544932,0,80,3,80,3,83,83,168787,659
20160805 16:00:03.552745,0,80,4,80,4,84,84,168788,659
20160805 16:00:03.560558,0,80,5,80,5,85,85,168789,659
20160805 16:00:03.568370,0,80,6,80,6,86,86,168790,659
20160805 16:00:03.576182,0,80,7,80,7,87,87,168791,659
20160805 16:00:03.583995,0,80,8,80,8,88,88,168792,659
20160805 16:00:03.591808,0,80,9,80,9,89,89,168793,659
20160805 16:00:03.599620,0,80,10,80,10,90,90,168794,659
20160805 16:00:03.607432,0,80,11,80,11,91,91,168795,659
20160805 16:00:03.615245,0,80,12,80,12,92,92,168796,659
20160805 16:00:03.623058,0,80,13,80,13,93,93,168797,659
20160805 16:00:03.630870,0,80,14,80,14,94,94,168798,659
20160805 16:00:03.638682,0,80,15,80,15,95,95,168799,659
20160805 16:00:03.646495,0,96,0,96,0,96,96,168800,659
20160805 16:00:03.654308,0,96,1,96,1,97,97,168801,659
20160805 16:00:03.662120,0,96,2,96,2,98,98,168802,659
20160805 16:00:03.669932,0,96,3,96,3,99,99,168803,659
20160805 16:00:03.677745,0,96,4,96,4,100,100,168804,659
20160805 16:00:03.685558,0,96,5,96,5,101,101,168805,659
20160805 16:00:03.693370,0,96,6,96,6,102,102,168806,659
20160805 16:00:03.701182,0,96,7,96,7,103,103,168807,659
20160805 16:00:03.708995,0,96,8,96,8,104,104,168808,659
20160805 16:00:03.716808,0,96,9,96,9,105,105,168809,659
20160805 16:00:03.724620,0,96,10,96,10,106,106,168810,659
20160805 16:00:03.732432,0,96,11,96,11,107,107,168811,659
20160805 16:00:03.740245,0,96,12,96,12,108,108,168812,659
20160805 16:00:03.748058,0,96,13,96,13,109,109,168813,659
20160805 16:00:03.755870,0,96,14,96,14,110,110,168814,659
20160805 16:00:03.763682,0,96,15,96,15,111,111,168815,659
20160805 16:00:03.771495,0,112,0,112,0,112,112,168816,659
20160805 16:00:03.779308,0,112,1,112,1,113,113,168817,659
20160805 16:00:03.787120,0,112,2,112,2,114,114,168818,659
20160805 16:00:03.794932,0,112,3,112,3,115,115,168819,659
20160805 16:00:03.802745,0,112,4,112,4,116,116,168820,659
20160805 16:00:03.810558,0,112,5,112,5,117,117,168821,659
20160805 16:00:03.818370,0,112,6,112,6,118,118,168822,659
20160805 16:00:03.826182,0,112,7,112,7,119,119,168823,659
20160805 16:00:03.833995,0,112,8,112,8,120,120,168824,659
20160805 16:00:03.841808,0,112,9,112,9,121,121,168825,659
20160805 16:00:03.849620,0,112,10,112,10,122,122,168826,659
20160805 16:00:03.857432,0,112,11,112,11,123,123,168827,659
20160805 16:00:03.865245,0,112,12,112,12,124,124,168828,659
20160805 16:00:03.873058,0,112,13,112,13,125,125,168829,659
20160805 16:00:03.880870,0,112,14,112,14,126,126,168830,659
20160805 16:00:03.888682,0,112,15,112,15,127,127,168831,659
20160805 16:00:03.896495,0,128,0,128,0,128,128,168832,659
20160805 16:00:03.904308,0,128,1,128,1,129,129,168833,659
20160805 16:00:03.912120,0,128,2,128,2,130,130,168834,659
20160805 16:00:03.919932,0,128,3,128,3,131,131,168835,659
20160805 16:00:03.927745,0,128,4,128,4,132,132,168836,659
20160805 16:00:03.935558,0,128,5,128,5,133,133,168837,659
20160805 16:00:03.943370,0,128,6,128,6,134,134,168838,659
20160805 16:00:03.951182,0,128,7,128,7,135,135,168839,659
20160805 16:00:03.958995,0,128,8,128,8,136,136,168840,659
20160805 16:00:03.966808,0,128,9,128,9,137,137,168841,659
20160805 16:00:03.974620,0,128,10,128,10,138,138,168842,659
20160805 16:00:03.982432,0,128,11,128,11,139,139,168843,659
20160805 16:00:03.990245,0,128,12,128,12,140,140,168844,659
20160805 16:00:03.998058,0,128,13,128,13,141,141,168845,659
20160805 16:00:04.005870,0,128,14,128,14,142,142,168846,659
20160805 16:00:04.013682,0,128,15,128,15,143,143,168847,659
20160805 16:00:04.021495,0,144,0,144,0,144,144,168848,659
20160805 16:00:04.029308,0,144,1,144,1,145,145,168849,659
20160805 16:00:04.037120,0,144,2,144,2,146,146,168850,659
20160805 16:00:04.044932,0,144,3,144,3,147,147,168851,659
